Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.81,41.28,1008.74
2,0.09,44.97,43.79,41.29,1008.73
3,0.18,44.96,43.78,41.30,1008.73
4,0.27,44.94,43.76,41.27,1008.73
5,0.36,44.93,43.74,41.26,1008.73
6,0.45,44.91,43.73,41.26,1008.72
7,0.54,44.90,43.70,41.27,1008.72
8,0.63,44.87,43.68,41.28,1008.72
9,0.72,44.86,43.65,41.28,1008.72
10,0.81,44.84,43.62,41.28,1008.72
11,0.90,44.81,43.61,41.27,1008.72
12,0.99,44.79,43.59,41.30,1008.71
13,1.08,44.78,43.59,41.31,1008.71
14,1.17,44.76,43.56,41.30,1008.71
15,1.26,44.75,43.54,41.32,1008.72
16,1.35,44.72,43.52,41.35,1008.72
17,1.44,44.70,43.49,41.33,1008.72
18,1.53,44.67,43.48,41.33,1008.72
19,1.62,44.65,43.47,41.33,1008.71
20,1.71,44.62,43.45,41.32,1008.72
21,1.80,44.58,43.42,41.35,1008.72
22,1.89,44.57,43.41,41.35,1008.72
23,1.98,44.55,43.39,41.37,1008.72
24,2.07,44.52,43.37,41.40,1008.72
25,2.16,44.51,43.36,41.38,1008.72
26,2.25,44.50,43.32,41.38,1008.72
27,2.34,44.47,43.29,41.37,1008.71
28,2.43,44.46,43.27,41.38,1008.72
29,2.52,44.45,43.25,41.37,1008.71
30,2.61,44.41,43.23,41.37,1008.71
31,2.70,44.39,43.21,41.36,1008.72
32,2.79,44.37,43.20,41.35,1008.72
33,2.88,44.35,43.18,41.36,1008.73
34,2.97,44.34,43.16,41.36,1008.72
35,3.06,44.32,43.14,41.36,1008.72
36,3.15,44.31,43.12,41.38,1008.72
37,3.24,44.30,43.10,41.39,1008.72
38,3.33,44.27,43.08,41.39,1008.73
39,3.42,44.25,43.07,41.37,1008.73
40,3.51,44.23,43.03,41.36,1008.74
41,3.60,44.22,43.03,41.37,1008.74
42,3.69,44.20,43.02,41.39,1008.73
43,3.78,44.20,43.01,41.41,1008.73
44,3.87,44.18,42.99,41.42,1008.73
45,3.96,44.16,42.97,41.42,1008.73
46,4.05,44.15,42.95,41.41,1008.74
47,4.14,44.13,42.95,41.42,1008.74
48,4.23,44.11,42.94,41.40,1008.74
49,4.32,44.09,42.94,41.42,1008.72
50,4.41,44.06,42.92,41.42,1008.71
51,4.50,44.05,42.90,41.42,1008.72
52,4.59,44.02,42.89,41.43,1008.71
53,4.68,44.02,42.88,41.44,1008.72
54,4.77,44.00,42.87,41.42,1008.71
55,4.86,43.99,42.85,41.40,1008.72
56,4.95,43.97,42.83,41.41,1008.72
57,5.04,43.96,42.81,41.38,1008.71
58,5.13,43.94,42.80,41.37,1008.71
59,5.22,43.93,42.79,41.36,1008.71
60,5.31,43.92,42.78,41.34,1008.71
61,5.40,43.90,42.76,41.35,1008.71
62,5.49,43.88,42.75,41.36,1008.70
63,5.58,43.87,42.74,41.39,1008.71
64,5.67,43.86,42.72,41.38,1008.71
65,5.76,43.86,42.70,41.37,1008.70
66,5.85,43.84,42.68,41.37,1008.70
67,5.94,43.82,42.66,41.37,1008.71
68,6.03,43.81,42.64,41.34,1008.70
69,6.12,43.77,42.64,41.32,1008.70
70,6.21,43.75,42.62,41.30,1008.71
71,6.30,43.74,42.61,41.29,1008.72
72,6.39,43.72,42.59,41.30,1008.72
73,6.48,43.71,42.57,41.29,1008.73
74,6.57,43.69,42.55,41.31,1008.73
75,6.66,43.66,42.53,41.29,1008.74
76,6.75,43.64,42.50,41.30,1008.74
77,6.84,43.61,42.48,41.30,1008.74
78,6.93,43.59,42.47,41.30,1008.74
79,7.02,43.58,42.46,41.31,1008.74
80,7.11,43.56,42.46,41.32,1008.75
81,7.20,43.55,42.44,41.32,1008.75
82,7.29,43.52,42.43,41.29,1008.76
83,7.38,43.50,42.40,41.28,1008.76
84,7.47,43.48,42.40,41.27,1008.76
85,7.56,43.46,42.37,41.27,1008.76
86,7.65,43.45,42.34,41.26,1008.77
87,7.74,43.44,42.32,41.26,1008.76
88,7.83,43.41,42.30,41.26,1008.76
89,7.92,43.39,42.28,41.26,1008.76
90,8.01,43.38,42.27,41.26,1008.76
91,8.10,43.37,42.27,41.25,1008.76
92,8.19,43.35,42.25,41.24,1008.76
93,8.28,43.33,42.24,41.26,1008.76
94,8.37,43.31,42.22,41.28,1008.76
95,8.46,43.30,42.21,41.27,1008.76
96,8.55,43.28,42.19,41.29,1008.77
97,8.64,43.28,42.17,41.31,1008.77
98,8.73,43.26,42.16,41.31,1008.77
99,8.82,43.25,42.14,41.31,1008.77
100,8.91,43.23,42.13,41.31,1008.77
101,9.00,43.20,42.10,41.31,1008.76
102,9.09,43.18,42.08,41.32,1008.76
103,9.18,43.15,42.09,41.31,1008.76
104,9.27,43.12,42.07,41.30,1008.75
105,9.36,43.11,42.06,41.32,1008.76
106,9.45,43.10,42.03,41.29,1008.74
107,9.54,43.09,42.00,41.31,1008.74
108,9.63,43.08,42.00,41.31,1008.73
109,9.72,43.06,41.96,41.32,1008.73
110,9.81,43.04,41.95,41.33,1008.73
111,9.90,43.02,41.93,41.33,1008.72
112,9.99,43.01,41.93,41.31,1008.71
113,10.08,43.00,41.91,41.33,1008.71
114,10.17,42.98,41.90,41.37,1008.72
115,10.26,42.97,41.87,41.38,1008.72
116,10.35,42.95,41.84,41.38,1008.72
117,10.44,42.95,41.83,41.37,1008.72
118,10.53,42.94,41.82,41.39,1008.71
119,10.62,42.92,41.79,41.41,1008.71
120,10.71,42.90,41.77,41.40,1008.71
121,10.80,42.88,41.75,41.39,1008.71
122,10.89,42.87,41.72,41.34,1008.71
123,10.98,42.85,41.71,41.36,1008.71
124,11.07,42.83,41.71,41.38,1008.71
125,11.16,42.81,41.70,41.37,1008.70
126,11.25,42.79,41.69,41.37,1008.71
127,11.34,42.77,41.66,41.38,1008.71
128,11.43,42.76,41.66,41.38,1008.71
129,11.52,42.73,41.65,41.36,1008.71
130,11.61,42.72,41.61,41.36,1008.71
131,11.70,42.70,41.59,41.37,1008.72
132,11.79,42.69,41.55,41.39,1008.72
133,11.88,42.67,41.55,41.38,1008.73
134,11.97,42.65,41.51,41.37,1008.73
135,12.06,42.63,41.49,41.38,1008.74
136,12.15,42.60,41.48,41.37,1008.74
137,12.24,42.60,41.45,41.38,1008.75
138,12.33,42.59,41.45,41.37,1008.75
139,12.42,42.57,41.44,41.37,1008.75
140,12.51,42.55,41.42,41.38,1008.75
141,12.60,42.54,41.41,41.39,1008.75
142,12.69,42.52,41.39,41.40,1008.76
143,12.78,42.49,41.37,41.39,1008.76
144,12.87,42.47,41.33,41.39,1008.76
145,12.96,42.45,41.33,41.40,1008.77
146,13.05,42.44,41.31,41.39,1008.76
147,13.14,42.44,41.30,41.39,1008.76
148,13.23,42.41,41.30,41.40,1008.76
149,13.32,42.38,41.30,41.41,1008.76
150,13.41,42.37,41.28,41.41,1008.77
151,13.50,42.36,41.25,41.41,1008.77
152,13.59,42.34,41.23,41.43,1008.77
153,13.68,42.33,41.23,41.44,1008.77
154,13.77,42.31,41.21,41.46,1008.76
155,13.86,42.29,41.21,41.47,1008.77
156,13.95,42.28,41.19,41.46,1008.77
157,14.04,42.26,41.17,41.46,1008.77
158,14.13,42.25,41.16,41.45,1008.77
159,14.22,42.24,41.15,41.46,1008.77
160,14.31,42.22,41.13,41.44,1008.76
161,14.40,42.21,41.12,41.45,1008.76
162,14.49,42.19,41.11,41.45,1008.76
163,14.58,42.18,41.09,41.46,1008.75
164,14.67,42.16,41.08,41.47,1008.75
165,14.76,42.14,41.07,41.46,1008.74
166,14.85,42.12,41.05,41.45,1008.74
167,14.94,42.10,41.04,41.44,1008.74
168,15.03,42.08,41.04,41.43,1008.73
169,15.12,42.07,41.04,41.43,1008.73
170,15.21,42.06,41.02,41.42,1008.74
171,15.30,42.06,41.00,41.44,1008.73
172,15.39,42.03,40.99,41.44,1008.73
173,15.48,42.03,40.98,41.44,1008.73
174,15.57,42.01,40.96,41.44,1008.73
175,15.66,42.00,40.95,41.43,1008.74
176,15.75,41.98,40.94,41.43,1008.74
177,15.84,41.97,40.93,41.42,1008.73
178,15.93,41.96,40.92,41.44,1008.74
179,16.02,41.94,40.92,41.44,1008.74
180,16.11,41.92,40.92,41.46,1008.74
181,16.20,41.91,40.90,41.46,1008.74
182,16.29,41.89,40.88,41.46,1008.75
183,16.38,41.88,40.87,41.44,1008.74
184,16.47,41.87,40.87,41.44,1008.75
185,16.56,41.84,40.84,41.47,1008.75
186,16.65,41.82,40.83,41.46,1008.76
187,16.74,41.80,40.81,41.47,1008.76
188,16.83,41.79,40.79,41.48,1008.77
189,16.92,41.78,40.78,41.49,1008.78
190,17.01,41.78,40.75,41.48,1008.77
191,17.10,41.77,40.74,41.48,1008.78
192,17.19,41.77,40.73,41.51,1008.79
193,17.28,41.75,40.71,41.50,1008.79
194,17.37,41.75,40.68,41.52,1008.79
195,17.46,41.73,40.66,41.52,1008.79
196,17.55,41.72,40.65,41.53,1008.77
197,17.64,41.71,40.64,41.52,1008.77
198,17.73,41.70,40.64,41.54,1008.76
199,17.82,41.69,40.63,41.52,1008.76
200,17.91,41.67,40.62,41.48,1008.76
201,18.00,41.65,40.61,41.46,1008.76
202,18.09,41.62,40.59,41.46,1008.76
203,18.18,41.61,40.59,41.44,1008.76
204,18.27,41.60,40.57,41.45,1008.75
205,18.36,41.59,40.55,41.44,1008.75
206,18.45,41.58,40.53,41.42,1008.75
207,18.54,41.57,40.50,41.42,1008.75
208,18.63,41.55,40.48,41.42,1008.75
209,18.72,41.53,40.47,41.39,1008.74
210,18.81,41.51,40.47,41.36,1008.74
211,18.90,41.50,40.46,41.38,1008.74
212,18.99,41.50,40.43,41.38,1008.74
213,19.08,41.48,40.43,41.35,1008.73
214,19.17,41.47,40.40,41.35,1008.73
215,19.26,41.46,40.38,41.37,1008.73
216,19.35,41.45,40.35,41.36,1008.73
217,19.44,41.43,40.33,41.36,1008.73
218,19.53,41.42,40.32,41.38,1008.73
219,19.62,41.40,40.29,41.37,1008.73
220,19.71,41.38,40.27,41.38,1008.71
221,19.80,41.37,40.29,41.37,1008.72
222,19.89,41.35,40.28,41.38,1008.72
223,19.98,41.34,40.28,41.39,1008.72
224,20.07,41.33,40.26,41.44,1008.72
225,20.16,41.32,40.25,41.44,1008.72
226,20.25,41.31,40.23,41.46,1008.72
227,20.34,41.30,40.22,41.47,1008.71
228,20.43,41.28,40.20,41.48,1008.70
229,20.52,41.26,40.18,41.44,1008.71
230,20.61,41.25,40.16,41.47,1008.72
231,20.70,41.24,40.14,41.48,1008.72
232,20.79,41.23,40.13,41.49,1008.72
233,20.88,41.21,40.12,41.49,1008.73
234,20.97,41.20,40.10,41.50,1008.73
235,21.06,41.18,40.08,41.50,1008.74
236,21.15,41.16,40.06,41.49,1008.74
237,21.24,41.14,40.05,41.48,1008.74
238,21.33,41.12,40.04,41.50,1008.74
239,21.42,41.11,40.03,41.52,1008.75
240,21.51,41.11,39.99,41.52,1008.75
241,21.60,41.11,39.98,41.55,1008.74
242,21.69,41.08,39.95,41.56,1008.75
243,21.78,41.06,39.95,41.57,1008.75
244,21.87,41.04,39.94,41.58,1008.76
245,21.96,41.02,39.95,41.58,1008.75
246,22.05,40.99,39.92,41.56,1008.75
247,22.14,40.97,39.91,41.55,1008.76
248,22.23,40.95,39.89,41.54,1008.76
249,22.32,40.94,39.87,41.54,1008.76
250,22.41,40.92,39.86,41.53,1008.76
251,22.50,40.91,39.85,41.51,1008.76
252,22.59,40.89,39.83,41.47,1008.76
253,22.68,40.88,39.81,41.46,1008.76
254,22.77,40.86,39.80,41.45,1008.76
255,22.86,40.84,39.78,41.45,1008.76
256,22.95,40.83,39.77,41.45,1008.76
257,23.04,40.81,39.76,41.44,1008.76
258,23.13,40.80,39.75,41.44,1008.75
259,23.22,40.79,39.75,41.43,1008.74
260,23.31,40.78,39.74,41.46,1008.74
261,23.40,40.76,39.72,41.48,1008.73
262,23.49,40.75,39.69,41.47,1008.73
263,23.58,40.72,39.70,41.48,1008.73
264,23.67,40.69,39.70,41.47,1008.73
265,23.76,40.68,39.68,41.48,1008.73
266,23.85,40.68,39.66,41.48,1008.72
267,23.94,40.66,39.66,41.47,1008.72
268,24.03,40.66,39.64,41.47,1008.72
269,24.12,40.65,39.62,41.48,1008.72
270,24.21,40.63,39.62,41.48,1008.71
271,24.30,40.63,39.61,41.51,1008.71
272,24.39,40.61,39.60,41.51,1008.71
273,24.48,40.59,39.60,41.49,1008.71
274,24.57,40.57,39.58,41.49,1008.71
275,24.66,40.55,39.57,41.47,1008.71
276,24.75,40.55,39.56,41.47,1008.71
277,24.84,40.54,39.56,41.46,1008.70
278,24.93,40.52,39.55,41.46,1008.70
279,25.02,40.51,39.52,41.47,1008.71
280,25.11,40.50,39.51,41.47,1008.71
281,25.20,40.46,39.48,41.48,1008.71
282,25.29,40.44,39.47,41.50,1008.70
283,25.38,40.43,39.46,41.47,1008.70
284,25.47,40.42,39.45,41.47,1008.71
285,25.56,40.42,39.43,41.45,1008.71
286,25.65,40.41,39.43,41.44,1008.72
287,25.74,40.40,39.42,41.47,1008.71
288,25.83,40.38,39.41,41.49,1008.71
289,25.92,40.37,39.40,41.50,1008.71
290,26.01,40.36,39.38,41.50,1008.71
291,26.10,40.34,39.37,41.51,1008.71
292,26.19,40.33,39.35,41.52,1008.72
293,26.28,40.31,39.33,41.52,1008.72
294,26.37,40.29,39.33,41.51,1008.72
295,26.46,40.27,39.31,41.52,1008.72
296,26.55,40.27,39.31,41.55,1008.72
297,26.64,40.26,39.29,41.55,1008.72
298,26.73,40.25,39.28,41.54,1008.73
299,26.82,40.22,39.27,41.55,1008.72
300,26.91,40.20,39.26,41.56,1008.73
301,27.00,40.18,39.23,41.58,1008.72
302,27.09,40.17,39.24,41.55,1008.72
303,27.18,40.16,39.23,41.54,1008.73
304,27.27,40.14,39.22,41.55,1008.73
305,27.36,40.13,39.22,41.54,1008.73
306,27.45,40.12,39.21,41.57,1008.73
307,27.54,40.11,39.18,41.57,1008.73
308,27.63,40.10,39.18,41.57,1008.74
309,27.72,40.08,39.17,41.55,1008.73
310,27.81,40.07,39.16,41.55,1008.73
311,27.90,40.04,39.13,41.56,1008.73
312,27.99,40.02,39.10,41.58,1008.74
313,28.08,40.00,39.10,41.58,1008.74
314,28.17,39.99,39.08,41.61,1008.74
315,28.26,39.97,39.07,41.65,1008.74
316,28.35,39.95,39.06,41.66,1008.75
317,28.44,39.93,39.05,41.66,1008.74
318,28.53,39.92,39.03,41.66,1008.74
319,28.62,39.91,39.02,41.68,1008.74
320,28.71,39.90,39.02,41.68,1008.75
321,28.80,39.89,39.01,41.68,1008.74
322,28.89,39.88,39.00,41.67,1008.74
323,28.98,39.87,38.99,41.68,1008.74
324,29.07,39.87,38.98,41.67,1008.74
325,29.16,39.87,38.98,41.69,1008.74
326,29.25,39.85,38.95,41.67,1008.74
327,29.34,39.84,38.94,41.66,1008.73
328,29.43,39.81,38.94,41.64,1008.73
329,29.52,39.82,38.94,41.64,1008.74
330,29.61,39.81,38.93,41.67,1008.73
331,29.70,39.80,38.91,41.66,1008.73
332,29.79,39.79,38.88,41.68,1008.73
333,29.88,39.76,38.87,41.68,1008.73
334,29.97,39.74,38.84,41.68,1008.74
335,30.06,39.72,38.83,41.68,1008.73
336,30.15,39.70,38.83,41.70,1008.73
337,30.24,39.70,38.81,41.70,1008.73
338,30.33,39.68,38.80,41.70,1008.73
339,30.42,39.67,38.78,41.67,1008.73
340,30.51,39.66,38.77,41.70,1008.73
341,30.60,39.65,38.75,41.67,1008.73
342,30.69,39.64,38.74,41.69,1008.73
343,30.78,39.64,38.73,41.67,1008.74
344,30.87,39.62,38.70,41.70,1008.73
345,30.96,39.61,38.70,41.69,1008.74
346,31.05,39.59,38.68,41.72,1008.74
347,31.14,39.58,38.66,41.71,1008.74
348,31.23,39.57,38.64,41.71,1008.74
349,31.32,39.56,38.63,41.71,1008.75
350,31.41,39.56,38.61,41.72,1008.75
351,31.50,39.55,38.58,41.74,1008.75
352,31.59,39.54,38.59,41.73,1008.76
353,31.68,39.54,38.58,41.73,1008.76
354,31.77,39.52,38.56,41.70,1008.76
355,31.86,39.52,38.54,41.68,1008.76
356,31.95,39.51,38.52,41.68,1008.77
357,32.04,39.50,38.51,41.67,1008.77
358,32.13,39.49,38.50,41.66,1008.77
359,32.22,39.48,38.49,41.66,1008.77
360,32.31,39.47,38.46,41.64,1008.78
361,32.40,39.45,38.44,41.64,1008.77
362,32.49,39.44,38.43,41.65,1008.77
363,32.58,39.43,38.41,41.67,1008.77
364,32.67,39.42,38.40,41.64,1008.77
365,32.76,39.41,38.39,41.66,1008.77
366,32.85,39.41,38.39,41.66,1008.76
367,32.94,39.40,38.37,41.66,1008.77
368,33.03,39.37,38.36,41.66,1008.76
369,33.12,39.37,38.33,41.66,1008.76
370,33.21,39.35,38.33,41.67,1008.76
371,33.30,39.34,38.32,41.68,1008.75
372,33.39,39.33,38.31,41.71,1008.75
373,33.48,39.32,38.30,41.72,1008.74
374,33.57,39.30,38.28,41.71,1008.74
375,33.66,39.28,38.27,41.69,1008.74
376,33.75,39.27,38.24,41.69,1008.74
377,33.84,39.25,38.22,41.67,1008.73
378,33.93,39.23,38.22,41.68,1008.73
379,34.02,39.22,38.24,41.66,1008.73
380,34.11,39.21,38.24,41.66,1008.73
381,34.20,39.20,38.22,41.67,1008.73
382,34.29,39.19,38.19,41.67,1008.74
383,34.38,39.18,38.17,41.67,1008.74
384,34.47,39.17,38.16,41.69,1008.74
385,34.56,39.15,38.15,41.70,1008.74
386,34.65,39.14,38.14,41.71,1008.73
387,34.74,39.12,38.14,41.70,1008.74
388,34.83,39.10,38.15,41.66,1008.74
389,34.92,39.09,38.12,41.67,1008.73
390,35.01,39.08,38.13,41.67,1008.73
391,35.10,39.07,38.11,41.65,1008.73
392,35.19,39.06,38.10,41.66,1008.73
393,35.28,39.04,38.09,41.66,1008.73
394,35.37,39.02,38.07,41.65,1008.74
395,35.46,39.01,38.07,41.66,1008.75
396,35.55,38.99,38.06,41.65,1008.75
397,35.64,38.99,38.05,41.64,1008.76
398,35.73,38.98,38.04,41.64,1008.76
399,35.82,38.97,38.03,41.64,1008.76
400,35.91,38.96,38.02,41.61,1008.77
401,36.00,38.94,38.01,41.62,1008.77
402,36.09,38.92,38.03,41.62,1008.77
403,36.18,38.91,38.01,41.62,1008.78
404,36.27,38.89,37.99,41.61,1008.77
405,36.36,38.87,37.97,41.62,1008.77
406,36.45,38.87,37.96,41.61,1008.78
407,36.54,38.85,37.95,41.62,1008.77
408,36.63,38.84,37.95,41.62,1008.78
409,36.72,38.82,37.93,41.60,1008.79
410,36.81,38.82,37.91,41.61,1008.78
411,36.90,38.80,37.91,41.63,1008.78
412,36.99,38.79,37.88,41.64,1008.78
413,37.08,38.78,37.86,41.66,1008.78
414,37.17,38.76,37.84,41.67,1008.78
415,37.26,38.76,37.83,41.69,1008.78
416,37.35,38.74,37.81,41.68,1008.78
