Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.65,42.52,1008.85
2,0.09,44.97,43.46,42.52,1008.85
3,0.18,44.95,43.45,42.49,1008.85
4,0.27,44.94,43.45,42.53,1008.85
5,0.36,44.93,43.44,42.54,1008.85
6,0.45,44.91,43.42,42.51,1008.85
7,0.54,44.90,43.42,42.53,1008.85
8,0.63,44.89,43.39,42.57,1008.85
9,0.72,44.89,43.39,42.57,1008.85
10,0.81,44.87,43.38,42.56,1008.85
11,0.90,44.86,43.35,42.56,1008.85
12,0.99,44.84,43.33,42.57,1008.85
13,1.08,44.82,43.32,42.63,1008.85
14,1.17,44.80,43.29,42.65,1008.85
15,1.26,44.79,43.28,42.65,1008.85
16,1.35,44.77,43.27,42.68,1008.85
17,1.44,44.76,43.25,42.65,1008.85
18,1.53,44.76,43.25,42.65,1008.85
19,1.62,44.75,43.24,42.66,1008.85
20,1.71,44.73,43.22,42.66,1008.85
21,1.80,44.72,43.21,42.68,1008.86
22,1.89,44.70,43.19,42.68,1008.86
23,1.98,44.68,43.19,42.70,1008.86
24,2.07,44.67,43.18,42.73,1008.86
25,2.16,44.67,43.16,42.71,1008.86
26,2.25,44.66,43.16,42.71,1008.86
27,2.34,44.65,43.14,42.73,1008.86
28,2.43,44.64,43.13,42.73,1008.86
29,2.52,44.63,43.11,42.71,1008.86
30,2.61,44.61,43.10,42.74,1008.86
31,2.70,44.61,43.09,42.77,1008.86
32,2.79,44.60,43.08,42.77,1008.87
33,2.88,44.59,43.06,42.77,1008.87
34,2.97,44.57,43.05,42.78,1008.87
35,3.06,44.57,43.04,42.77,1008.87
36,3.15,44.56,43.00,42.79,1008.87
37,3.24,44.55,42.99,42.80,1008.87
38,3.33,44.54,42.98,42.80,1008.87
39,3.42,44.53,42.97,42.81,1008.87
40,3.51,44.52,42.97,42.77,1008.87
41,3.60,44.50,42.95,42.77,1008.87
42,3.69,44.49,42.93,42.77,1008.87
43,3.78,44.48,42.92,42.76,1008.87
44,3.87,44.47,42.92,42.76,1008.86
45,3.96,44.44,42.91,42.77,1008.86
46,4.05,44.44,42.90,42.76,1008.86
47,4.14,44.43,42.89,42.76,1008.86
