Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.80,41.55,1008.80
2,0.09,44.96,43.79,41.53,1008.80
3,0.18,44.94,43.77,41.54,1008.80
4,0.27,44.93,43.75,41.53,1008.81
5,0.36,44.93,43.75,41.54,1008.81
6,0.45,44.91,43.73,41.52,1008.81
7,0.54,44.89,43.71,41.53,1008.81
8,0.63,44.87,43.67,41.55,1008.81
9,0.72,44.85,43.63,41.56,1008.81
10,0.81,44.85,43.63,41.56,1008.81
11,0.90,44.83,43.61,41.54,1008.81
12,0.99,44.82,43.59,41.55,1008.80
13,1.08,44.80,43.58,41.56,1008.81
14,1.17,44.78,43.57,41.55,1008.81
15,1.26,44.75,43.57,41.55,1008.82
16,1.35,44.73,43.54,41.55,1008.82
17,1.44,44.71,43.51,41.55,1008.82
18,1.53,44.69,43.49,41.58,1008.81
19,1.62,44.68,43.48,41.60,1008.82
20,1.71,44.65,43.46,41.57,1008.82
21,1.80,44.64,43.44,41.57,1008.82
22,1.89,44.62,43.43,41.56,1008.82
23,1.98,44.62,43.40,41.56,1008.81
24,2.07,44.61,43.38,41.56,1008.82
25,2.16,44.59,43.36,41.57,1008.82
26,2.25,44.57,43.34,41.59,1008.82
27,2.34,44.56,43.33,41.61,1008.82
28,2.43,44.53,43.31,41.60,1008.82
29,2.52,44.51,43.29,41.57,1008.82
30,2.61,44.50,43.27,41.56,1008.82
31,2.70,44.47,43.24,41.58,1008.81
32,2.79,44.46,43.23,41.57,1008.81
33,2.88,44.44,43.21,41.58,1008.81
34,2.97,44.41,43.21,41.59,1008.81
35,3.06,44.39,43.20,41.58,1008.80
36,3.15,44.36,43.18,41.58,1008.80
37,3.24,44.35,43.16,41.59,1008.80
38,3.33,44.34,43.15,41.58,1008.81
39,3.42,44.31,43.14,41.57,1008.80
40,3.51,44.29,43.12,41.56,1008.79
41,3.60,44.29,43.10,41.58,1008.78
42,3.69,44.26,43.10,41.55,1008.78
43,3.78,44.24,43.09,41.54,1008.79
44,3.87,44.23,43.08,41.55,1008.79
45,3.96,44.21,43.06,41.58,1008.79
46,4.05,44.20,43.03,41.55,1008.79
47,4.14,44.17,43.00,41.56,1008.79
48,4.23,44.14,42.98,41.59,1008.79
