Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.21,42.93,1008.78
2,0.09,44.96,43.02,42.98,1008.78
3,0.18,44.94,43.00,43.02,1008.78
4,0.27,44.92,42.99,43.05,1008.78
5,0.36,44.90,42.98,43.07,1008.78
6,0.45,44.88,42.96,43.08,1008.78
7,0.54,44.87,42.93,43.11,1008.78
8,0.63,44.86,42.91,43.09,1008.79
9,0.72,44.84,42.90,43.13,1008.79
10,0.81,44.83,42.87,43.13,1008.79
11,0.90,44.82,42.83,43.15,1008.80
12,0.99,44.80,42.82,43.18,1008.80
13,1.08,44.79,42.81,43.18,1008.80
14,1.17,44.76,42.79,43.18,1008.80
15,1.26,44.74,42.78,43.16,1008.80
16,1.35,44.72,42.76,43.15,1008.80
17,1.44,44.70,42.75,43.16,1008.80
18,1.53,44.69,42.74,43.18,1008.80
19,1.62,44.67,42.71,43.19,1008.80
20,1.71,44.66,42.69,43.23,1008.80
21,1.80,44.64,42.68,43.26,1008.80
22,1.89,44.61,42.65,43.31,1008.80
23,1.98,44.59,42.64,43.30,1008.80
24,2.07,44.57,42.61,43.35,1008.80
25,2.16,44.54,42.58,43.35,1008.80
26,2.25,44.54,42.57,43.37,1008.80
27,2.34,44.50,42.55,43.40,1008.79
28,2.43,44.48,42.53,43.45,1008.79
29,2.52,44.46,42.51,43.46,1008.78
30,2.61,44.46,42.49,43.46,1008.79
31,2.70,44.44,42.47,43.46,1008.79
32,2.79,44.43,42.46,43.46,1008.79
33,2.88,44.40,42.44,43.45,1008.79
34,2.97,44.37,42.41,43.44,1008.79
35,3.06,44.36,42.40,43.48,1008.79
36,3.15,44.36,42.37,43.44,1008.79
37,3.24,44.35,42.36,43.42,1008.79
38,3.33,44.34,42.34,43.44,1008.79
39,3.42,44.32,42.33,43.43,1008.78
40,3.51,44.29,42.32,43.44,1008.78
41,3.60,44.28,42.31,43.46,1008.77
42,3.69,44.26,42.30,43.46,1008.76
43,3.78,44.24,42.29,43.50,1008.75
44,3.87,44.22,42.28,43.53,1008.75
45,3.96,44.21,42.26,43.53,1008.75
46,4.05,44.19,42.24,43.53,1008.75
47,4.14,44.16,42.21,43.53,1008.75
48,4.23,44.14,42.19,43.53,1008.75
49,4.32,44.14,42.17,43.55,1008.76
50,4.41,44.14,42.15,43.57,1008.76
51,4.50,44.13,42.14,43.59,1008.76
52,4.59,44.11,42.13,43.62,1008.77
53,4.68,44.08,42.12,43.63,1008.77
54,4.77,44.05,42.10,43.60,1008.77
55,4.86,44.03,42.06,43.61,1008.77
56,4.95,44.00,42.06,43.64,1008.77
57,5.04,43.99,42.05,43.65,1008.77
58,5.13,43.97,42.02,43.66,1008.78
59,5.22,43.96,42.02,43.65,1008.77
60,5.31,43.93,42.02,43.64,1008.77
61,5.40,43.91,42.00,43.62,1008.77
62,5.49,43.90,41.99,43.60,1008.78
63,5.58,43.88,41.98,43.59,1008.77
64,5.67,43.86,41.96,43.60,1008.77
65,5.76,43.84,41.95,43.65,1008.78
66,5.85,43.83,41.93,43.66,1008.79
67,5.94,43.82,41.92,43.68,1008.79
68,6.03,43.81,41.91,43.68,1008.79
69,6.12,43.78,41.88,43.67,1008.79
70,6.21,43.76,41.87,43.67,1008.78
71,6.30,43.74,41.85,43.71,1008.78
72,6.39,43.71,41.85,43.70,1008.78
73,6.48,43.69,41.82,43.70,1008.78
74,6.57,43.67,41.81,43.67,1008.79
75,6.66,43.66,41.80,43.67,1008.78
76,6.75,43.63,41.79,43.67,1008.78
77,6.84,43.61,41.77,43.69,1008.78
78,6.93,43.59,41.74,43.69,1008.78
79,7.02,43.58,41.71,43.69,1008.78
80,7.11,43.56,41.70,43.72,1008.78
81,7.20,43.55,41.68,43.76,1008.79
82,7.29,43.53,41.67,43.76,1008.78
83,7.38,43.51,41.65,43.76,1008.78
84,7.47,43.50,41.65,43.79,1008.80
85,7.56,43.48,41.60,43.80,1008.81
86,7.65,43.45,41.56,43.78,1008.81
87,7.74,43.43,41.55,43.82,1008.80
88,7.83,43.42,41.51,43.82,1008.80
89,7.92,43.40,41.50,43.80,1008.80
90,8.01,43.38,41.47,43.79,1008.80
91,8.10,43.37,41.47,43.82,1008.79
92,8.19,43.36,41.45,43.82,1008.79
93,8.28,43.34,41.43,43.84,1008.79
94,8.37,43.32,41.42,43.84,1008.80
95,8.46,43.30,41.40,43.88,1008.81
96,8.55,43.30,41.38,43.87,1008.81
97,8.64,43.26,41.35,43.88,1008.80
98,8.73,43.24,41.34,43.84,1008.80
99,8.82,43.23,41.35,43.85,1008.80
100,8.91,43.21,41.32,43.83,1008.79
101,9.00,43.21,41.30,43.86,1008.79
102,9.09,43.20,41.30,43.86,1008.79
103,9.18,43.18,41.30,43.88,1008.79
104,9.27,43.16,41.28,43.92,1008.79
105,9.36,43.14,41.27,43.90,1008.79
106,9.45,43.12,41.24,43.88,1008.78
107,9.54,43.10,41.22,43.88,1008.78
108,9.63,43.07,41.22,43.90,1008.77
109,9.72,43.06,41.19,43.92,1008.76
110,9.81,43.04,41.20,43.94,1008.76
111,9.90,43.03,41.18,43.97,1008.76
112,9.99,43.02,41.17,43.98,1008.76
113,10.08,43.02,41.16,44.05,1008.76
114,10.17,43.00,41.13,44.06,1008.76
115,10.26,42.97,41.11,44.08,1008.76
116,10.35,42.96,41.11,44.07,1008.75
117,10.44,42.95,41.10,44.10,1008.75
118,10.53,42.92,41.08,44.13,1008.74
119,10.62,42.91,41.08,44.15,1008.75
120,10.71,42.88,41.05,44.17,1008.74
121,10.80,42.86,41.04,44.17,1008.74
122,10.89,42.85,41.03,44.20,1008.74
123,10.98,42.84,41.03,44.22,1008.73
124,11.07,42.82,41.02,44.26,1008.73
125,11.16,42.80,41.00,44.26,1008.72
126,11.25,42.78,40.99,44.29,1008.73
127,11.34,42.77,40.99,44.31,1008.73
128,11.43,42.76,40.97,44.29,1008.73
129,11.52,42.75,40.95,44.30,1008.74
130,11.61,42.74,40.94,44.29,1008.74
131,11.70,42.73,40.93,44.31,1008.73
132,11.79,42.71,40.91,44.32,1008.74
133,11.88,42.70,40.91,44.32,1008.72
134,11.97,42.67,40.89,44.30,1008.72
135,12.06,42.66,40.88,44.31,1008.72
136,12.15,42.66,40.85,44.28,1008.73
137,12.24,42.66,40.83,44.29,1008.72
138,12.33,42.64,40.81,44.29,1008.73
139,12.42,42.62,40.76,44.29,1008.73
140,12.51,42.59,40.76,44.30,1008.73
141,12.60,42.58,40.75,44.33,1008.74
142,12.69,42.58,40.74,44.35,1008.74
143,12.78,42.56,40.70,44.34,1008.74
144,12.87,42.54,40.69,44.37,1008.75
145,12.96,42.53,40.67,44.40,1008.75
146,13.05,42.51,40.66,44.39,1008.75
147,13.14,42.50,40.63,44.41,1008.75
148,13.23,42.49,40.63,44.40,1008.75
149,13.32,42.48,40.61,44.38,1008.75
150,13.41,42.48,40.59,44.38,1008.76
151,13.50,42.47,40.58,44.37,1008.75
152,13.59,42.45,40.56,44.35,1008.75
153,13.68,42.44,40.53,44.35,1008.76
154,13.77,42.42,40.52,44.36,1008.77
155,13.86,42.41,40.53,44.33,1008.77
156,13.95,42.38,40.51,44.36,1008.77
157,14.04,42.37,40.50,44.34,1008.77
158,14.13,42.34,40.49,44.35,1008.77
159,14.22,42.33,40.48,44.38,1008.77
160,14.31,42.30,40.46,44.42,1008.77
161,14.40,42.28,40.45,44.41,1008.77
162,14.49,42.26,40.43,44.42,1008.78
163,14.58,42.25,40.43,44.41,1008.78
164,14.67,42.23,40.40,44.43,1008.78
165,14.76,42.21,40.39,44.46,1008.79
166,14.85,42.20,40.38,44.46,1008.78
167,14.94,42.20,40.37,44.49,1008.78
168,15.03,42.17,40.62,44.50,1008.78
169,15.12,42.14,40.44,44.52,1008.78
170,15.21,42.12,40.32,44.50,1008.78
171,15.30,42.10,40.31,44.55,1008.78
172,15.39,42.07,40.29,44.57,1008.78
173,15.48,42.05,40.27,44.61,1008.77
174,15.57,42.03,40.25,44.61,1008.78
175,15.66,42.00,40.24,44.62,1008.77
176,15.75,42.00,40.22,44.65,1008.77
177,15.84,41.98,40.17,44.68,1008.77
178,15.93,41.96,40.16,44.65,1008.77
179,16.02,41.95,40.15,44.61,1008.76
180,16.11,41.94,40.14,44.62,1008.75
181,16.20,41.93,40.12,44.59,1008.75
182,16.29,41.91,40.11,44.58,1008.75
183,16.38,41.90,40.10,44.55,1008.75
184,16.47,41.88,40.10,44.59,1008.74
185,16.56,41.86,40.09,44.64,1008.73
186,16.65,41.83,40.07,44.65,1008.73
187,16.74,41.81,40.06,44.66,1008.73
188,16.83,41.80,40.06,44.68,1008.72
189,16.92,41.79,40.07,44.73,1008.72
190,17.01,41.77,40.06,44.77,1008.72
191,17.10,41.76,40.03,44.78,1008.72
192,17.19,41.74,40.03,44.77,1008.72
193,17.28,41.72,40.02,44.78,1008.72
194,17.37,41.71,40.02,44.81,1008.71
195,17.46,41.70,40.02,44.82,1008.71
196,17.55,41.68,40.01,44.88,1008.72
197,17.64,41.66,40.00,44.90,1008.72
198,17.73,41.64,39.98,44.88,1008.72
199,17.82,41.62,39.96,44.86,1008.72
200,17.91,41.61,39.95,44.87,1008.73
201,18.00,41.60,39.93,44.87,1008.72
202,18.09,41.59,39.92,44.87,1008.73
203,18.18,41.57,39.91,44.88,1008.73
204,18.27,41.56,39.89,44.93,1008.73
205,18.36,41.55,39.87,44.94,1008.73
206,18.45,41.53,39.87,44.99,1008.73
207,18.54,41.52,39.85,45.02,1008.74
208,18.63,41.52,39.82,45.07,1008.74
209,18.72,41.50,39.82,45.07,1008.74
210,18.81,41.48,39.79,45.08,1008.75
211,18.90,41.46,39.78,45.06,1008.75
212,18.99,41.44,39.75,45.07,1008.75
213,19.08,41.43,39.73,45.10,1008.75
214,19.17,41.43,39.70,45.09,1008.74
