Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,42.95,43.11,1008.36
2,0.09,44.95,42.72,43.16,1008.36
3,0.18,44.94,42.69,43.17,1008.35
4,0.27,44.91,42.64,43.19,1008.36
5,0.36,44.89,42.61,43.22,1008.35
6,0.45,44.85,42.59,43.21,1008.36
7,0.54,44.82,42.55,43.22,1008.37
8,0.63,44.79,42.55,43.21,1008.38
9,0.72,44.77,42.52,43.27,1008.37
10,0.81,44.76,42.50,43.29,1008.38
11,0.90,44.72,42.47,43.29,1008.39
12,0.99,44.69,42.45,43.31,1008.39
13,1.08,44.66,42.41,43.28,1008.40
14,1.17,44.64,42.37,43.31,1008.40
15,1.26,44.62,42.34,43.32,1008.40
16,1.35,44.60,42.31,43.32,1008.40
17,1.44,44.57,42.28,43.30,1008.42
18,1.53,44.54,42.25,43.33,1008.42
19,1.62,44.53,42.23,43.35,1008.42
20,1.71,44.49,42.21,43.36,1008.42
21,1.80,44.44,42.19,43.32,1008.42
22,1.89,44.43,42.16,43.34,1008.42
23,1.98,44.41,42.13,43.34,1008.41
24,2.07,44.36,42.12,43.33,1008.41
25,2.16,44.34,42.07,43.33,1008.43
26,2.25,44.30,42.05,43.31,1008.43
27,2.34,44.28,42.02,43.35,1008.44
28,2.43,44.26,41.99,43.38,1008.44
29,2.52,44.25,41.96,43.39,1008.44
30,2.61,44.23,41.93,43.39,1008.44
31,2.70,44.19,41.92,43.37,1008.44
32,2.79,44.16,41.91,43.36,1008.45
33,2.88,44.13,41.90,43.34,1008.45
34,2.97,44.10,41.85,43.33,1008.45
35,3.06,44.07,41.83,43.30,1008.45
36,3.15,44.05,41.81,43.31,1008.45
37,3.24,44.02,41.78,43.33,1008.44
38,3.33,44.01,41.79,43.33,1008.43
39,3.42,43.99,41.77,43.32,1008.43
40,3.51,43.94,41.77,43.33,1008.43
41,3.60,43.92,41.76,43.33,1008.43
42,3.69,43.91,41.74,43.35,1008.41
43,3.78,43.87,41.72,43.34,1008.42
44,3.87,43.85,41.69,43.34,1008.42
45,3.96,43.81,41.67,43.34,1008.42
46,4.05,43.78,41.65,43.31,1008.42
47,4.14,43.76,41.62,43.31,1008.41
48,4.23,43.73,41.61,43.31,1008.40
49,4.32,43.71,41.59,43.31,1008.39
50,4.41,43.68,41.58,43.30,1008.38
51,4.50,43.64,41.55,43.30,1008.39
52,4.59,43.61,41.51,43.32,1008.39
53,4.68,43.58,41.49,43.33,1008.38
54,4.77,43.55,41.47,43.33,1008.38
55,4.86,43.52,41.44,43.37,1008.39
56,4.95,43.48,41.41,43.37,1008.38
57,5.04,43.44,41.37,43.35,1008.38
58,5.13,43.42,41.36,43.37,1008.37
59,5.22,43.40,41.34,43.37,1008.37
60,5.31,43.39,41.33,43.40,1008.37
61,5.40,43.36,41.32,43.43,1008.36
62,5.49,43.35,41.29,43.45,1008.36
63,5.58,43.33,41.26,43.43,1008.36
64,5.67,43.30,41.23,43.46,1008.36
65,5.76,43.29,41.20,43.45,1008.36
66,5.85,43.24,41.17,43.48,1008.37
67,5.94,43.22,41.13,43.50,1008.38
68,6.03,43.18,41.12,43.51,1008.38
69,6.12,43.15,41.09,43.51,1008.36
70,6.21,43.10,41.06,43.56,1008.34
71,6.30,43.07,41.01,43.56,1008.34
72,6.39,43.06,41.00,43.56,1008.32
73,6.48,43.04,40.98,43.58,1008.33
74,6.57,43.01,40.93,43.63,1008.33
75,6.66,42.99,40.90,43.66,1008.33
76,6.75,42.96,40.86,43.65,1008.33
77,6.84,42.93,40.85,43.71,1008.35
78,6.93,42.89,40.83,43.66,1008.35
79,7.02,42.85,40.83,43.64,1008.34
80,7.11,42.81,40.80,43.64,1008.35
81,7.20,42.77,40.79,43.67,1008.34
82,7.29,42.74,40.76,43.68,1008.34
83,7.38,42.71,40.73,43.68,1008.33
84,7.47,42.68,40.71,43.71,1008.33
85,7.56,42.64,40.68,43.72,1008.33
86,7.65,42.60,40.65,43.72,1008.33
87,7.74,42.58,40.63,43.75,1008.33
88,7.83,42.55,40.62,43.74,1008.33
89,7.92,42.53,40.59,43.77,1008.34
90,8.01,42.51,40.56,43.76,1008.35
91,8.10,42.49,40.54,43.76,1008.35
92,8.19,42.45,40.50,43.79,1008.35
93,8.28,42.42,40.46,43.77,1008.36
94,8.37,42.39,40.44,43.77,1008.36
95,8.46,42.37,40.42,43.78,1008.37
96,8.55,42.35,40.42,43.76,1008.37
97,8.64,42.33,40.40,43.76,1008.39
98,8.73,42.30,40.36,43.80,1008.38
99,8.82,42.27,40.36,43.79,1008.38
100,8.91,42.24,40.36,43.77,1008.38
101,9.00,42.20,40.33,43.73,1008.38
102,9.09,42.17,40.31,43.71,1008.38
103,9.18,42.17,40.28,43.70,1008.38
104,9.27,42.14,40.28,43.71,1008.38
105,9.36,42.13,40.27,43.71,1008.38
106,9.45,42.12,40.25,43.72,1008.38
107,9.54,42.11,40.22,43.73,1008.38
108,9.63,42.09,40.23,43.71,1008.39
109,9.72,42.06,40.23,43.76,1008.39
110,9.81,42.03,40.19,43.73,1008.40
111,9.90,42.02,40.17,43.73,1008.41
112,9.99,42.01,40.14,43.76,1008.41
113,10.08,42.00,40.13,43.76,1008.42
114,10.17,41.98,40.12,43.74,1008.41
115,10.26,41.97,40.10,43.77,1008.41
116,10.35,41.96,40.09,43.81,1008.41
117,10.44,41.94,40.04,43.79,1008.41
118,10.53,41.93,40.04,43.81,1008.42
119,10.62,41.90,40.02,43.83,1008.43
120,10.71,41.87,39.98,43.82,1008.43
121,10.80,41.87,39.95,43.85,1008.41
122,10.89,41.84,39.93,43.86,1008.40
123,10.98,41.83,39.89,43.82,1008.41
124,11.07,41.79,39.87,43.83,1008.40
125,11.16,41.78,39.82,43.88,1008.39
126,11.25,41.75,39.82,43.86,1008.39
127,11.34,41.74,39.79,43.87,1008.40
128,11.43,41.72,39.77,43.91,1008.39
129,11.52,41.72,39.76,43.89,1008.38
130,11.61,41.70,39.74,43.91,1008.39
131,11.70,41.66,39.71,43.90,1008.37
132,11.79,41.64,39.71,43.92,1008.38
133,11.88,41.63,39.70,43.89,1008.38
134,11.97,41.61,39.67,43.36,1008.38
135,12.06,41.58,39.63,43.67,1008.37
136,12.15,41.55,39.62,43.87,1008.37
137,12.24,41.54,39.59,43.86,1008.37
138,12.33,41.51,39.57,43.86,1008.37
139,12.42,41.48,39.55,43.87,1008.36
140,12.51,41.46,39.53,43.89,1008.37
141,12.60,41.43,39.52,43.90,1008.36
142,12.69,41.41,39.51,43.86,1008.36
143,12.78,41.37,39.48,43.87,1008.36
144,12.87,41.35,39.43,43.91,1008.36
145,12.96,41.33,39.39,43.93,1008.36
146,13.05,41.30,39.38,43.94,1008.35
147,13.14,41.29,39.36,43.98,1008.34
148,13.23,41.28,39.34,43.96,1008.34
149,13.32,41.25,39.34,43.96,1008.34
150,13.41,41.23,39.33,43.99,1008.35
151,13.50,41.21,39.29,44.01,1008.35
152,13.59,41.17,39.25,44.00,1008.34
153,13.68,41.15,39.23,44.01,1008.34
154,13.77,41.14,39.21,44.04,1008.33
155,13.86,41.12,39.21,44.01,1008.32
156,13.95,41.10,39.18,44.03,1008.33
157,14.04,41.08,39.16,44.02,1008.33
158,14.13,41.04,39.13,44.03,1008.32
159,14.22,41.02,39.10,44.02,1008.32
160,14.31,41.01,39.09,44.00,1008.22
161,14.40,40.99,39.07,43.99,1008.29
162,14.49,40.99,39.05,44.00,1008.32
163,14.58,40.96,39.02,44.00,1008.32
164,14.67,40.94,39.02,44.04,1008.32
165,14.76,40.92,38.98,44.04,1008.32
166,14.85,40.89,38.93,44.05,1008.32
167,14.94,40.87,38.92,44.07,1008.32
168,15.03,40.87,38.90,44.07,1008.33
169,15.12,40.85,38.88,44.09,1008.32
170,15.21,40.83,38.87,44.08,1008.32
171,15.30,40.81,38.84,44.06,1008.32
172,15.39,40.78,38.83,44.06,1008.31
173,15.48,40.77,38.81,44.06,1008.30
174,15.57,40.75,38.82,44.03,1008.29
175,15.66,40.73,38.82,44.04,1008.30
176,15.75,40.72,38.81,44.04,1008.31
177,15.84,40.72,38.79,44.05,1008.32
178,15.93,40.69,38.76,44.05,1008.32
179,16.02,40.66,38.75,44.03,1008.32
180,16.11,40.63,38.73,44.05,1008.32
181,16.20,40.61,38.71,44.08,1008.33
182,16.29,40.59,38.68,44.07,1008.34
183,16.38,40.57,38.65,44.12,1008.35
184,16.47,40.55,38.62,44.12,1008.34
185,16.56,40.52,38.61,44.14,1008.34
186,16.65,40.50,38.60,44.14,1008.36
187,16.74,40.49,38.59,44.14,1008.36
188,16.83,40.45,38.57,44.14,1008.36
189,16.92,40.44,38.56,44.13,1008.37
190,17.01,40.42,38.55,44.14,1008.37
191,17.10,40.42,38.54,44.14,1008.37
192,17.19,40.09,38.53,44.12,1008.38
193,17.28,40.37,38.50,44.11,1008.37
194,17.37,40.36,38.46,44.13,1008.37
195,17.46,40.34,38.46,44.17,1008.38
196,17.55,40.32,38.74,44.16,1008.37
197,17.64,40.31,38.54,44.17,1008.39
198,17.73,40.30,38.40,44.16,1008.39
199,17.82,40.29,38.39,44.17,1008.40
200,17.91,40.27,38.38,44.15,1008.40
201,18.00,40.23,38.36,44.14,1008.38
202,18.09,40.20,38.36,44.19,1008.39
203,18.18,40.18,38.34,44.24,1008.39
204,18.27,40.15,38.31,44.26,1008.38
205,18.36,40.13,38.28,44.30,1008.39
206,18.45,40.09,38.28,44.26,1008.39
207,18.54,40.08,38.25,44.24,1008.40
208,18.63,40.06,38.22,44.24,1008.41
209,18.72,40.04,38.20,44.24,1008.41
210,18.81,40.01,38.18,44.24,1008.42
211,18.90,39.99,38.16,44.27,1008.41
212,18.99,39.97,38.13,44.24,1008.41
213,19.08,39.96,38.11,44.27,1008.41
214,19.17,39.94,38.09,44.24,1008.40
215,19.26,39.92,38.07,44.25,1008.38
216,19.35,39.89,38.04,44.31,1008.38
217,19.44,39.87,38.05,44.34,1008.38
218,19.53,39.84,38.02,44.38,1008.39
219,19.62,39.80,37.98,44.40,1008.39
220,19.71,39.77,37.98,44.41,1008.39
221,19.80,39.76,37.96,44.44,1008.39
222,19.89,39.73,37.94,44.43,1008.38
223,19.98,39.71,37.92,44.42,1008.40
224,20.07,39.70,37.92,44.44,1008.39
225,20.16,39.66,37.91,44.44,1008.39
226,20.25,39.62,37.88,44.42,1008.38
227,20.34,39.61,37.86,44.41,1008.38
228,20.43,39.59,37.85,44.44,1008.39
229,20.52,39.57,37.81,44.44,1008.38
230,20.61,39.55,37.81,44.46,1008.38
231,20.70,39.54,37.78,44.44,1008.38
232,20.79,39.50,37.78,44.44,1008.37
233,20.88,39.50,37.77,44.43,1008.37
234,20.97,39.49,37.75,44.43,1008.36
235,21.06,39.48,37.73,44.41,1008.36
236,21.15,39.46,37.68,44.43,1008.36
237,21.24,39.43,37.65,44.40,1008.37
238,21.33,39.41,37.61,44.39,1008.36
239,21.42,39.40,37.58,44.39,1008.37
240,21.51,39.39,37.57,44.38,1008.36
241,21.60,39.37,37.57,44.38,1008.36
242,21.69,39.34,37.53,44.39,1008.34
243,21.78,39.31,37.50,44.39,1008.35
244,21.87,39.32,37.49,44.39,1008.35
245,21.96,39.31,37.46,44.41,1008.35
246,22.05,39.30,37.45,44.39,1008.34
247,22.14,39.27,37.43,44.39,1008.34
