Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.65,41.39,1008.77
2,0.09,45.02,43.62,41.37,1008.76
3,0.18,45.00,43.61,41.35,1008.76
4,0.27,44.98,43.58,41.33,1008.76
5,0.36,44.95,43.56,41.33,1008.76
6,0.45,44.93,43.55,41.32,1008.76
7,0.54,44.91,43.52,41.33,1008.77
8,0.63,44.89,43.49,41.31,1008.76
9,0.72,44.87,43.46,41.30,1008.76
10,0.81,44.86,43.45,41.30,1008.76
11,0.90,44.84,43.43,41.29,1008.76
12,0.99,44.83,43.43,41.29,1008.76
13,1.08,44.81,43.41,41.28,1008.76
14,1.17,44.79,43.40,41.28,1008.76
15,1.26,44.77,43.38,41.28,1008.77
16,1.35,44.75,43.37,41.29,1008.76
17,1.44,44.74,43.35,41.29,1008.75
18,1.53,44.71,43.33,41.30,1008.76
19,1.62,44.71,43.33,41.32,1008.75
20,1.71,44.69,43.31,41.31,1008.74
21,1.80,44.68,43.30,41.34,1008.74
22,1.89,44.66,43.28,41.36,1008.74
23,1.98,44.64,43.26,41.37,1008.74
24,2.07,44.62,43.24,41.38,1008.74
25,2.16,44.62,43.23,41.37,1008.73
26,2.25,44.60,43.22,41.37,1008.74
27,2.34,44.59,43.21,41.38,1008.73
28,2.43,44.56,43.20,41.41,1008.73
29,2.52,44.56,43.19,41.39,1008.73
30,2.61,44.54,43.18,41.37,1008.72
31,2.70,44.52,43.15,41.37,1008.72
32,2.79,44.50,43.14,41.40,1008.72
33,2.88,44.48,43.13,41.38,1008.72
34,2.97,44.45,43.12,41.41,1008.72
35,3.06,44.43,43.11,41.40,1008.72
36,3.15,44.42,43.09,41.42,1008.72
37,3.24,44.41,43.07,41.44,1008.73
38,3.33,44.38,43.07,41.43,1008.73
39,3.42,44.36,43.05,41.45,1008.73
40,3.51,44.35,43.05,41.42,1008.73
41,3.60,44.34,43.05,41.45,1008.74
42,3.69,44.32,43.05,41.47,1008.73
43,3.78,44.31,43.04,41.48,1008.74
44,3.87,44.28,43.02,41.49,1008.74
45,3.96,44.27,43.00,41.48,1008.75
46,4.05,44.25,42.98,41.49,1008.75
47,4.14,44.23,42.98,41.47,1008.76
48,4.23,44.21,42.96,41.47,1008.76
49,4.32,44.19,42.96,41.47,1008.76
50,4.41,44.18,42.94,41.49,1008.75
51,4.50,44.18,42.92,41.48,1008.75
52,4.59,44.18,42.91,41.48,1008.75
53,4.68,44.16,42.89,41.45,1008.76
54,4.77,44.15,42.86,41.46,1008.75
55,4.86,44.12,42.83,41.46,1008.76
56,4.95,44.11,42.82,41.45,1008.77
57,5.04,44.09,42.81,41.48,1008.76
58,5.13,44.07,42.80,41.46,1008.77
59,5.22,44.05,42.79,41.48,1008.76
60,5.31,44.04,42.78,41.49,1008.76
61,5.40,44.03,42.77,41.49,1008.76
62,5.49,44.01,42.76,41.50,1008.76
63,5.58,43.99,42.74,41.48,1008.75
64,5.67,43.97,42.71,41.47,1008.75
65,5.76,43.96,42.69,41.47,1008.74
66,5.85,43.95,42.69,41.47,1008.75
67,5.94,43.93,42.65,41.48,1008.75
68,6.03,43.91,42.64,41.49,1008.75
69,6.12,43.92,42.61,41.50,1008.75
70,6.21,43.90,42.58,41.49,1008.75
71,6.30,43.89,42.57,41.50,1008.76
72,6.39,43.87,42.54,41.51,1008.76
73,6.48,43.85,42.52,41.52,1008.74
74,6.57,43.84,42.51,41.51,1008.75
75,6.66,43.82,42.50,41.52,1008.75
76,6.75,43.81,42.51,41.52,1008.75
