Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.57,42.12,1008.78
2,0.09,44.95,43.36,42.17,1008.78
3,0.18,44.93,43.36,42.19,1008.78
4,0.27,44.89,43.34,42.24,1008.78
5,0.36,44.87,43.31,42.23,1008.78
6,0.45,44.85,43.27,42.20,1008.78
7,0.54,44.82,43.26,42.22,1008.78
8,0.63,44.79,43.24,42.24,1008.78
9,0.72,44.77,43.20,42.26,1008.78
10,0.81,44.74,43.17,42.26,1008.78
11,0.90,44.72,43.17,42.29,1008.78
12,0.99,44.69,43.15,42.33,1008.78
13,1.08,44.66,43.11,42.34,1008.77
14,1.17,44.65,43.10,42.37,1008.78
15,1.26,44.62,43.08,42.40,1008.78
16,1.35,44.59,43.05,42.42,1008.78
17,1.44,44.57,43.02,42.45,1008.78
18,1.53,44.53,43.00,42.47,1008.78
19,1.62,44.51,42.98,42.49,1008.78
20,1.71,44.49,42.96,42.48,1008.78
21,1.80,44.48,42.95,42.48,1008.78
22,1.89,44.46,42.93,42.51,1008.78
23,1.98,44.43,42.92,42.50,1008.79
24,2.07,44.40,42.90,42.54,1008.79
25,2.16,44.37,42.86,42.55,1008.80
26,2.25,44.34,42.83,42.58,1008.80
27,2.34,44.31,42.81,42.59,1008.80
28,2.43,44.28,42.79,42.60,1008.81
29,2.52,44.24,42.77,42.61,1008.80
30,2.61,44.22,42.74,42.61,1008.79
31,2.70,44.20,42.71,42.60,1008.79
32,2.79,44.17,42.70,42.64,1008.79
33,2.88,44.15,42.67,42.65,1008.80
34,2.97,44.12,42.64,42.65,1008.79
35,3.06,44.09,42.59,42.70,1008.79
36,3.15,44.06,42.58,42.72,1008.78
37,3.24,44.03,42.56,42.75,1008.79
38,3.33,44.02,42.54,42.76,1008.79
39,3.42,44.00,42.50,42.79,1008.79
40,3.51,43.97,42.47,42.80,1008.78
41,3.60,43.95,42.45,42.82,1008.78
42,3.69,43.93,42.43,42.82,1008.78
43,3.78,43.90,42.39,42.86,1008.78
44,3.87,43.88,42.38,42.88,1008.77
45,3.96,43.87,42.35,42.94,1008.77
46,4.05,43.84,42.32,42.90,1008.78
47,4.14,43.82,42.29,42.89,1008.78
48,4.23,43.81,42.29,42.88,1008.78
49,4.32,43.79,42.26,42.89,1008.79
50,4.41,43.76,42.22,42.90,1008.78
51,4.50,43.74,42.20,42.91,1008.78
52,4.59,43.71,42.16,42.90,1008.77
53,4.68,43.68,42.14,42.89,1008.78
54,4.77,43.67,42.11,42.89,1008.78
55,4.86,43.64,42.08,42.93,1008.77
56,4.95,43.62,42.05,42.96,1008.78
57,5.04,43.58,42.02,42.93,1008.77
58,5.13,43.57,41.99,42.95,1008.77
59,5.22,43.55,41.96,42.97,1008.77
60,5.31,43.53,41.94,42.96,1008.76
61,5.40,43.51,41.92,42.96,1008.76
62,5.49,43.50,41.90,42.95,1008.76
63,5.58,43.48,41.89,42.97,1008.76
64,5.67,43.46,41.87,42.96,1008.77
65,5.76,43.44,41.85,42.94,1008.77
66,5.85,43.42,41.84,42.99,1008.77
67,5.94,43.39,41.81,43.00,1008.76
68,6.03,43.38,41.78,43.00,1008.76
69,6.12,43.37,41.75,43.01,1008.76
70,6.21,43.35,41.71,43.02,1008.75
71,6.30,43.31,41.68,43.03,1008.75
72,6.39,43.28,41.66,43.04,1008.76
73,6.48,43.27,41.64,43.08,1008.76
74,6.57,43.23,41.62,43.10,1008.77
75,6.66,43.20,41.60,43.10,1008.78
76,6.75,43.17,41.59,43.11,1008.78
