Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.96,41.73,1008.80
2,0.09,44.98,43.93,41.73,1008.80
3,0.18,44.97,43.90,41.75,1008.80
4,0.27,44.96,43.89,41.72,1008.80
5,0.36,44.95,43.88,41.72,1008.80
6,0.45,44.93,43.87,41.72,1008.80
7,0.54,44.93,43.86,41.73,1008.80
8,0.63,44.92,43.85,41.75,1008.80
9,0.72,44.92,43.84,41.74,1008.80
10,0.81,44.91,43.83,41.75,1008.80
11,0.90,44.90,43.83,41.75,1008.80
12,0.99,44.90,43.82,41.76,1008.80
13,1.08,44.89,43.81,41.76,1008.81
14,1.17,44.88,43.80,41.76,1008.81
15,1.26,44.86,43.78,41.76,1008.81
16,1.35,44.84,43.78,41.75,1008.81
17,1.44,44.83,43.77,41.74,1008.81
18,1.53,44.82,43.76,41.74,1008.81
19,1.62,44.81,43.75,41.75,1008.81
20,1.71,44.80,43.75,41.76,1008.82
21,1.80,44.79,43.73,41.77,1008.82
22,1.89,44.78,43.72,41.75,1008.82
23,1.98,44.76,43.71,41.74,1008.82
24,2.07,44.75,43.71,41.75,1008.82
25,2.16,44.74,43.71,41.74,1008.82
26,2.25,44.73,43.70,41.75,1008.82
27,2.34,44.71,43.68,41.73,1008.82
28,2.43,44.71,43.67,41.74,1008.82
29,2.52,44.70,43.66,41.74,1008.82
30,2.61,44.70,43.65,41.72,1008.82
31,2.70,44.68,43.64,41.71,1008.82
32,2.79,44.68,43.63,41.70,1008.83
33,2.88,44.66,43.63,41.69,1008.82
34,2.97,44.64,43.62,41.70,1008.83
35,3.06,44.63,43.62,41.70,1008.82
36,3.15,44.62,43.62,41.71,1008.82
37,3.24,44.61,43.60,41.71,1008.82
38,3.33,44.60,43.59,41.70,1008.82
39,3.42,44.59,43.58,41.70,1008.82
40,3.51,44.57,43.57,41.70,1008.82
41,3.60,44.56,43.56,41.72,1008.82
42,3.69,44.55,43.54,41.72,1008.82
43,3.78,44.55,43.53,41.71,1008.82
44,3.87,44.53,43.53,41.72,1008.82
45,3.96,44.53,43.52,41.72,1008.82
46,4.05,44.52,43.51,41.72,1008.82
47,4.14,44.50,43.49,41.72,1008.82
48,4.23,44.50,43.48,41.73,1008.82
49,4.32,44.48,43.48,41.74,1008.82
50,4.41,44.47,43.46,41.72,1008.83
51,4.50,44.47,43.44,41.74,1008.83
52,4.59,44.47,43.44,41.73,1008.84
53,4.68,44.46,43.44,41.74,1008.83
54,4.77,44.44,43.45,41.73,1008.84
55,4.86,44.44,43.43,41.76,1008.84
56,4.95,44.41,43.42,41.74,1008.85
57,5.04,44.40,43.40,41.73,1008.85
58,5.13,44.40,43.40,41.73,1008.85
59,5.22,44.39,43.40,41.73,1008.85
60,5.31,44.38,43.38,41.74,1008.85
61,5.40,44.37,43.38,41.75,1008.85
62,5.49,44.37,43.36,41.75,1008.85
63,5.58,44.35,43.35,41.75,1008.86
64,5.67,44.34,43.33,41.77,1008.85
65,5.76,44.32,43.33,41.76,1008.86
66,5.85,44.31,43.31,41.77,1008.86
67,5.94,44.30,43.31,41.79,1008.86
68,6.03,44.29,43.30,41.79,1008.86
69,6.12,44.28,43.28,41.78,1008.86
70,6.21,44.27,43.27,41.79,1008.86
71,6.30,44.25,43.27,41.77,1008.86
72,6.39,44.24,43.25,41.78,1008.85
73,6.48,44.22,43.25,41.78,1008.85
74,6.57,44.21,43.25,41.78,1008.85
75,6.66,44.20,43.24,41.77,1008.85
76,6.75,44.19,43.22,41.74,1008.84
77,6.84,44.19,43.20,41.72,1008.84
78,6.93,44.18,43.18,41.74,1008.84
79,7.02,44.17,43.18,41.74,1008.84
80,7.11,44.17,43.16,41.74,1008.84
81,7.20,44.16,43.16,41.74,1008.84
82,7.29,44.15,43.15,41.74,1008.84
83,7.38,44.13,43.13,41.74,1008.84
84,7.47,44.12,43.12,41.75,1008.84
85,7.56,44.10,43.11,41.75,1008.84
86,7.65,44.08,43.10,41.76,1008.84
87,7.74,44.06,43.08,41.78,1008.83
88,7.83,44.05,43.08,41.79,1008.83
89,7.92,44.04,43.07,41.80,1008.83
90,8.01,44.02,43.05,41.80,1008.83
91,8.10,44.01,43.03,41.80,1008.83
92,8.19,44.00,43.03,41.84,1008.83
93,8.28,43.99,43.03,41.87,1008.83
94,8.37,43.98,43.01,41.87,1008.83
95,8.46,43.97,43.00,41.86,1008.83
96,8.55,43.96,43.00,41.87,1008.83
97,8.64,43.95,42.99,41.88,1008.83
98,8.73,43.94,42.97,41.88,1008.83
99,8.82,43.94,42.95,41.90,1008.83
100,8.91,43.94,42.93,41.86,1008.84
101,9.00,43.92,42.92,41.85,1008.84
102,9.09,43.92,42.90,41.87,1008.84
103,9.18,43.91,42.88,41.87,1008.84
104,9.27,43.90,42.86,41.87,1008.84
105,9.36,43.89,42.86,41.85,1008.84
106,9.45,43.88,42.86,41.88,1008.84
107,9.54,43.87,42.83,41.90,1008.85
108,9.63,43.85,42.84,41.90,1008.84
109,9.72,43.85,42.84,41.88,1008.85
110,9.81,43.84,42.83,41.90,1008.85
111,9.90,43.83,43.10,41.91,1008.85
112,9.99,43.82,42.91,41.92,1008.85
113,10.08,43.81,42.78,41.94,1008.85
114,10.17,43.80,42.76,41.98,1008.86
115,10.26,43.80,42.76,41.98,1008.86
116,10.35,43.78,42.75,41.97,1008.86
117,10.44,43.77,42.75,41.98,1008.85
118,10.53,43.75,42.74,41.99,1008.85
119,10.62,43.74,42.73,42.00,1008.86
120,10.71,43.73,42.71,41.97,1008.86
121,10.80,43.72,42.71,41.97,1008.86
122,10.89,43.72,42.70,41.97,1008.86
123,10.98,43.70,42.68,41.95,1008.86
124,11.07,43.69,42.67,41.92,1008.85
125,11.16,43.68,42.66,41.94,1008.85
126,11.25,43.68,42.66,41.97,1008.86
127,11.34,43.67,42.66,41.95,1008.86
128,11.43,43.66,42.64,41.96,1008.86
129,11.52,43.65,42.64,41.96,1008.86
130,11.61,43.64,42.61,41.96,1008.86
131,11.70,43.63,42.61,41.94,1008.85
132,11.79,43.63,42.60,41.94,1008.85
133,11.88,43.62,42.60,41.95,1008.85
134,11.97,43.61,42.61,41.95,1008.85
135,12.06,43.60,42.61,41.93,1008.85
136,12.15,43.59,42.60,41.92,1008.85
137,12.24,43.59,42.60,41.91,1008.85
138,12.33,43.58,42.59,41.92,1008.86
139,12.42,43.57,42.56,41.89,1008.86
140,12.51,43.57,42.56,41.89,1008.86
141,12.60,43.55,42.54,41.92,1008.86
142,12.69,43.53,42.54,41.93,1008.86
143,12.78,43.52,42.53,41.91,1008.86
144,12.87,43.50,42.51,41.91,1008.86
145,12.96,43.50,42.50,41.90,1008.86
146,13.05,43.49,42.49,41.91,1008.86
147,13.14,43.48,42.47,41.91,1008.86
148,13.23,43.48,42.47,41.89,1008.86
149,13.32,43.47,42.47,41.91,1008.86
150,13.41,43.45,42.45,41.91,1008.86
151,13.50,43.45,42.44,41.89,1008.86
152,13.59,43.45,42.44,41.90,1008.86
153,13.68,43.44,42.44,41.90,1008.86
154,13.77,43.43,42.43,41.86,1008.86
155,13.86,43.42,42.42,41.87,1008.86
156,13.95,43.40,42.42,41.86,1008.86
157,14.04,43.38,42.40,41.84,1008.85
158,14.13,43.37,42.39,41.85,1008.85
159,14.22,43.35,42.38,41.86,1008.85
160,14.31,43.35,42.38,41.86,1008.85
161,14.40,43.33,42.36,41.87,1008.85
162,14.49,43.33,42.35,41.86,1008.85
163,14.58,43.32,42.34,41.84,1008.84
164,14.67,43.30,42.33,41.83,1008.84
165,14.76,43.30,42.32,41.84,1008.84
166,14.85,43.28,42.32,41.86,1008.84
167,14.94,43.27,42.31,41.86,1008.84
168,15.03,43.26,42.30,41.86,1008.84
169,15.12,43.25,42.28,41.84,1008.84
170,15.21,43.23,42.27,41.85,1008.83
171,15.30,43.22,42.25,41.85,1008.83
172,15.39,43.21,42.25,41.85,1008.83
173,15.48,43.21,42.25,41.84,1008.83
174,15.57,43.20,42.25,41.83,1008.83
175,15.66,43.19,42.24,41.81,1008.82
176,15.75,43.20,42.24,41.83,1008.82
177,15.84,43.18,42.23,41.86,1008.82
178,15.93,43.18,42.21,41.88,1008.82
179,16.02,43.17,42.20,41.89,1008.81
180,16.11,43.16,42.19,41.90,1008.81
181,16.20,43.15,42.17,41.88,1008.81
182,16.29,43.13,42.17,41.89,1008.81
183,16.38,43.11,42.17,41.91,1008.81
184,16.47,43.09,42.15,41.94,1008.81
185,16.56,43.08,42.14,41.95,1008.81
186,16.65,43.06,42.14,41.93,1008.81
187,16.74,43.05,42.13,41.92,1008.81
188,16.83,43.04,42.11,41.93,1008.81
189,16.92,43.03,42.11,41.93,1008.81
190,17.01,43.03,42.10,41.92,1008.81
191,17.10,43.02,42.10,41.93,1008.81
192,17.19,43.01,42.09,41.95,1008.81
193,17.28,43.01,42.07,41.94,1008.81
194,17.37,43.00,42.06,41.95,1008.82
195,17.46,42.99,42.06,41.96,1008.82
196,17.55,42.99,42.05,41.98,1008.82
197,17.64,42.97,42.05,41.98,1008.82
198,17.73,42.96,42.05,41.98,1008.82
199,17.82,42.96,42.04,41.98,1008.83
200,17.91,42.96,42.02,41.98,1008.82
201,18.00,42.95,42.01,41.99,1008.83
202,18.09,42.95,41.99,41.97,1008.83
203,18.18,42.94,41.98,41.97,1008.83
204,18.27,42.93,41.98,41.99,1008.83
205,18.36,42.92,41.97,41.98,1008.83
206,18.45,42.91,41.96,41.98,1008.83
207,18.54,42.90,41.94,41.99,1008.83
208,18.63,42.89,41.94,41.97,1008.83
209,18.72,42.88,41.92,41.97,1008.83
210,18.81,42.86,41.91,41.97,1008.83
211,18.90,42.85,41.90,41.98,1008.83
212,18.99,42.83,41.90,41.98,1008.83
213,19.08,42.82,41.90,41.99,1008.83
214,19.17,42.82,41.89,42.00,1008.83
215,19.26,42.81,41.88,42.00,1008.83
216,19.35,42.80,41.87,42.00,1008.83
217,19.44,42.79,41.86,42.02,1008.83
218,19.53,42.77,41.85,42.03,1008.83
