Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.79,40.87,1008.85
2,0.09,45.00,43.79,40.88,1008.85
3,0.18,44.98,43.78,40.91,1008.85
4,0.27,44.97,43.77,40.89,1008.85
5,0.36,44.96,43.77,40.90,1008.85
6,0.45,44.96,43.77,40.93,1008.85
7,0.54,44.94,43.76,40.92,1008.85
8,0.63,44.92,43.75,40.91,1008.85
9,0.72,44.92,43.74,40.92,1008.85
10,0.81,44.91,43.73,40.92,1008.85
11,0.90,44.91,43.71,40.91,1008.85
12,0.99,44.89,43.71,40.89,1008.85
13,1.08,44.88,43.68,40.90,1008.85
14,1.17,44.88,43.68,40.90,1008.85
15,1.26,44.87,43.68,40.90,1008.85
16,1.35,44.87,43.67,40.91,1008.85
17,1.44,44.86,43.66,40.90,1008.85
18,1.53,44.85,43.65,40.91,1008.85
19,1.62,44.84,43.62,40.90,1008.85
20,1.71,44.83,43.61,40.88,1008.86
21,1.80,44.82,43.61,40.90,1008.86
22,1.89,44.82,43.59,40.92,1008.86
23,1.98,44.82,43.58,40.90,1008.86
24,2.07,44.81,43.58,40.89,1008.86
25,2.16,44.80,43.56,40.90,1008.87
26,2.25,44.79,43.56,40.90,1008.87
27,2.34,44.78,43.55,40.90,1008.87
28,2.43,44.76,43.54,40.88,1008.87
29,2.52,44.75,43.52,40.90,1008.87
30,2.61,44.74,43.51,40.90,1008.87
31,2.70,44.73,43.50,40.90,1008.88
32,2.79,44.72,43.50,40.92,1008.88
33,2.88,44.71,43.48,40.92,1008.88
34,2.97,44.70,43.49,40.92,1008.88
35,3.06,44.69,43.48,40.92,1008.88
36,3.15,44.69,43.47,40.90,1008.88
37,3.24,44.68,43.46,40.92,1008.88
38,3.33,44.67,43.45,40.94,1008.88
39,3.42,44.66,43.44,40.95,1008.88
40,3.51,44.65,43.43,40.93,1008.88
41,3.60,44.64,43.43,40.93,1008.89
42,3.69,44.63,43.42,40.92,1008.88
43,3.78,44.63,43.42,40.94,1008.89
44,3.87,44.61,43.40,40.96,1008.88
45,3.96,44.60,43.39,40.94,1008.88
46,4.05,44.59,43.39,40.95,1008.88
47,4.14,44.58,43.38,40.95,1008.88
48,4.23,44.57,43.37,40.95,1008.87
49,4.32,44.56,43.36,40.98,1008.88
50,4.41,44.55,43.36,40.97,1008.88
51,4.50,44.54,43.35,40.95,1008.88
52,4.59,44.53,43.34,40.97,1008.87
53,4.68,44.52,43.33,40.98,1008.87
54,4.77,44.52,43.32,40.98,1008.87
55,4.86,44.50,43.32,41.00,1008.87
56,4.95,44.49,43.31,40.99,1008.87
57,5.04,44.47,43.30,41.00,1008.86
58,5.13,44.46,43.29,40.98,1008.86
59,5.22,44.45,43.28,40.99,1008.86
60,5.31,44.44,43.27,40.99,1008.86
61,5.40,44.42,43.27,41.00,1008.86
62,5.49,44.40,43.26,40.97,1008.86
63,5.58,44.39,43.26,40.98,1008.86
64,5.67,44.38,43.25,40.99,1008.86
65,5.76,44.37,43.24,40.96,1008.86
66,5.85,44.37,43.23,40.95,1008.86
67,5.94,44.35,43.21,40.95,1008.87
68,6.03,44.36,43.20,40.99,1008.87
69,6.12,44.35,43.19,40.99,1008.87
70,6.21,44.34,43.18,40.99,1008.87
71,6.30,44.34,43.17,40.98,1008.87
72,6.39,44.32,43.15,40.99,1008.87
73,6.48,44.31,43.13,40.97,1008.87
74,6.57,44.30,43.13,40.96,1008.87
75,6.66,44.29,43.12,40.97,1008.88
76,6.75,44.28,43.11,40.99,1008.88
77,6.84,44.26,43.12,40.98,1008.88
78,6.93,44.26,43.11,40.95,1008.88
79,7.02,44.24,43.10,40.94,1008.88
80,7.11,44.24,43.10,40.95,1008.89
81,7.20,44.23,43.10,40.95,1008.89
82,7.29,44.22,43.10,40.96,1008.89
83,7.38,44.21,43.08,40.98,1008.89
84,7.47,44.21,43.07,40.96,1008.90
85,7.56,44.21,43.07,40.96,1008.90
86,7.65,44.20,43.07,40.96,1008.90
87,7.74,44.19,43.07,40.97,1008.90
88,7.83,44.19,43.07,40.98,1008.90
89,7.92,44.18,43.05,40.99,1008.91
90,8.01,44.16,43.04,41.00,1008.91
91,8.10,44.16,43.03,41.02,1008.91
92,8.19,44.15,43.02,41.03,1008.91
93,8.28,44.14,43.01,41.01,1008.90
94,8.37,44.13,42.99,41.00,1008.90
95,8.46,44.12,42.98,40.99,1008.90
96,8.55,44.11,42.96,40.99,1008.91
97,8.64,44.10,42.95,40.96,1008.90
98,8.73,44.10,42.94,40.97,1008.90
99,8.82,44.09,42.93,40.97,1008.90
100,8.91,44.08,42.91,40.97,1008.90
101,9.00,44.07,42.91,40.99,1008.90
102,9.09,44.07,42.91,40.99,1008.89
103,9.18,44.06,42.91,40.97,1008.89
104,9.27,44.06,42.89,40.94,1008.89
105,9.36,44.06,42.88,40.96,1008.89
106,9.45,44.04,42.86,40.95,1008.89
107,9.54,44.03,42.85,40.95,1008.78
108,9.63,44.03,42.84,40.92,1008.84
109,9.72,44.02,42.83,40.95,1008.89
110,9.81,44.02,42.83,40.96,1008.89
111,9.90,44.01,42.83,40.97,1008.88
112,9.99,44.01,42.83,40.97,1008.88
113,10.08,44.00,42.82,40.99,1008.88
114,10.17,43.99,42.83,40.99,1008.88
115,10.26,43.97,42.82,40.97,1008.88
116,10.35,43.96,42.81,40.97,1008.88
