Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.52,42.93,1008.88
2,0.09,44.99,43.32,42.93,1008.88
3,0.18,44.97,43.30,42.93,1008.88
4,0.27,44.96,43.30,42.94,1008.88
5,0.36,44.95,43.29,42.93,1008.88
6,0.45,44.94,43.28,42.94,1008.88
7,0.54,44.92,43.27,42.94,1008.88
8,0.63,44.91,43.26,42.93,1008.88
9,0.72,44.91,43.25,42.94,1008.88
10,0.81,44.89,43.24,42.97,1008.88
11,0.90,44.87,43.22,42.98,1008.88
12,0.99,44.86,43.21,42.99,1008.88
13,1.08,44.85,43.20,42.98,1008.88
14,1.17,44.84,43.18,43.01,1008.88
15,1.26,44.82,43.17,43.04,1008.88
16,1.35,44.81,43.16,43.03,1008.88
17,1.44,44.80,43.15,43.04,1008.88
18,1.53,44.79,43.13,43.07,1008.88
19,1.62,44.78,43.12,43.07,1008.88
20,1.71,44.77,43.11,43.08,1008.88
21,1.80,44.76,43.09,43.10,1008.88
22,1.89,44.74,43.08,43.10,1008.88
23,1.98,44.73,43.07,43.12,1008.88
24,2.07,44.72,43.06,43.12,1008.88
25,2.16,44.70,43.05,43.13,1008.87
26,2.25,44.69,43.03,43.16,1008.87
27,2.34,44.68,43.02,43.18,1008.87
28,2.43,44.67,43.01,43.19,1008.87
29,2.52,44.66,42.99,43.20,1008.87
30,2.61,44.64,42.98,43.22,1008.87
31,2.70,44.63,42.97,43.23,1008.87
32,2.79,44.62,42.96,43.24,1008.87
33,2.88,44.60,42.95,43.25,1008.87
34,2.97,44.58,42.94,43.25,1008.87
35,3.06,44.57,42.93,43.23,1008.87
36,3.15,44.55,42.92,43.24,1008.87
37,3.24,44.54,42.90,43.25,1008.87
38,3.33,44.53,42.89,43.28,1008.87
39,3.42,44.52,42.88,43.31,1008.87
40,3.51,44.51,42.87,43.32,1008.87
41,3.60,44.50,42.86,43.34,1008.87
42,3.69,44.49,42.85,43.35,1008.87
43,3.78,44.47,42.84,43.35,1008.87
44,3.87,44.47,42.83,43.37,1008.87
45,3.96,44.46,42.83,43.38,1008.87
46,4.05,44.45,42.82,43.38,1008.87
47,4.14,44.43,42.81,43.39,1008.87
48,4.23,44.42,42.79,43.38,1008.87
49,4.32,44.41,42.78,43.39,1008.87
50,4.41,44.39,42.77,43.41,1008.87
51,4.50,44.39,42.76,43.41,1008.87
52,4.59,44.38,42.75,43.42,1008.87
53,4.68,44.36,42.75,43.44,1008.87
54,4.77,44.35,42.73,43.43,1008.87
55,4.86,44.35,42.72,43.45,1008.87
56,4.95,44.33,42.71,43.47,1008.87
57,5.04,44.32,42.69,43.48,1008.87
58,5.13,44.31,42.68,43.48,1008.87
59,5.22,44.31,42.66,43.49,1008.88
60,5.31,44.29,42.65,43.49,1008.88
61,5.40,44.29,42.64,43.50,1008.87
62,5.49,44.27,42.62,43.50,1008.87
63,5.58,44.26,42.62,43.52,1008.87
64,5.67,44.24,42.60,43.52,1008.87
65,5.76,44.23,42.60,43.51,1008.87
66,5.85,44.22,42.58,43.50,1008.87
67,5.94,44.21,42.57,43.50,1008.87
68,6.03,44.19,42.56,43.50,1008.87
69,6.12,44.18,42.55,43.51,1008.87
70,6.21,44.17,42.54,43.52,1008.87
71,6.30,44.17,42.54,43.53,1008.88
72,6.39,44.16,42.53,43.55,1008.87
73,6.48,44.14,42.51,43.56,1008.87
74,6.57,44.13,42.50,43.57,1008.87
75,6.66,44.12,42.49,43.58,1008.87
76,6.75,44.11,42.48,43.60,1008.87
77,6.84,44.09,42.46,43.61,1008.87
78,6.93,44.07,42.46,43.62,1008.87
79,7.02,44.06,42.44,43.65,1008.87
80,7.11,44.05,42.42,43.65,1008.87
81,7.20,44.04,42.42,43.68,1008.87
82,7.29,44.03,42.41,43.68,1008.87
83,7.38,44.02,42.39,43.68,1008.87
84,7.47,44.01,42.39,43.70,1008.87
85,7.56,44.00,42.38,43.71,1008.87
86,7.65,43.99,42.36,43.71,1008.87
87,7.74,43.98,42.35,43.71,1008.87
88,7.83,43.97,42.33,43.72,1008.87
89,7.92,43.95,42.32,43.72,1008.87
90,8.01,43.94,42.31,43.71,1008.86
91,8.10,43.92,42.29,43.72,1008.86
