Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.93,42.06,1008.86
2,0.09,44.99,43.74,42.08,1008.86
3,0.18,44.98,43.71,42.09,1008.86
4,0.27,44.96,43.70,42.09,1008.87
5,0.36,44.93,43.69,42.13,1008.87
6,0.45,44.92,43.67,42.13,1008.87
7,0.54,44.91,43.65,42.15,1008.87
8,0.63,44.89,43.62,42.17,1008.87
9,0.72,44.86,43.60,42.20,1008.87
10,0.81,44.85,43.58,42.18,1008.87
11,0.90,44.84,43.56,42.18,1008.87
12,0.99,44.82,43.53,42.20,1008.87
13,1.08,44.80,43.52,42.23,1008.88
14,1.17,44.79,43.51,42.24,1008.88
15,1.26,44.78,43.50,42.25,1008.88
16,1.35,44.76,43.49,42.27,1008.88
17,1.44,44.75,43.46,42.29,1008.88
18,1.53,44.73,43.45,42.30,1008.88
19,1.62,44.71,43.44,42.31,1008.88
20,1.71,44.69,43.41,42.34,1008.88
21,1.80,44.68,43.40,42.38,1008.88
22,1.89,44.66,43.38,42.38,1008.88
23,1.98,44.64,43.36,42.37,1008.88
24,2.07,44.62,43.34,42.36,1008.88
25,2.16,44.60,43.32,42.38,1008.88
26,2.25,44.58,43.30,42.41,1008.88
27,2.34,44.56,43.28,42.41,1008.87
28,2.43,44.55,43.27,42.46,1008.88
29,2.52,44.53,43.25,42.46,1008.88
30,2.61,44.51,43.24,42.46,1008.87
31,2.70,44.48,43.21,42.46,1008.87
32,2.79,44.47,43.18,42.44,1008.87
33,2.88,44.46,43.18,42.47,1008.87
34,2.97,44.43,43.16,42.47,1008.87
35,3.06,44.42,43.15,42.44,1008.87
36,3.15,44.40,43.13,42.47,1008.87
37,3.24,44.39,43.11,42.50,1008.87
38,3.33,44.37,43.09,42.48,1008.87
39,3.42,44.35,43.08,42.47,1008.87
40,3.51,44.33,43.07,42.52,1008.87
41,3.60,44.31,43.05,42.51,1008.87
42,3.69,44.30,43.03,42.52,1008.87
43,3.78,44.28,43.02,42.53,1008.86
44,3.87,44.26,43.01,42.54,1008.86
45,3.96,44.24,43.00,42.54,1008.86
46,4.05,44.22,42.99,42.54,1008.86
47,4.14,44.20,42.96,42.53,1008.86
48,4.23,44.18,42.95,42.55,1008.86
49,4.32,44.17,42.93,42.57,1008.85
50,4.41,44.16,42.94,42.62,1008.85
51,4.50,44.14,42.92,42.65,1008.85
52,4.59,44.13,42.91,42.67,1008.85
53,4.68,44.11,42.89,42.66,1008.85
54,4.77,44.09,42.88,42.67,1008.85
55,4.86,44.08,42.87,42.70,1008.85
56,4.95,44.05,42.84,42.70,1008.85
57,5.04,44.03,42.83,42.72,1008.85
58,5.13,44.02,42.80,42.73,1008.85
59,5.22,44.00,42.80,42.74,1008.84
60,5.31,43.98,42.78,42.75,1008.84
61,5.40,43.95,42.77,42.75,1008.84
62,5.49,43.93,42.76,42.76,1008.84
63,5.58,43.91,42.75,42.77,1008.83
64,5.67,43.90,42.73,42.79,1008.83
65,5.76,43.88,42.72,42.78,1008.84
66,5.85,43.87,42.71,42.77,1008.84
67,5.94,43.85,42.70,42.77,1008.84
68,6.03,43.84,42.67,42.79,1008.84
69,6.12,43.82,42.65,42.82,1008.84
70,6.21,43.81,42.63,42.82,1008.85
71,6.30,43.79,42.61,42.85,1008.85
72,6.39,43.78,42.59,42.88,1008.85
73,6.48,43.76,42.56,42.91,1008.85
74,6.57,43.74,42.54,42.91,1008.85
75,6.66,43.73,42.53,42.91,1008.85
76,6.75,43.71,42.51,42.90,1008.85
77,6.84,43.70,42.49,42.91,1008.85
78,6.93,43.69,42.48,42.97,1008.85
79,7.02,43.67,42.47,42.98,1008.85
80,7.11,43.65,42.46,42.96,1008.85
81,7.20,43.64,42.45,43.01,1008.85
82,7.29,43.62,42.42,43.01,1008.86
83,7.38,43.61,42.41,43.00,1008.86
84,7.47,43.60,42.39,42.98,1008.86
85,7.56,43.59,42.38,42.95,1008.86
86,7.65,43.57,42.37,42.97,1008.86
87,7.74,43.56,42.37,43.00,1008.86
88,7.83,43.53,42.35,43.01,1008.87
89,7.92,43.52,42.32,43.02,1008.87
90,8.01,43.50,42.31,43.01,1008.86
91,8.10,43.49,42.30,43.06,1008.87
92,8.19,43.46,42.28,43.05,1008.87
93,8.28,43.45,42.26,43.06,1008.87
94,8.37,43.43,42.24,43.09,1008.88
95,8.46,43.41,42.23,43.15,1008.88
96,8.55,43.40,42.21,43.17,1008.87
97,8.64,43.40,42.20,43.16,1008.87
98,8.73,43.38,42.19,43.19,1008.87
99,8.82,43.37,42.17,43.22,1008.87
100,8.91,43.35,42.17,43.19,1008.86
101,9.00,43.34,42.14,43.19,1008.86
102,9.09,43.33,42.13,43.18,1008.86
103,9.18,43.33,42.11,43.20,1008.87
