Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.80,41.20,1008.85
2,0.09,44.98,43.80,41.20,1008.86
3,0.18,44.97,43.79,41.21,1008.85
4,0.27,44.96,43.78,41.19,1008.85
5,0.36,44.95,43.78,41.21,1008.85
6,0.45,44.94,43.78,41.21,1008.86
7,0.54,44.93,43.77,41.21,1008.86
8,0.63,44.92,43.76,41.20,1008.86
9,0.72,44.91,43.75,41.21,1008.85
10,0.81,44.90,43.74,41.21,1008.85
11,0.90,44.90,43.73,41.20,1008.85
12,0.99,44.89,43.71,41.20,1008.85
13,1.08,44.88,43.69,41.20,1008.85
14,1.17,44.87,43.69,41.22,1008.85
15,1.26,44.86,43.68,41.21,1008.85
16,1.35,44.86,43.67,41.22,1008.85
17,1.44,44.84,43.66,41.22,1008.85
18,1.53,44.84,43.66,41.22,1008.85
19,1.62,44.83,43.65,41.21,1008.85
20,1.71,44.82,43.63,41.21,1008.85
21,1.80,44.81,43.62,41.23,1008.85
22,1.89,44.81,43.62,41.24,1008.85
23,1.98,44.80,43.60,41.24,1008.85
24,2.07,44.79,43.60,41.23,1008.85
25,2.16,44.78,43.59,41.23,1008.85
26,2.25,44.77,43.58,41.23,1008.85
27,2.34,44.76,43.57,41.23,1008.85
28,2.43,44.75,43.56,41.22,1008.85
29,2.52,44.74,43.56,41.23,1008.85
30,2.61,44.74,43.55,41.24,1008.85
31,2.70,44.72,43.53,41.25,1008.85
32,2.79,44.72,43.53,41.26,1008.85
33,2.88,44.71,43.52,41.26,1008.85
34,2.97,44.70,43.52,41.24,1008.85
35,3.06,44.70,43.51,41.25,1008.86
36,3.15,44.69,43.50,41.24,1008.85
37,3.24,44.68,43.48,41.25,1008.85
38,3.33,44.67,43.47,41.24,1008.86
39,3.42,44.66,43.47,41.24,1008.86
40,3.51,44.65,43.46,41.24,1008.86
41,3.60,44.64,43.45,41.24,1008.86
42,3.69,44.63,43.44,41.24,1008.86
43,3.78,44.63,43.43,41.25,1008.86
44,3.87,44.62,43.42,41.26,1008.86
45,3.96,44.61,43.42,41.26,1008.86
46,4.05,44.60,43.42,41.26,1008.86
47,4.14,44.59,43.40,41.26,1008.86
48,4.23,44.58,43.39,41.25,1008.86
49,4.32,44.57,43.38,41.27,1008.86
50,4.41,44.56,43.37,41.26,1008.86
51,4.50,44.55,43.36,41.24,1008.86
52,4.59,44.54,43.35,41.27,1008.86
53,4.68,44.53,43.33,41.27,1008.86
54,4.77,44.52,43.33,41.27,1008.86
55,4.86,44.51,43.32,41.27,1008.86
56,4.95,44.50,43.31,41.28,1008.86
57,5.04,44.49,43.31,41.29,1008.86
58,5.13,44.47,43.30,41.30,1008.86
59,5.22,44.46,43.29,41.30,1008.86
60,5.31,44.45,43.28,41.30,1008.87
61,5.40,44.44,43.27,41.30,1008.87
62,5.49,44.43,43.26,41.30,1008.87
63,5.58,44.43,43.25,41.31,1008.87
64,5.67,44.41,43.25,41.31,1008.87
65,5.76,44.40,43.23,41.29,1008.87
66,5.85,44.39,43.22,41.31,1008.87
67,5.94,44.39,43.21,41.30,1008.88
68,6.03,44.38,43.20,41.32,1008.88
69,6.12,44.38,43.19,41.33,1008.88
70,6.21,44.37,43.19,41.32,1008.88
71,6.30,44.36,43.18,41.32,1008.88
