Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.65,41.03,1008.78
2,0.09,45.00,43.64,41.03,1008.78
3,0.18,44.98,43.63,41.02,1008.78
4,0.27,44.96,43.60,41.03,1008.78
5,0.36,44.94,43.59,41.01,1008.78
6,0.45,44.92,43.57,41.01,1008.79
7,0.54,44.90,43.56,41.01,1008.79
8,0.63,44.88,43.54,41.02,1008.78
9,0.72,44.87,43.52,41.02,1008.78
10,0.81,44.85,43.51,41.02,1008.78
11,0.90,44.84,43.49,41.02,1008.78
12,0.99,44.82,43.47,41.02,1008.78
13,1.08,44.80,43.45,41.01,1008.78
14,1.17,44.79,43.44,41.01,1008.78
15,1.26,44.78,43.42,41.02,1008.78
16,1.35,44.76,43.41,41.02,1008.77
17,1.44,44.74,43.39,41.01,1008.77
18,1.53,44.72,43.38,41.01,1008.77
19,1.62,44.71,43.36,41.01,1008.77
20,1.71,44.69,43.34,41.00,1008.77
21,1.80,44.67,43.32,41.00,1008.77
22,1.89,44.65,43.31,41.00,1008.77
23,1.98,44.64,43.29,41.02,1008.77
24,2.07,44.62,43.28,41.02,1008.77
25,2.16,44.61,43.27,41.03,1008.77
26,2.25,44.58,43.25,41.03,1008.77
27,2.34,44.57,43.24,41.04,1008.77
28,2.43,44.54,43.23,41.06,1008.77
29,2.52,44.53,43.22,41.06,1008.77
30,2.61,44.51,43.20,41.05,1008.77
31,2.70,44.49,43.18,41.04,1008.77
32,2.79,44.47,43.17,41.06,1008.77
33,2.88,44.46,43.16,41.05,1008.77
34,2.97,44.44,43.14,41.07,1008.77
35,3.06,44.42,43.13,41.07,1008.77
36,3.15,44.40,43.11,41.07,1008.77
37,3.24,44.39,43.09,41.08,1008.78
38,3.33,44.38,43.08,41.07,1008.78
39,3.42,44.36,43.06,41.06,1008.78
40,3.51,44.34,43.05,41.04,1008.78
41,3.60,44.33,43.03,41.05,1008.78
42,3.69,44.31,43.02,41.07,1008.78
43,3.78,44.30,43.01,41.08,1008.78
44,3.87,44.28,42.99,41.07,1008.79
45,3.96,44.27,42.98,41.07,1008.78
46,4.05,44.25,42.97,41.08,1008.78
47,4.14,44.23,42.95,41.08,1008.79
48,4.23,44.21,42.94,41.07,1008.79
49,4.32,44.19,42.93,41.09,1008.79
50,4.41,44.18,42.91,41.10,1008.78
51,4.50,44.16,42.89,41.10,1008.78
52,4.59,44.15,42.88,41.10,1008.78
53,4.68,44.14,42.87,41.09,1008.78
54,4.77,44.12,42.84,41.09,1008.78
55,4.86,44.10,42.82,41.09,1008.78
56,4.95,44.09,42.81,41.10,1008.78
57,5.04,44.07,42.78,41.10,1008.78
58,5.13,44.05,42.76,41.09,1008.79
59,5.22,44.04,42.76,41.09,1008.78
60,5.31,44.03,42.74,41.09,1008.78
61,5.40,44.01,42.72,41.09,1008.78
62,5.49,44.00,42.71,41.09,1008.78
63,5.58,43.98,42.69,41.09,1008.77
64,5.67,43.97,42.67,41.10,1008.77
65,5.76,43.95,42.66,41.10,1008.77
66,5.85,43.94,42.65,41.09,1008.78
67,5.94,43.92,42.63,41.09,1008.78
68,6.03,43.91,42.61,41.10,1008.78
69,6.12,43.90,42.59,41.09,1008.78
70,6.21,43.88,42.57,41.09,1008.78
71,6.30,43.87,42.56,41.10,1008.78
72,6.39,43.86,42.53,41.12,1008.78
73,6.48,43.84,42.51,41.12,1008.78
74,6.57,43.83,42.49,41.12,1008.78
75,6.66,43.81,42.48,41.12,1008.78
76,6.75,43.80,42.47,41.12,1008.78
77,6.84,43.78,42.46,41.12,1008.78
78,6.93,43.76,42.45,41.11,1008.79
79,7.02,43.75,42.45,41.10,1008.79
80,7.11,43.73,42.42,41.09,1008.79
81,7.20,43.72,42.41,41.09,1008.79
82,7.29,43.70,42.39,41.10,1008.79
83,7.38,43.69,42.37,41.10,1008.79
84,7.47,43.66,42.36,41.09,1008.80
85,7.56,43.65,42.34,41.10,1008.80
86,7.65,43.63,42.32,41.11,1008.79
87,7.74,43.62,42.30,41.10,1008.80
88,7.83,43.60,42.29,41.10,1008.80
89,7.92,43.59,42.28,41.10,1008.80
90,8.01,43.57,42.26,41.12,1008.80
91,8.10,43.56,42.25,41.12,1008.81
92,8.19,43.55,42.25,41.11,1008.81
93,8.28,43.53,42.23,41.12,1008.81
94,8.37,43.51,42.21,41.12,1008.81
95,8.46,43.50,42.20,41.13,1008.80
96,8.55,43.49,42.19,41.14,1008.80
97,8.64,43.47,42.17,41.13,1008.81
98,8.73,43.45,42.16,41.14,1008.81
99,8.82,43.44,42.14,41.14,1008.81
100,8.91,43.43,42.13,41.12,1008.80
101,9.00,43.41,42.11,41.12,1008.81
102,9.09,43.40,42.09,41.12,1008.81
103,9.18,43.38,42.09,41.12,1008.81
104,9.27,43.37,42.07,41.13,1008.81
105,9.36,43.35,42.06,41.13,1008.81
106,9.45,43.34,42.05,41.14,1008.81
107,9.54,43.32,42.04,41.15,1008.81
108,9.63,43.30,42.02,41.14,1008.81
109,9.72,43.28,42.00,41.15,1008.80
110,9.81,43.27,41.99,41.15,1008.80
111,9.90,43.25,41.98,41.15,1008.80
112,9.99,43.23,41.96,41.16,1008.80
113,10.08,43.21,41.94,41.16,1008.80
114,10.17,43.19,41.94,41.16,1008.80
115,10.26,43.18,41.92,41.16,1008.80
116,10.35,43.16,41.91,41.16,1008.80
117,10.44,43.15,41.90,41.17,1008.80
118,10.53,43.13,41.88,41.16,1008.79
119,10.62,43.11,41.87,41.14,1008.80
120,10.71,43.09,41.87,41.13,1008.79
121,10.80,43.09,41.85,41.12,1008.80
122,10.89,43.07,41.83,41.10,1008.79
123,10.98,43.06,41.82,41.12,1008.79
124,11.07,43.03,41.81,41.11,1008.80
125,11.16,43.02,41.79,41.11,1008.79
126,11.25,43.01,41.78,41.11,1008.79
127,11.34,42.99,41.76,41.10,1008.79
128,11.43,42.98,41.74,41.10,1008.79
129,11.52,42.96,41.72,41.12,1008.79
130,11.61,42.95,41.71,41.13,1008.79
131,11.70,42.93,41.69,41.13,1008.78
132,11.79,42.92,41.68,41.14,1008.78
133,11.88,42.91,41.66,41.15,1008.78
134,11.97,42.89,41.65,41.15,1008.78
135,12.06,42.87,41.64,41.14,1008.79
136,12.15,42.85,41.63,41.14,1008.78
137,12.24,42.84,41.61,41.14,1008.77
138,12.33,42.83,41.60,41.14,1008.77
139,12.42,42.81,41.57,41.13,1008.77
140,12.51,42.80,41.56,41.14,1008.77
141,12.60,42.78,41.55,41.14,1008.77
142,12.69,42.76,41.54,41.14,1008.77
143,12.78,42.76,41.52,41.13,1008.77
144,12.87,42.75,41.51,41.13,1008.78
145,12.96,42.72,41.49,41.14,1008.78
146,13.05,42.71,41.48,41.14,1008.78
147,13.14,42.70,41.47,41.14,1008.79
148,13.23,42.69,41.45,41.15,1008.79
149,13.32,42.67,41.44,41.18,1008.80
150,13.41,42.65,41.43,41.18,1008.80
151,13.50,42.64,41.43,41.17,1008.81
152,13.59,42.63,41.41,41.17,1008.80
153,13.68,42.62,41.39,41.16,1008.81
154,13.77,42.61,41.37,41.13,1008.81
155,13.86,42.59,41.36,41.14,1008.82
156,13.95,42.58,41.35,41.14,1008.82
157,14.04,42.57,41.33,41.13,1008.83
158,14.13,42.55,41.32,41.14,1008.83
159,14.22,42.54,41.30,41.15,1008.83
160,14.31,42.52,41.30,41.15,1008.83
161,14.40,42.50,41.29,41.15,1008.83
162,14.49,42.49,41.27,41.14,1008.83
163,14.58,42.48,41.26,41.14,1008.84
164,14.67,42.46,41.25,41.13,1008.84
165,14.76,42.45,41.23,41.14,1008.84
166,14.85,42.44,41.21,41.13,1008.83
167,14.94,42.43,41.19,41.13,1008.83
168,15.03,42.41,41.18,41.13,1008.83
169,15.12,42.39,41.16,41.14,1008.83
170,15.21,42.38,41.15,41.14,1008.83
