Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.09,41.54,1008.27
2,0.09,44.98,43.14,41.54,1008.26
3,0.18,44.95,43.14,41.54,1008.26
4,0.27,44.92,43.13,41.55,1008.25
5,0.36,44.90,43.11,41.55,1008.25
6,0.45,44.90,43.09,41.58,1008.24
7,0.54,44.86,43.06,41.57,1008.25
8,0.63,44.84,43.05,41.57,1008.28
9,0.72,44.82,43.03,41.58,1008.29
10,0.81,44.79,43.02,41.58,1008.29
11,0.90,44.76,43.00,41.58,1008.30
12,0.99,44.74,42.99,41.58,1008.31
13,1.08,44.71,42.95,41.57,1008.32
14,1.17,44.67,42.91,41.57,1008.33
15,1.26,44.65,42.88,41.60,1008.34
16,1.35,44.63,42.84,41.61,1008.34
17,1.44,44.61,42.81,41.62,1008.35
18,1.53,44.55,42.80,41.63,1008.36
19,1.62,44.54,42.78,41.63,1008.36
20,1.71,44.52,42.76,41.62,1008.38
21,1.80,44.49,42.72,41.63,1008.39
22,1.89,44.46,42.72,41.64,1008.40
23,1.98,44.45,42.69,41.65,1008.40
24,2.07,44.43,42.66,41.65,1008.40
25,2.16,44.41,42.64,41.64,1008.39
26,2.25,44.41,42.63,41.63,1008.39
27,2.34,44.40,42.61,41.65,1008.40
28,2.43,44.37,42.57,41.63,1008.38
29,2.52,44.34,42.56,41.63,1008.38
30,2.61,44.32,42.54,41.63,1008.38
31,2.70,44.30,42.53,41.62,1008.37
32,2.79,44.29,42.49,41.60,1008.38
33,2.88,44.28,42.48,41.60,1008.40
34,2.97,44.26,42.46,41.59,1008.39
35,3.06,44.24,42.45,41.56,1008.39
36,3.15,44.20,42.43,41.55,1008.40
37,3.24,44.20,42.41,41.52,1008.38
38,3.33,44.17,42.38,41.53,1008.37
39,3.42,44.15,42.35,41.52,1008.37
40,3.51,44.12,42.33,41.51,1008.36
41,3.60,44.11,42.30,41.51,1008.37
42,3.69,44.10,42.28,41.50,1008.36
43,3.78,44.07,42.25,41.48,1008.34
44,3.87,44.05,42.20,41.47,1008.34
45,3.96,44.05,42.17,41.47,1008.34
46,4.05,44.04,42.18,41.49,1008.32
47,4.14,44.01,42.16,41.48,1008.32
48,4.23,43.99,42.11,41.48,1008.32
49,4.32,43.96,42.08,41.48,1008.32
50,4.41,43.93,42.05,41.49,1008.32
51,4.50,43.91,42.02,41.49,1008.30
52,4.59,43.90,41.99,41.48,1008.29
53,4.68,43.89,41.97,41.49,1008.30
54,4.77,43.87,41.97,41.45,1008.28
55,4.86,43.87,41.95,41.42,1008.29
56,4.95,43.86,41.93,41.43,1008.28
57,5.04,43.83,41.92,41.43,1008.26
58,5.13,43.82,41.92,41.44,1008.26
59,5.22,43.82,41.91,41.44,1008.27
60,5.31,43.81,41.90,41.45,1008.26
61,5.40,43.80,41.88,41.47,1008.27
62,5.49,43.79,41.85,41.48,1008.27
63,5.58,43.77,41.83,41.48,1008.28
64,5.67,43.77,41.81,41.47,1008.28
65,5.76,43.75,41.81,41.48,1008.28
66,5.85,43.71,41.80,41.48,1008.28
67,5.94,43.70,41.79,41.46,1008.29
68,6.03,43.68,41.78,41.46,1008.30
69,6.12,43.65,41.80,41.45,1008.31
70,6.21,43.64,41.77,41.44,1008.32
71,6.30,43.62,41.76,41.45,1008.32
72,6.39,43.61,41.75,41.46,1008.33
73,6.48,43.58,41.75,41.45,1008.33
74,6.57,43.57,41.77,41.44,1008.34
75,6.66,43.54,41.73,41.41,1008.35
76,6.75,43.52,41.71,41.43,1008.36
77,6.84,43.50,41.70,41.42,1008.36
78,6.93,43.48,41.70,41.43,1008.36
79,7.02,43.46,41.67,41.44,1008.36
80,7.11,43.43,41.67,41.44,1008.36
81,7.20,43.41,41.66,41.44,1008.38
82,7.29,43.39,41.63,41.44,1008.38
83,7.38,43.39,41.60,41.44,1008.38
84,7.47,43.37,41.59,41.46,1008.38
85,7.56,43.35,41.56,41.47,1008.39
86,7.65,43.32,41.56,41.48,1008.38
87,7.74,43.32,41.54,41.49,1008.36
88,7.83,43.30,41.52,41.51,1008.36
89,7.92,43.29,41.51,41.53,1008.36
90,8.01,43.26,41.48,41.52,1008.35
91,8.10,43.24,41.45,41.56,1008.34
92,8.19,43.22,41.42,41.56,1008.32
93,8.28,43.20,41.42,41.59,1008.30
94,8.37,43.17,41.40,41.59,1008.29
95,8.46,43.14,41.39,41.62,1008.29
96,8.55,43.12,41.36,41.61,1008.30
97,8.64,43.09,41.34,41.61,1008.28
98,8.73,43.06,41.33,41.60,1008.29
99,8.82,43.04,41.33,41.59,1008.29
100,8.91,43.00,41.31,41.59,1008.30
101,9.00,42.98,41.30,41.59,1008.30
102,9.09,42.95,41.29,41.57,1008.29
103,9.18,42.92,41.27,41.57,1008.28
104,9.27,42.89,41.24,41.56,1008.28
105,9.36,42.87,41.23,41.59,1008.29
106,9.45,42.86,41.22,41.61,1008.29
107,9.54,42.85,41.19,41.63,1008.30
108,9.63,42.82,41.18,41.67,1008.30
109,9.72,42.81,41.15,41.69,1008.30
110,9.81,42.79,41.15,41.73,1008.31
111,9.90,42.77,41.12,41.74,1008.31
112,9.99,42.74,41.12,41.74,1008.33
113,10.08,42.71,41.10,41.75,1008.33
114,10.17,42.71,41.08,41.73,1008.32
115,10.26,42.69,41.06,41.74,1008.33
116,10.35,42.69,41.02,41.76,1008.35
117,10.44,42.67,41.00,41.76,1008.35
118,10.53,42.67,40.96,41.74,1008.35
119,10.62,42.64,40.93,41.73,1008.35
120,10.71,42.62,40.90,41.74,1008.36
121,10.80,42.60,40.88,41.75,1008.37
122,10.89,42.59,40.89,41.75,1008.37
123,10.98,42.56,40.88,41.76,1008.37
124,11.07,42.53,40.88,41.73,1008.40
125,11.16,42.52,40.84,41.71,1008.40
126,11.25,42.50,40.82,41.69,1008.40
127,11.34,42.47,40.79,41.70,1008.39
128,11.43,42.45,40.77,41.72,1008.39
129,11.52,42.44,40.75,41.72,1008.40
130,11.61,42.44,40.74,41.72,1008.39
131,11.70,42.42,40.72,41.72,1008.38
132,11.79,42.39,40.71,41.70,1008.37
133,11.88,42.36,40.71,41.69,1008.36
134,11.97,42.35,40.67,41.67,1008.36
135,12.06,42.34,40.65,41.65,1008.35
136,12.15,42.33,40.62,41.61,1008.34
137,12.24,42.31,40.59,41.60,1008.34
138,12.33,42.29,40.57,41.63,1008.33
139,12.42,42.27,40.56,41.60,1008.33
140,12.51,42.24,40.56,41.61,1008.32
141,12.60,42.21,40.55,41.64,1008.31
142,12.69,42.20,40.55,41.65,1008.30
143,12.78,42.18,40.51,41.64,1008.30
144,12.87,42.17,40.49,41.68,1008.29
145,12.96,42.17,40.48,41.66,1008.30
146,13.05,42.15,40.46,41.65,1008.30
147,13.14,42.13,40.43,41.67,1008.29
148,13.23,42.11,40.42,41.67,1008.29
149,13.32,42.09,40.40,41.67,1008.29
150,13.41,42.08,40.37,41.66,1008.27
151,13.50,42.06,40.36,41.64,1008.27
152,13.59,42.04,40.35,41.63,1008.26
153,13.68,42.03,40.32,41.60,1008.27
154,13.77,42.02,40.28,41.60,1008.29
155,13.86,42.01,40.28,41.60,1008.28
156,13.95,41.99,40.28,41.60,1008.28
157,14.04,41.97,40.26,41.58,1008.27
158,14.13,41.95,40.24,41.57,1008.29
159,14.22,41.93,40.22,41.55,1008.29
160,14.31,41.92,40.19,41.56,1008.30
161,14.40,41.90,40.17,41.53,1008.32
162,14.49,41.90,40.17,41.53,1008.33
163,14.58,41.88,40.18,41.52,1008.33
164,14.67,41.85,40.16,41.52,1008.34
165,14.76,41.85,40.13,41.51,1008.35
166,14.85,41.85,40.10,41.51,1008.35
167,14.94,41.84,40.10,41.52,1008.36
168,15.03,41.83,40.10,41.50,1008.37
169,15.12,41.81,40.09,41.46,1008.38
170,15.21,41.80,40.08,41.48,1008.39
171,15.30,41.79,40.07,41.50,1008.38
172,15.39,41.77,40.08,41.48,1008.39
173,15.48,41.75,40.08,41.45,1008.37
174,15.57,41.75,40.06,41.48,1008.38
175,15.66,41.73,40.06,41.48,1008.38
176,15.75,41.71,40.05,41.47,1008.38
177,15.84,41.69,40.02,41.47,1008.38
178,15.93,41.68,40.03,41.48,1008.38
179,16.02,41.65,39.98,41.45,1008.38
180,16.11,41.63,39.95,41.43,1008.38
181,16.20,41.62,39.95,41.38,1008.38
182,16.29,41.60,39.92,41.39,1008.38
183,16.38,41.58,39.89,41.42,1008.36
