Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.62,42.53,1008.77
2,0.09,44.96,43.44,42.55,1008.77
3,0.18,44.94,43.42,42.54,1008.76
4,0.27,44.92,43.40,42.54,1008.76
5,0.36,44.89,43.37,42.58,1008.75
6,0.45,44.86,43.37,42.57,1008.75
7,0.54,44.82,43.36,42.59,1008.75
8,0.63,44.80,43.34,42.61,1008.74
9,0.72,44.76,43.31,42.63,1008.75
10,0.81,44.74,43.27,42.64,1008.75
11,0.90,44.70,43.23,42.64,1008.74
12,0.99,44.69,43.21,42.62,1008.75
13,1.08,44.67,43.18,42.64,1008.74
14,1.17,44.65,43.14,42.66,1008.74
15,1.26,44.62,43.13,42.66,1008.75
16,1.35,44.59,43.08,42.67,1008.74
17,1.44,44.56,43.07,42.66,1008.75
18,1.53,44.54,43.03,42.64,1008.75
19,1.62,44.52,43.01,42.65,1008.75
20,1.71,44.49,42.99,42.67,1008.75
21,1.80,44.46,42.99,42.66,1008.75
22,1.89,44.43,42.95,42.69,1008.76
23,1.98,44.43,42.91,42.71,1008.76
24,2.07,44.42,42.90,42.74,1008.75
25,2.16,44.39,42.88,42.77,1008.76
26,2.25,44.37,42.85,42.81,1008.76
27,2.34,44.34,42.83,42.85,1008.76
28,2.43,44.32,42.80,42.87,1008.77
29,2.52,44.30,42.78,42.89,1008.77
30,2.61,44.26,42.75,42.90,1008.78
31,2.70,44.25,42.71,42.91,1008.78
32,2.79,44.22,42.69,42.93,1008.78
33,2.88,44.20,42.67,42.93,1008.78
34,2.97,44.18,42.63,42.93,1008.77
35,3.06,44.16,42.59,42.94,1008.78
36,3.15,44.14,42.55,42.94,1008.78
37,3.24,44.11,42.54,42.96,1008.77
38,3.33,44.08,42.52,42.99,1008.77
39,3.42,44.06,42.49,43.01,1008.77
40,3.51,44.05,42.47,43.05,1008.77
41,3.60,44.01,42.44,43.09,1008.77
42,3.69,43.98,42.41,43.10,1008.76
43,3.78,43.96,42.39,43.10,1008.76
44,3.87,43.94,42.37,43.12,1008.76
45,3.96,43.91,42.34,43.12,1008.76
46,4.05,43.88,42.32,43.15,1008.76
47,4.14,43.87,42.29,43.15,1008.76
48,4.23,43.84,42.27,43.18,1008.77
49,4.32,43.82,42.25,43.19,1008.76
50,4.41,43.79,42.23,43.17,1008.77
51,4.50,43.76,42.23,43.18,1008.76
52,4.59,43.73,42.20,43.19,1008.76
53,4.68,43.73,42.19,43.17,1008.75
54,4.77,43.69,42.16,43.17,1008.75
55,4.86,43.65,42.15,43.18,1008.75
56,4.95,43.63,42.12,43.21,1008.75
57,5.04,43.61,42.11,43.25,1008.74
58,5.13,43.60,42.09,43.24,1008.73
59,5.22,43.57,42.04,43.26,1008.73
60,5.31,43.55,42.02,43.27,1008.74
61,5.40,43.53,42.01,43.28,1008.74
62,5.49,43.50,41.99,43.27,1008.74
63,5.58,43.48,41.97,43.30,1008.74
64,5.67,43.46,41.95,43.31,1008.75
65,5.76,43.43,41.91,43.33,1008.75
66,5.85,43.40,41.90,43.32,1008.75
67,5.94,43.37,41.87,43.35,1008.75
68,6.03,43.36,41.85,43.36,1008.75
69,6.12,43.33,41.84,43.34,1008.75
70,6.21,43.30,41.81,43.34,1008.75
71,6.30,43.28,41.79,43.34,1008.75
72,6.39,43.25,41.78,43.34,1008.75
73,6.48,43.22,41.76,43.37,1008.75
74,6.57,43.20,41.74,43.37,1008.75
75,6.66,43.18,41.73,43.40,1008.76
76,6.75,43.16,41.71,43.42,1008.77
77,6.84,43.13,41.69,43.45,1008.77
78,6.93,43.11,41.64,43.48,1008.77
79,7.02,43.07,41.62,43.50,1008.77
80,7.11,43.04,41.59,43.53,1008.77
81,7.20,43.03,41.57,43.59,1008.79
82,7.29,43.01,41.55,43.63,1008.79
83,7.38,42.99,41.53,43.66,1008.80
84,7.47,42.97,41.52,43.63,1008.80
85,7.56,42.95,41.52,43.61,1008.80
86,7.65,42.93,41.52,43.60,1008.80
87,7.74,42.90,41.49,43.60,1008.79
88,7.83,42.87,41.47,43.62,1008.80
89,7.92,42.83,41.45,43.62,1008.80
90,8.01,42.81,41.44,43.66,1008.80
91,8.10,42.78,41.42,43.65,1008.81
92,8.19,42.76,41.39,43.65,1008.81
93,8.28,42.74,41.36,43.64,1008.81
94,8.37,42.72,41.32,43.61,1008.80
95,8.46,42.69,41.30,43.60,1008.79
96,8.55,42.67,41.30,43.60,1008.80
97,8.64,42.65,41.27,43.59,1008.80
98,8.73,42.62,41.24,43.60,1008.79
99,8.82,42.60,41.23,43.58,1008.78
100,8.91,42.58,41.20,43.61,1008.78
101,9.00,42.55,41.17,43.59,1008.77
102,9.09,42.53,41.14,43.64,1008.77
103,9.18,42.51,41.12,43.63,1008.77
104,9.27,42.49,41.10,43.66,1008.77
105,9.36,42.46,41.09,43.67,1008.77
106,9.45,42.44,41.08,43.66,1008.76
107,9.54,42.42,41.05,43.67,1008.76
108,9.63,42.40,41.02,43.70,1008.76
109,9.72,42.37,41.01,43.70,1008.76
