Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.39,43.07,1008.77
2,0.09,44.97,43.19,43.09,1008.77
3,0.18,44.96,43.18,43.08,1008.77
4,0.27,44.93,43.15,43.12,1008.77
5,0.36,44.92,43.13,43.12,1008.76
6,0.45,44.90,43.11,43.14,1008.76
7,0.54,44.88,43.09,43.15,1008.76
8,0.63,44.87,43.07,43.16,1008.76
9,0.72,44.84,43.05,43.16,1008.76
10,0.81,44.82,43.02,43.16,1008.75
11,0.90,44.80,43.00,43.16,1008.76
12,0.99,44.78,42.98,43.15,1008.76
13,1.08,44.76,42.97,43.18,1008.75
14,1.17,44.74,42.95,43.18,1008.75
15,1.26,44.72,42.94,43.20,1008.76
16,1.35,44.70,42.93,43.19,1008.76
17,1.44,44.68,42.90,43.20,1008.76
18,1.53,44.65,42.90,43.20,1008.76
19,1.62,44.63,42.87,43.20,1008.77
20,1.71,44.62,42.84,43.20,1008.77
21,1.80,44.59,42.83,43.20,1008.76
22,1.89,44.57,42.81,43.23,1008.77
23,1.98,44.56,42.80,43.22,1008.76
24,2.07,44.54,42.79,43.21,1008.76
25,2.16,44.52,42.77,43.23,1008.76
26,2.25,44.51,42.75,43.25,1008.77
27,2.34,44.49,42.73,43.25,1008.77
28,2.43,44.47,42.71,43.25,1008.77
29,2.52,44.46,42.70,43.26,1008.77
30,2.61,44.44,42.67,43.28,1008.77
31,2.70,44.42,42.65,43.29,1008.77
32,2.79,44.39,42.63,43.29,1008.78
33,2.88,44.37,42.61,43.30,1008.78
34,2.97,44.35,42.60,43.28,1008.78
35,3.06,44.33,42.58,43.28,1008.78
36,3.15,44.31,42.56,43.29,1008.78
37,3.24,44.30,42.54,43.27,1008.78
38,3.33,44.29,42.53,43.29,1008.78
39,3.42,44.26,42.51,43.30,1008.78
40,3.51,44.24,42.50,43.31,1008.78
41,3.60,44.22,42.49,43.31,1008.78
42,3.69,44.21,42.47,43.31,1008.79
43,3.78,44.19,42.46,43.30,1008.79
44,3.87,44.17,42.44,43.32,1008.79
45,3.96,44.15,42.42,43.33,1008.79
46,4.05,44.13,42.41,43.33,1008.78
47,4.14,44.11,42.39,43.35,1008.78
48,4.23,44.09,42.37,43.34,1008.78
49,4.32,44.07,42.35,43.36,1008.78
50,4.41,44.05,42.34,43.40,1008.78
51,4.50,44.03,42.32,43.40,1008.78
52,4.59,44.01,42.30,43.40,1008.78
53,4.68,43.99,42.28,43.41,1008.78
54,4.77,43.97,42.26,43.44,1008.78
55,4.86,43.96,42.24,43.44,1008.78
56,4.95,43.94,42.23,43.44,1008.78
57,5.04,43.92,42.21,43.42,1008.78
58,5.13,43.91,42.20,43.43,1008.78
59,5.22,43.90,42.17,43.44,1008.78
60,5.31,43.88,42.15,43.44,1008.77
61,5.40,43.87,42.13,43.45,1008.77
62,5.49,43.85,42.12,43.46,1008.77
63,5.58,43.83,42.11,43.47,1008.77
64,5.67,43.81,42.10,43.48,1008.77
65,5.76,43.80,42.08,43.47,1008.77
66,5.85,43.78,42.07,43.48,1008.78
67,5.94,43.76,42.05,43.50,1008.77
68,6.03,43.75,42.04,43.53,1008.77
69,6.12,43.72,42.02,43.56,1008.77
70,6.21,43.70,41.99,43.56,1008.77
71,6.30,43.68,41.97,43.55,1008.78
72,6.39,43.67,41.95,43.55,1008.77
73,6.48,43.65,41.93,43.57,1008.77
74,6.57,43.63,41.91,43.57,1008.77
75,6.66,43.62,41.90,43.58,1008.77
76,6.75,43.60,41.88,43.59,1008.77
77,6.84,43.57,41.87,43.59,1008.78
78,6.93,43.56,41.86,43.62,1008.78
79,7.02,43.54,41.84,43.64,1008.78
80,7.11,43.53,41.83,43.64,1008.78
81,7.20,43.52,41.82,43.63,1008.78
82,7.29,43.50,41.80,43.64,1008.77
83,7.38,43.49,41.79,43.65,1008.77
84,7.47,43.47,41.76,43.66,1008.77
85,7.56,43.45,41.75,43.66,1008.77
86,7.65,43.43,41.73,43.66,1008.77
87,7.74,43.41,41.72,43.66,1008.77
88,7.83,43.40,41.71,43.66,1008.77
89,7.92,43.38,41.68,43.68,1008.77
90,8.01,43.36,41.67,43.68,1008.76
91,8.10,43.34,41.65,43.71,1008.76
92,8.19,43.32,41.64,43.72,1008.76
93,8.28,43.31,41.62,43.73,1008.76
94,8.37,43.28,41.59,43.75,1008.76
95,8.46,43.27,41.57,43.76,1008.76
96,8.55,43.24,41.56,43.76,1008.76
97,8.64,43.22,41.54,43.76,1008.76
98,8.73,43.19,41.51,43.78,1008.77
99,8.82,43.18,41.50,43.79,1008.76
100,8.91,43.16,41.48,43.80,1008.76
101,9.00,43.14,41.47,43.80,1008.76
102,9.09,43.13,41.46,43.82,1008.76
103,9.18,43.11,41.45,43.82,1008.75
104,9.27,43.09,41.43,43.81,1008.75
105,9.36,43.08,41.42,43.84,1008.75
106,9.45,43.06,41.40,43.81,1008.75
107,9.54,43.05,41.38,43.84,1008.75
108,9.63,43.03,41.36,43.84,1008.74
109,9.72,43.02,41.35,43.84,1008.74
110,9.81,43.00,41.33,43.84,1008.75
111,9.90,42.98,41.31,43.84,1008.75
112,9.99,42.96,41.29,43.84,1008.75
113,10.08,42.94,41.28,43.85,1008.75
114,10.17,42.93,41.27,43.84,1008.76
115,10.26,42.91,41.25,43.86,1008.76
116,10.35,42.89,41.24,43.85,1008.76
117,10.44,42.88,41.21,43.84,1008.77
118,10.53,42.86,41.20,43.85,1008.77
119,10.62,42.85,41.18,43.85,1008.77
120,10.71,42.83,41.16,43.87,1008.78
121,10.80,42.81,41.14,43.88,1008.78
122,10.89,42.80,41.13,43.89,1008.78
123,10.98,42.78,41.12,43.90,1008.78
124,11.07,42.77,41.11,43.91,1008.78
125,11.16,42.75,41.10,43.93,1008.79
126,11.25,42.74,41.09,43.92,1008.79
127,11.34,42.72,41.08,43.90,1008.79
128,11.43,42.70,41.07,43.90,1008.79
129,11.52,42.68,41.05,43.91,1008.79
130,11.61,42.66,41.04,43.92,1008.79
131,11.70,42.63,41.03,43.92,1008.79
132,11.79,42.61,41.01,43.91,1008.79
133,11.88,42.59,41.00,43.91,1008.79
134,11.97,42.58,40.98,43.92,1008.79
135,12.06,42.57,40.96,43.92,1008.79
136,12.15,42.56,40.95,43.95,1008.79
137,12.24,42.54,40.93,43.95,1008.79
138,12.33,42.52,40.92,43.95,1008.78
139,12.42,42.51,40.90,43.95,1008.78
140,12.51,42.50,40.89,43.94,1008.77
141,12.60,42.48,40.87,43.95,1008.77
142,12.69,42.47,40.86,43.94,1008.77
143,12.78,42.45,40.84,43.97,1008.76
144,12.87,42.44,40.82,43.99,1008.76
145,12.96,42.42,40.81,43.98,1008.76
146,13.05,42.40,40.80,43.98,1008.76
147,13.14,42.38,40.77,44.01,1008.76
148,13.23,42.36,40.76,44.00,1008.76
149,13.32,42.35,40.75,44.02,1008.76
150,13.41,42.33,40.73,44.03,1008.76
151,13.50,42.32,40.71,44.05,1008.76
152,13.59,42.30,40.70,44.06,1008.76
153,13.68,42.29,40.68,44.07,1008.76
154,13.77,42.27,40.67,44.07,1008.76
155,13.86,42.26,40.66,44.09,1008.75
156,13.95,42.25,40.64,44.10,1008.75
157,14.04,42.23,40.63,44.12,1008.75
158,14.13,42.22,40.62,44.13,1008.76
159,14.22,42.19,40.62,44.14,1008.76
160,14.31,42.18,40.59,44.13,1008.76
161,14.40,42.17,40.58,44.14,1008.76
162,14.49,42.15,40.56,44.13,1008.77
163,14.58,42.14,40.54,44.13,1008.77
164,14.67,42.12,40.51,44.14,1008.77
165,14.76,42.11,40.50,44.13,1008.77
166,14.85,42.09,40.48,44.16,1008.77
167,14.94,42.07,40.46,44.15,1008.77
168,15.03,42.05,40.44,44.16,1008.78
169,15.12,42.04,40.42,44.16,1008.78
170,15.21,42.02,40.40,44.18,1008.78
171,15.30,42.00,40.39,44.18,1008.78
172,15.39,41.98,40.38,44.17,1008.78
173,15.48,41.96,40.36,44.17,1008.78
174,15.57,41.94,40.35,44.19,1008.78
175,15.66,41.93,40.33,44.20,1008.77
176,15.75,41.92,40.32,44.19,1008.78
177,15.84,41.91,40.30,44.20,1008.78
178,15.93,41.89,40.28,44.20,1008.78
179,16.02,41.87,40.28,44.23,1008.77
180,16.11,41.86,40.27,44.25,1008.78
181,16.20,41.85,40.26,44.25,1008.77
182,16.29,41.83,40.24,44.25,1008.77
183,16.38,41.82,40.23,44.27,1008.77
184,16.47,41.80,40.21,44.29,1008.77
185,16.56,41.78,40.19,44.29,1008.77
186,16.65,41.76,40.17,44.30,1008.77
187,16.74,41.75,40.16,44.30,1008.77
188,16.83,41.73,40.15,44.30,1008.76
189,16.92,41.71,40.13,44.28,1008.76
190,17.01,41.70,40.12,44.27,1008.76
191,17.10,41.68,40.11,44.29,1008.76
192,17.19,41.67,40.09,44.31,1008.75
193,17.28,41.65,40.08,44.33,1008.76
194,17.37,41.64,40.06,44.32,1008.75
195,17.46,41.63,40.04,44.32,1008.75
196,17.55,41.61,40.02,44.33,1008.76
197,17.64,41.60,40.01,44.33,1008.76
198,17.73,41.58,40.01,44.33,1008.76
199,17.82,41.57,40.00,44.33,1008.76
200,17.91,41.55,39.99,44.36,1008.76
201,18.00,41.54,39.98,44.37,1008.76
202,18.09,41.53,39.96,44.37,1008.76
203,18.18,41.52,39.94,44.39,1008.76
204,18.27,41.51,39.93,44.38,1008.76
205,18.36,41.50,39.91,44.37,1008.76
206,18.45,41.48,39.90,44.37,1008.76
207,18.54,41.46,39.89,44.40,1008.76
208,18.63,41.44,39.88,44.41,1008.77
209,18.72,41.43,39.87,44.40,1008.77
210,18.81,41.41,39.86,44.40,1008.77
211,18.90,41.40,39.84,44.39,1008.77
212,18.99,41.38,39.82,44.39,1008.78
213,19.08,41.37,39.80,44.39,1008.78
214,19.17,41.36,39.79,44.39,1008.78
215,19.26,41.34,39.77,44.39,1008.78
216,19.35,41.32,39.76,44.38,1008.79
217,19.44,41.30,39.76,44.36,1008.79
218,19.53,41.28,39.75,44.37,1008.79
219,19.62,41.26,39.74,44.38,1008.79
220,19.71,41.24,39.73,44.38,1008.79
221,19.80,41.22,39.72,44.38,1008.80
222,19.89,41.21,39.71,44.38,1008.79
223,19.98,41.19,39.70,44.37,1008.79
224,20.07,41.18,39.69,44.36,1008.79
225,20.16,41.17,39.68,44.36,1008.79
226,20.25,41.15,39.67,44.37,1008.79
227,20.34,41.14,39.65,44.36,1008.79
228,20.43,41.12,39.63,44.36,1008.78
229,20.52,41.10,39.62,44.36,1008.78
230,20.61,41.09,39.60,44.37,1008.78
231,20.70,41.08,39.58,44.35,1008.79
232,20.79,41.06,39.58,44.35,1008.78
233,20.88,41.04,39.56,44.34,1008.78
234,20.97,41.02,39.54,44.35,1008.78
235,21.06,41.01,39.53,44.35,1008.78
236,21.15,41.00,39.52,44.34,1008.78
237,21.24,40.98,39.50,44.37,1008.78
238,21.33,40.97,39.48,44.39,1008.78
