Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.97,41.64,1008.85
2,0.09,45.00,43.95,41.67,1008.85
3,0.18,44.99,43.94,41.69,1008.86
4,0.27,44.98,43.92,41.69,1008.86
5,0.36,44.96,43.91,41.70,1008.86
6,0.45,44.95,43.90,41.69,1008.85
7,0.54,44.94,43.88,41.70,1008.85
8,0.63,44.93,43.87,41.70,1008.85
9,0.72,44.91,43.86,41.70,1008.85
10,0.81,44.90,43.85,41.70,1008.85
11,0.90,44.89,43.83,41.72,1008.85
12,0.99,44.88,43.83,41.70,1008.85
13,1.08,44.87,43.82,41.71,1008.84
14,1.17,44.86,43.83,41.72,1008.85
15,1.26,44.84,43.83,41.73,1008.85
16,1.35,44.82,43.82,41.72,1008.85
17,1.44,44.82,43.81,41.71,1008.85
18,1.53,44.81,43.80,41.70,1008.85
19,1.62,44.80,43.78,41.69,1008.85
20,1.71,44.79,43.77,41.69,1008.86
21,1.80,44.80,43.75,41.69,1008.86
22,1.89,44.79,43.74,41.68,1008.86
23,1.98,44.79,43.73,41.68,1008.86
24,2.07,44.78,43.71,41.70,1008.86
25,2.16,44.76,43.71,41.69,1008.86
26,2.25,44.74,43.70,41.68,1008.86
27,2.34,44.73,43.68,41.68,1008.87
28,2.43,44.71,43.68,41.66,1008.87
29,2.52,44.70,43.67,41.67,1008.88
30,2.61,44.68,43.66,41.67,1008.88
31,2.70,44.68,43.65,41.66,1008.88
32,2.79,44.67,43.63,41.67,1008.88
33,2.88,44.67,43.61,41.68,1008.88
34,2.97,44.66,43.59,41.67,1008.88
35,3.06,44.65,43.60,41.67,1008.87
36,3.15,44.63,43.58,41.65,1008.87
37,3.24,44.61,43.56,41.67,1008.88
38,3.33,44.61,43.55,41.65,1008.88
39,3.42,44.59,43.53,41.66,1008.88
40,3.51,44.59,43.53,41.67,1008.88
41,3.60,44.58,43.52,41.68,1008.88
42,3.69,44.57,43.51,41.66,1008.88
43,3.78,44.55,43.51,41.65,1008.88
44,3.87,44.54,43.50,41.65,1008.88
45,3.96,44.53,43.49,41.65,1008.88
46,4.05,44.50,43.47,41.66,1008.88
47,4.14,44.50,43.46,41.67,1008.88
48,4.23,44.50,43.45,41.68,1008.88
49,4.32,44.48,43.43,41.66,1008.88
50,4.41,44.48,43.43,41.67,1008.88
51,4.50,44.47,43.42,41.69,1008.88
52,4.59,44.44,43.40,41.68,1008.87
53,4.68,44.43,43.39,41.70,1008.88
54,4.77,44.42,43.39,41.70,1008.88
55,4.86,44.41,43.38,41.71,1008.88
56,4.95,44.41,43.38,41.72,1008.88
57,5.04,44.40,43.37,41.72,1008.87
58,5.13,44.39,43.36,41.73,1008.87
59,5.22,44.38,43.35,41.74,1008.87
60,5.31,44.37,43.34,41.72,1008.87
61,5.40,44.36,43.33,41.72,1008.87
62,5.49,44.35,43.32,41.71,1008.86
63,5.58,44.34,43.32,41.71,1008.87
64,5.67,44.33,43.31,41.71,1008.86
65,5.76,44.33,43.30,41.69,1008.86
66,5.85,44.31,43.28,41.70,1008.86
67,5.94,44.31,43.27,41.70,1008.86
68,6.03,44.29,43.26,41.70,1008.86
69,6.12,44.27,43.25,41.69,1008.86
70,6.21,44.25,43.24,41.68,1008.86
71,6.30,44.24,43.24,41.65,1008.86
72,6.39,44.22,43.23,41.64,1008.86
73,6.48,44.22,43.22,41.62,1008.86
74,6.57,44.20,43.22,41.62,1008.86
75,6.66,44.19,43.21,41.66,1008.86
76,6.75,44.17,43.19,41.65,1008.86
