Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.20,42.97,1008.80
2,0.09,44.96,42.99,42.98,1008.81
3,0.18,44.93,42.97,43.01,1008.80
4,0.27,44.91,42.96,43.02,1008.80
5,0.36,44.89,42.94,43.02,1008.80
6,0.45,44.87,42.92,43.03,1008.80
7,0.54,44.86,42.90,43.05,1008.80
8,0.63,44.85,42.88,43.04,1008.81
9,0.72,44.84,42.86,43.06,1008.80
10,0.81,44.82,42.85,43.08,1008.80
11,0.90,44.80,42.83,43.09,1008.80
12,0.99,44.78,42.81,43.10,1008.80
13,1.08,44.77,42.80,43.11,1008.80
14,1.17,44.75,42.78,43.10,1008.81
15,1.26,44.73,42.77,43.11,1008.80
16,1.35,44.71,42.75,43.10,1008.80
17,1.44,44.69,42.74,43.11,1008.80
18,1.53,44.68,42.71,43.12,1008.80
19,1.62,44.66,42.69,43.15,1008.80
20,1.71,44.65,42.68,43.18,1008.80
21,1.80,44.63,42.66,43.20,1008.80
22,1.89,44.60,42.66,43.24,1008.80
23,1.98,44.59,42.64,43.23,1008.80
24,2.07,44.57,42.61,43.26,1008.80
25,2.16,44.54,42.59,43.28,1008.79
26,2.25,44.52,42.57,43.29,1008.79
27,2.34,44.50,42.55,43.32,1008.79
28,2.43,44.48,42.53,43.34,1008.79
29,2.52,44.46,42.52,43.35,1008.79
30,2.61,44.45,42.50,43.36,1008.79
31,2.70,44.43,42.48,43.36,1008.80
32,2.79,44.42,42.47,43.34,1008.79
33,2.88,44.40,42.44,43.34,1008.79
34,2.97,44.38,42.42,43.34,1008.79
35,3.06,44.37,42.41,43.36,1008.80
36,3.15,44.36,42.38,43.37,1008.80
37,3.24,44.35,42.37,43.36,1008.80
38,3.33,44.33,42.35,43.37,1008.80
39,3.42,44.32,42.34,43.39,1008.80
40,3.51,44.30,42.31,43.39,1008.79
41,3.60,44.28,42.29,43.40,1008.79
42,3.69,44.27,42.28,43.42,1008.79
43,3.78,44.26,42.27,43.45,1008.79
44,3.87,44.25,42.25,43.46,1008.79
45,3.96,44.23,42.23,43.48,1008.79
46,4.05,44.21,42.21,43.49,1008.79
47,4.14,44.19,42.20,43.51,1008.79
48,4.23,44.17,42.18,43.50,1008.79
49,4.32,44.16,42.15,43.52,1008.80
50,4.41,44.15,42.14,43.54,1008.79
51,4.50,44.14,42.13,43.55,1008.79
52,4.59,44.12,42.12,43.57,1008.80
53,4.68,44.09,42.10,43.58,1008.80
54,4.77,44.07,42.09,43.58,1008.80
55,4.86,44.05,42.06,43.59,1008.80
56,4.95,44.04,42.05,43.61,1008.80
57,5.04,44.01,42.03,43.62,1008.80
58,5.13,44.00,42.01,43.63,1008.80
59,5.22,43.98,42.00,43.63,1008.80
60,5.31,43.96,41.98,43.64,1008.80
61,5.40,43.94,41.97,43.63,1008.80
62,5.49,43.93,41.95,43.62,1008.80
63,5.58,43.91,41.94,43.62,1008.80
64,5.67,43.89,41.92,43.65,1008.81
