Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.53,42.98,1008.78
2,0.09,45.02,43.33,42.98,1008.79
3,0.18,45.00,43.32,42.98,1008.79
4,0.27,44.99,43.31,42.98,1008.79
5,0.36,44.97,43.30,43.00,1008.79
6,0.45,44.96,43.29,43.01,1008.80
7,0.54,44.95,43.28,43.01,1008.80
8,0.63,44.93,43.27,42.99,1008.80
9,0.72,44.92,43.26,43.01,1008.80
10,0.81,44.91,43.25,43.02,1008.80
11,0.90,44.89,43.23,43.05,1008.81
12,0.99,44.88,43.21,43.05,1008.81
13,1.08,44.87,43.20,43.04,1008.81
14,1.17,44.85,43.19,43.07,1008.81
15,1.26,44.83,43.17,43.10,1008.81
16,1.35,44.82,43.17,43.11,1008.82
17,1.44,44.80,43.17,43.13,1008.82
18,1.53,44.80,43.16,43.17,1008.82
19,1.62,44.79,43.14,43.17,1008.82
20,1.71,44.78,43.13,43.17,1008.82
21,1.80,44.78,43.12,43.19,1008.82
22,1.89,44.76,43.11,43.19,1008.82
23,1.98,44.74,43.10,43.18,1008.82
24,2.07,44.73,43.08,43.18,1008.82
25,2.16,44.70,43.08,43.17,1008.81
26,2.25,44.70,43.06,43.20,1008.82
27,2.34,44.68,43.04,43.22,1008.81
28,2.43,44.67,43.03,43.25,1008.81
29,2.52,44.66,43.02,43.27,1008.81
30,2.61,44.64,43.01,43.28,1008.81
31,2.70,44.63,42.99,43.28,1008.81
32,2.79,44.61,42.98,43.28,1008.81
33,2.88,44.58,42.98,43.29,1008.81
34,2.97,44.57,42.97,43.29,1008.81
35,3.06,44.55,42.96,43.28,1008.81
36,3.15,44.54,42.94,43.29,1008.80
37,3.24,44.53,42.93,43.33,1008.81
38,3.33,44.52,42.91,43.36,1008.80
39,3.42,44.50,42.92,43.43,1008.79
40,3.51,44.50,42.90,43.44,1008.79
41,3.60,44.48,42.89,43.48,1008.80
42,3.69,44.47,42.88,43.46,1008.80
43,3.78,44.45,42.87,43.44,1008.80
44,3.87,44.44,42.86,43.45,1008.80
