Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.59,42.55,1008.76
2,0.09,44.95,43.38,42.59,1008.76
3,0.18,44.94,43.36,42.60,1008.75
4,0.27,44.91,43.34,42.62,1008.75
5,0.36,44.88,43.32,42.63,1008.75
6,0.45,44.86,43.29,42.63,1008.74
7,0.54,44.83,43.28,42.65,1008.75
8,0.63,44.80,43.26,42.66,1008.74
9,0.72,44.77,43.23,42.67,1008.74
10,0.81,44.75,43.20,42.67,1008.74
11,0.90,44.72,43.18,42.69,1008.74
12,0.99,44.70,43.16,42.69,1008.74
13,1.08,44.68,43.12,42.70,1008.74
14,1.17,44.66,43.10,42.72,1008.74
15,1.26,44.63,43.08,42.74,1008.74
16,1.35,44.60,43.05,42.75,1008.74
17,1.44,44.57,43.03,42.78,1008.74
18,1.53,44.55,43.00,42.77,1008.74
19,1.62,44.53,42.98,42.78,1008.74
20,1.71,44.50,42.96,42.79,1008.74
21,1.80,44.47,42.94,42.79,1008.74
22,1.89,44.45,42.91,42.82,1008.75
23,1.98,44.43,42.88,42.82,1008.75
24,2.07,44.41,42.87,42.84,1008.75
25,2.16,44.39,42.84,42.87,1008.75
26,2.25,44.36,42.81,42.89,1008.75
27,2.34,44.33,42.79,42.91,1008.76
28,2.43,44.30,42.77,42.93,1008.76
29,2.52,44.27,42.75,42.96,1008.76
30,2.61,44.25,42.72,42.96,1008.76
31,2.70,44.23,42.69,42.98,1008.76
32,2.79,44.20,42.67,43.01,1008.76
33,2.88,44.18,42.65,43.01,1008.76
34,2.97,44.15,42.62,43.02,1008.76
35,3.06,44.13,42.58,43.05,1008.76
36,3.15,44.10,42.56,43.05,1008.76
37,3.24,44.08,42.54,43.07,1008.76
38,3.33,44.06,42.52,43.09,1008.76
39,3.42,44.04,42.49,43.11,1008.76
40,3.51,44.02,42.47,43.13,1008.76
41,3.60,43.99,42.45,43.15,1008.75
42,3.69,43.97,42.43,43.16,1008.75
43,3.78,43.94,42.40,43.18,1008.75
44,3.87,43.92,42.37,43.20,1008.75
45,3.96,43.90,42.35,43.22,1008.75
46,4.05,43.87,42.33,43.21,1008.75
47,4.14,43.85,42.29,43.21,1008.75
48,4.23,43.83,42.28,43.22,1008.76
49,4.32,43.81,42.26,43.23,1008.76
50,4.41,43.78,42.22,43.21,1008.76
51,4.50,43.75,42.21,43.22,1008.75
52,4.59,43.73,42.18,43.22,1008.75
53,4.68,43.71,42.16,43.21,1008.75
54,4.77,43.69,42.13,43.22,1008.75
55,4.86,43.65,42.11,43.25,1008.74
56,4.95,43.63,42.08,43.28,1008.75
57,5.04,43.61,42.06,43.28,1008.74
58,5.13,43.59,42.04,43.29,1008.73
59,5.22,43.57,42.00,43.31,1008.74
60,5.31,43.55,41.98,43.31,1008.73
61,5.40,43.53,41.97,43.31,1008.74
62,5.49,43.51,41.95,43.33,1008.74
63,5.58,43.49,41.93,43.35,1008.74
64,5.67,43.47,41.91,43.35,1008.75
65,5.76,43.45,41.88,43.35,1008.75
66,5.85,43.42,41.86,43.37,1008.74
67,5.94,43.39,41.84,43.37,1008.74
68,6.03,43.38,41.81,43.38,1008.74
69,6.12,43.35,41.80,43.37,1008.74
70,6.21,43.33,41.77,43.38,1008.74
71,6.30,43.30,41.75,43.40,1008.73
72,6.39,43.27,41.72,43.40,1008.74
73,6.48,43.24,41.70,43.42,1008.74
74,6.57,43.21,41.68,43.43,1008.74
75,6.66,43.18,41.66,43.45,1008.75
76,6.75,43.16,41.64,43.46,1008.75
77,6.84,43.13,41.62,43.48,1008.75
78,6.93,43.11,41.59,43.48,1008.75
79,7.02,43.09,41.57,43.49,1008.75
80,7.11,43.05,41.55,43.51,1008.75
81,7.20,43.03,41.53,43.52,1008.75
82,7.29,43.02,41.51,43.55,1008.75
83,7.38,43.00,41.49,43.56,1008.73
84,7.47,42.98,41.47,43.54,1008.74
85,7.56,42.95,41.45,43.55,1008.76
86,7.65,42.93,41.44,43.53,1008.76
87,7.74,42.90,41.42,43.55,1008.76
88,7.83,42.87,41.40,43.57,1008.76
89,7.92,42.85,41.37,43.57,1008.76
90,8.01,42.83,41.34,43.60,1008.76
91,8.10,42.80,41.32,43.60,1008.76
92,8.19,42.77,41.29,43.62,1008.76
93,8.28,42.74,41.27,43.63,1008.76
