Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.07,41.03,1008.30
2,0.09,44.96,43.10,41.03,1008.30
3,0.18,44.94,43.08,41.04,1008.30
4,0.27,44.92,43.07,41.04,1008.31
5,0.36,44.89,43.04,41.06,1008.31
6,0.45,44.88,43.03,41.08,1008.30
7,0.54,44.85,43.01,41.07,1008.31
8,0.63,44.83,43.00,41.07,1008.32
9,0.72,44.81,42.98,41.08,1008.33
10,0.81,44.78,42.96,41.09,1008.33
11,0.90,44.76,42.94,41.09,1008.34
12,0.99,44.74,42.93,41.09,1008.34
13,1.08,44.72,42.91,41.07,1008.35
14,1.17,44.69,42.88,41.08,1008.36
15,1.26,44.67,42.85,41.08,1008.36
16,1.35,44.64,42.82,41.09,1008.36
17,1.44,44.63,42.79,41.09,1008.37
18,1.53,44.59,42.77,41.08,1008.37
19,1.62,44.58,42.76,41.09,1008.38
20,1.71,44.56,42.75,41.09,1008.38
21,1.80,44.54,42.72,41.09,1008.38
22,1.89,44.52,42.71,41.11,1008.38
23,1.98,44.50,42.69,41.10,1008.39
24,2.07,44.48,42.65,41.10,1008.39
25,2.16,44.46,42.64,41.08,1008.38
26,2.25,44.45,42.61,41.08,1008.38
27,2.34,44.44,42.59,41.07,1008.38
28,2.43,44.42,42.54,41.05,1008.37
29,2.52,44.40,42.53,41.06,1008.36
30,2.61,44.38,42.50,41.06,1008.36
31,2.70,44.36,42.49,41.05,1008.35
32,2.79,44.34,42.45,41.05,1008.36
33,2.88,44.32,42.43,41.06,1008.37
34,2.97,44.30,42.41,41.05,1008.37
35,3.06,44.28,42.40,41.05,1008.36
36,3.15,44.25,42.38,41.04,1008.36
37,3.24,44.23,42.36,41.03,1008.36
38,3.33,44.21,42.34,41.02,1008.36
39,3.42,44.19,42.31,41.03,1008.35
40,3.51,44.17,42.30,41.02,1008.35
41,3.60,44.15,42.28,41.03,1008.35
42,3.69,44.14,42.26,41.03,1008.34
43,3.78,44.11,42.23,41.01,1008.33
44,3.87,44.11,42.20,41.00,1008.33
45,3.96,44.10,42.18,40.99,1008.33
46,4.05,44.08,42.16,41.00,1008.33
47,4.14,44.05,42.13,40.99,1008.33
48,4.23,44.02,42.10,40.99,1008.33
49,4.32,44.00,42.09,41.00,1008.33
50,4.41,43.98,42.07,41.01,1008.32
51,4.50,43.96,42.05,41.01,1008.31
52,4.59,43.95,42.03,41.01,1008.31
53,4.68,43.94,42.02,41.00,1008.32
54,4.77,43.92,42.00,40.98,1008.31
55,4.86,43.90,41.99,40.97,1008.31
56,4.95,43.89,41.98,40.99,1008.30
57,5.04,43.87,41.97,40.98,1008.30
58,5.13,43.85,41.96,40.98,1008.30
59,5.22,43.83,41.94,40.98,1008.30
60,5.31,43.82,41.92,40.99,1008.30
61,5.40,43.81,41.90,41.00,1008.31
62,5.49,43.80,41.88,41.00,1008.32
63,5.58,43.78,41.86,41.00,1008.32
64,5.67,43.77,41.84,41.00,1008.32
65,5.76,43.75,41.83,41.01,1008.32
66,5.85,43.72,41.82,41.03,1008.33
67,5.94,43.70,41.81,41.02,1008.33
68,6.03,43.68,41.81,41.02,1008.33
69,6.12,43.66,41.79,41.02,1008.33
70,6.21,43.65,41.79,41.02,1008.33
71,6.30,43.63,41.77,41.02,1008.33
72,6.39,43.61,41.76,41.03,1008.34
73,6.48,43.59,41.74,41.03,1008.34
74,6.57,43.56,41.75,41.02,1008.35
75,6.66,43.54,41.72,41.00,1008.35
76,6.75,43.53,41.71,41.01,1008.35
77,6.84,43.50,41.70,40.99,1008.35
78,6.93,43.48,41.68,41.00,1008.35
79,7.02,43.46,41.67,41.01,1008.35
80,7.11,43.44,41.66,41.01,1008.36
81,7.20,43.42,41.64,41.01,1008.36
82,7.29,43.39,41.62,41.00,1008.36
83,7.38,43.37,41.60,41.02,1008.35
84,7.47,43.36,41.58,41.01,1008.35
85,7.56,43.33,41.56,41.02,1008.35
86,7.65,43.31,41.56,41.02,1008.35
87,7.74,43.29,41.53,41.02,1008.34
88,7.83,43.28,41.51,41.03,1008.35
89,7.92,43.27,41.49,41.04,1008.35
90,8.01,43.24,41.47,41.04,1008.35
91,8.10,43.22,41.44,41.05,1008.34
92,8.19,43.20,41.42,41.04,1008.33
93,8.28,43.18,41.40,41.05,1008.33
