Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.18,43.63,1008.35
2,0.09,45.00,42.98,43.63,1008.34
3,0.18,44.96,42.94,43.63,1008.35
4,0.27,44.93,42.91,43.68,1008.34
5,0.36,44.89,42.88,43.66,1008.35
6,0.45,44.88,42.85,43.67,1008.35
7,0.54,44.84,42.81,43.69,1008.35
8,0.63,44.79,42.77,43.70,1008.36
9,0.72,44.76,42.74,43.71,1008.37
10,0.81,44.69,42.72,43.73,1008.39
11,0.90,44.65,42.70,43.74,1008.38
12,0.99,44.62,42.66,43.75,1008.40
13,1.08,44.60,42.65,43.74,1008.41
14,1.17,44.55,42.60,43.77,1008.42
15,1.26,44.52,42.56,43.76,1008.43
16,1.35,44.48,42.52,43.80,1008.44
17,1.44,44.45,42.50,43.82,1008.44
18,1.53,44.42,42.46,43.83,1008.45
19,1.62,44.39,42.42,43.87,1008.44
20,1.71,44.33,42.41,43.91,1008.46
21,1.80,44.30,42.35,43.92,1008.46
22,1.89,44.27,42.32,43.98,1008.46
23,1.98,44.24,42.29,43.95,1008.46
24,2.07,44.20,42.25,43.99,1008.45
25,2.16,44.14,42.22,44.02,1008.44
26,2.25,44.12,42.17,44.03,1008.45
27,2.34,44.07,42.13,44.06,1008.45
28,2.43,44.03,42.11,44.06,1008.42
29,2.52,43.98,42.07,44.09,1008.43
30,2.61,43.94,42.04,44.11,1008.40
31,2.70,43.92,41.99,44.10,1008.40
32,2.79,43.87,41.94,44.12,1008.40
33,2.88,43.84,41.91,44.14,1008.38
34,2.97,43.80,41.89,44.17,1008.36
35,3.06,43.75,41.88,44.16,1008.36
36,3.15,43.72,41.86,44.16,1008.35
37,3.24,43.70,41.80,44.13,1008.34
38,3.33,43.68,41.78,44.13,1008.34
39,3.42,43.64,41.73,44.13,1008.34
40,3.51,43.59,41.69,44.14,1008.33
41,3.60,43.57,41.66,44.13,1008.32
42,3.69,43.54,41.61,44.12,1008.32
43,3.78,43.49,41.59,44.08,1008.31
44,3.87,43.45,41.56,44.12,1008.31
45,3.96,43.41,41.51,44.11,1008.32
46,4.05,43.37,41.48,44.14,1008.31
47,4.14,43.32,41.45,44.15,1008.34
48,4.23,43.29,41.42,44.17,1008.34
49,4.32,43.26,41.38,44.17,1008.35
50,4.41,43.23,41.33,44.20,1008.36
51,4.50,43.18,41.31,44.18,1008.37
52,4.59,43.16,41.26,44.17,1008.35
53,4.68,43.13,41.23,44.19,1008.36
54,4.77,43.11,41.19,44.18,1008.37
55,4.86,43.07,41.14,44.22,1008.38
56,4.95,43.05,41.10,44.24,1008.40
