Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.39,41.54,1008.41
2,0.09,44.95,43.36,41.52,1008.42
3,0.18,44.92,43.33,41.51,1008.42
4,0.27,44.91,43.28,41.51,1008.42
5,0.36,44.89,43.27,41.53,1008.41
6,0.45,44.87,43.25,41.50,1008.42
7,0.54,44.84,43.21,41.51,1008.42
8,0.63,44.82,43.19,41.50,1008.41
9,0.72,44.79,43.17,41.51,1008.41
10,0.81,44.77,43.11,41.51,1008.41
11,0.90,44.74,43.06,41.49,1008.40
12,0.99,44.72,43.04,41.48,1008.39
13,1.08,44.69,43.02,41.46,1008.37
14,1.17,44.66,43.00,41.46,1008.36
15,1.26,44.64,42.97,41.49,1008.35
16,1.35,44.59,42.93,41.47,1008.34
17,1.44,44.58,42.88,41.48,1008.34
18,1.53,44.56,42.86,41.49,1008.35
19,1.62,44.53,42.85,41.49,1008.34
20,1.71,44.50,42.85,41.50,1008.33
21,1.80,44.48,42.82,41.49,1008.31
22,1.89,44.45,42.80,41.49,1008.30
23,1.98,44.43,42.78,41.47,1008.30
24,2.07,44.42,42.73,41.47,1008.30
25,2.16,44.42,42.72,41.47,1008.29
26,2.25,44.40,42.69,41.48,1008.30
27,2.34,44.37,42.66,41.49,1008.30
28,2.43,44.34,42.64,41.48,1008.32
29,2.52,44.31,42.60,41.47,1008.32
30,2.61,44.28,42.60,41.49,1008.32
31,2.70,44.24,42.58,41.50,1008.32
32,2.79,44.22,42.55,41.51,1008.32
33,2.88,44.19,42.55,41.50,1008.32
34,2.97,44.16,42.54,41.50,1008.32
35,3.06,44.13,42.52,41.49,1008.31
36,3.15,44.12,42.51,41.50,1008.33
37,3.24,44.07,42.47,41.49,1008.33
38,3.33,44.05,42.45,41.46,1008.33
39,3.42,44.02,42.45,41.49,1008.32
40,3.51,44.00,42.42,41.48,1008.33
41,3.60,43.96,42.39,41.48,1008.32
42,3.69,43.94,42.36,41.47,1008.33
43,3.78,43.92,42.33,41.48,1008.33
44,3.87,43.90,42.30,41.50,1008.33
45,3.96,43.88,42.28,41.48,1008.32
46,4.05,43.86,42.27,41.49,1008.33
47,4.14,43.83,42.24,41.51,1008.34
48,4.23,43.80,42.23,41.49,1008.35
49,4.32,43.77,42.20,41.50,1008.36
50,4.41,43.75,42.17,41.52,1008.37
51,4.50,43.71,42.16,41.54,1008.38
52,4.59,43.67,42.15,41.53,1008.39
53,4.68,43.65,42.14,41.54,1008.40
54,4.77,43.63,42.11,41.53,1008.41
55,4.86,43.60,42.09,41.55,1008.42
56,4.95,43.57,42.09,41.52,1008.42
57,5.04,43.55,42.08,41.52,1008.44
58,5.13,43.51,42.05,41.52,1008.44
59,5.22,43.48,42.00,41.52,1008.46
60,5.31,43.45,41.96,41.51,1008.46
61,5.40,43.42,41.95,41.54,1008.44
62,5.49,43.41,41.91,41.51,1008.44
63,5.58,43.39,41.89,41.52,1008.43
64,5.67,43.35,41.87,41.55,1008.42
65,5.76,43.32,41.87,41.55,1008.42
66,5.85,43.30,41.83,41.56,1008.41
67,5.94,43.26,41.81,41.55,1008.40
68,6.03,43.24,41.79,41.56,1008.39
69,6.12,43.21,41.77,41.55,1008.38
70,6.21,43.17,41.76,41.55,1008.36
71,6.30,43.15,41.75,41.57,1008.37
72,6.39,43.13,41.70,41.56,1008.36
73,6.48,43.12,41.68,41.56,1008.35
74,6.57,43.09,41.66,41.57,1008.33
75,6.66,43.05,41.64,41.57,1008.33
76,6.75,43.03,41.62,41.57,1008.32
77,6.84,43.00,41.59,41.57,1008.33
78,6.93,42.99,41.56,41.56,1008.34
79,7.02,42.97,41.54,41.54,1008.31
80,7.11,42.93,41.51,41.54,1008.32
81,7.20,42.88,41.49,41.56,1008.32
82,7.29,42.87,41.47,41.53,1008.30
83,7.38,42.85,41.43,41.53,1008.30
84,7.47,42.81,41.40,41.53,1008.30
85,7.56,42.78,41.38,41.54,1008.29
