Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.87,42.72,1008.85
2,0.09,44.98,43.66,42.74,1008.85
3,0.18,44.97,43.64,42.73,1008.85
4,0.27,44.95,43.61,42.76,1008.84
5,0.36,44.94,43.59,42.79,1008.84
6,0.45,44.93,43.59,42.79,1008.84
7,0.54,44.91,43.57,42.83,1008.83
8,0.63,44.89,43.55,42.87,1008.84
9,0.72,44.88,43.54,42.85,1008.83
10,0.81,44.86,43.52,42.87,1008.83
11,0.90,44.85,43.51,42.87,1008.83
12,0.99,44.84,43.49,42.88,1008.83
13,1.08,44.82,43.47,42.87,1008.83
14,1.17,44.80,43.45,42.86,1008.84
15,1.26,44.77,43.43,42.87,1008.84
16,1.35,44.75,43.41,42.89,1008.84
17,1.44,44.73,43.40,42.89,1008.84
18,1.53,44.73,43.39,42.90,1008.84
19,1.62,44.71,43.38,42.88,1008.84
20,1.71,44.69,43.36,42.88,1008.84
21,1.80,44.67,43.33,42.91,1008.84
22,1.89,44.66,43.31,42.89,1008.84
23,1.98,44.64,43.30,42.89,1008.84
24,2.07,44.63,43.29,42.93,1008.84
25,2.16,44.61,43.27,42.94,1008.84
26,2.25,44.60,43.26,42.94,1008.84
27,2.34,44.57,43.25,42.95,1008.84
28,2.43,44.56,43.23,42.98,1008.84
29,2.52,44.53,43.22,43.02,1008.84
30,2.61,44.52,43.20,43.08,1008.85
31,2.70,44.50,43.20,43.05,1008.85
32,2.79,44.49,43.19,43.05,1008.85
33,2.88,44.47,43.17,43.04,1008.85
34,2.97,44.45,43.15,43.03,1008.85
35,3.06,44.42,43.13,43.05,1008.85
36,3.15,44.40,43.10,43.00,1008.85
37,3.24,44.38,43.08,43.02,1008.85
38,3.33,44.38,43.06,43.04,1008.85
39,3.42,44.36,43.05,43.06,1008.86
40,3.51,44.34,43.03,43.07,1008.86
41,3.60,44.33,43.01,43.07,1008.86
42,3.69,44.33,43.00,43.08,1008.86
43,3.78,44.31,42.99,43.11,1008.86
44,3.87,44.29,42.95,43.12,1008.86
45,3.96,44.27,42.93,43.14,1008.86
46,4.05,44.26,42.91,43.14,1008.87
47,4.14,44.24,42.89,43.15,1008.86
48,4.23,44.23,42.87,43.17,1008.86
49,4.32,44.20,42.85,43.15,1008.86
50,4.41,44.19,42.83,43.15,1008.86
51,4.50,44.17,42.82,43.16,1008.86
52,4.59,44.15,42.80,43.16,1008.86
53,4.68,44.13,42.80,43.16,1008.86
54,4.77,44.12,42.78,43.15,1008.86
55,4.86,44.11,42.78,43.17,1008.86
56,4.95,44.10,42.77,43.18,1008.85
57,5.04,44.08,42.75,43.18,1008.85
58,5.13,44.07,42.74,43.21,1008.84
59,5.22,44.05,42.74,43.21,1008.84
60,5.31,44.03,42.72,43.21,1008.84
61,5.40,44.01,42.69,43.20,1008.85
62,5.49,43.99,42.68,43.23,1008.84
63,5.58,43.98,42.65,43.24,1008.84
64,5.67,43.96,42.63,43.27,1008.84
65,5.76,43.95,42.62,43.26,1008.84
66,5.85,43.93,42.60,43.26,1008.84
67,5.94,43.92,42.58,43.28,1008.84
68,6.03,43.89,42.57,43.33,1008.84
69,6.12,43.88,42.56,43.35,1008.83
70,6.21,43.86,42.54,43.35,1008.84
71,6.30,43.84,42.53,43.38,1008.84
72,6.39,43.83,42.50,43.37,1008.83
73,6.48,43.80,42.50,43.41,1008.83
74,6.57,43.80,42.48,43.45,1008.83
75,6.66,43.78,42.46,43.42,1008.83
76,6.75,43.76,42.46,43.44,1008.83
77,6.84,43.74,42.45,43.49,1008.83
78,6.93,43.72,42.45,43.51,1008.83
79,7.02,43.71,42.43,43.53,1008.83
80,7.11,43.70,42.41,43.53,1008.83
81,7.20,43.68,42.40,43.57,1008.82
82,7.29,43.66,42.39,43.58,1008.82
83,7.38,43.64,42.37,43.59,1008.82
84,7.47,43.61,42.35,43.59,1008.82
85,7.56,43.59,42.33,43.57,1008.81
86,7.65,43.57,42.32,43.56,1008.81
87,7.74,43.56,42.31,43.56,1008.81
88,7.83,43.54,42.31,43.59,1008.81
89,7.92,43.53,42.29,43.57,1008.81
90,8.01,43.52,42.27,43.59,1008.81
91,8.10,43.50,42.27,43.61,1008.80
92,8.19,43.49,42.27,43.58,1008.80
93,8.28,43.48,42.25,43.60,1008.80
94,8.37,43.47,42.23,43.61,1008.80
95,8.46,43.45,42.21,43.65,1008.80
96,8.55,43.42,42.19,43.66,1008.80
97,8.64,43.41,42.16,43.68,1008.80
98,8.73,43.40,42.15,43.73,1008.80
