Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.72,42.37,1008.92
2,0.09,44.97,43.49,42.36,1008.92
3,0.18,44.97,43.48,42.39,1008.92
4,0.27,44.95,43.48,42.43,1008.92
5,0.36,44.95,43.46,42.39,1008.92
6,0.45,44.94,43.45,42.43,1008.92
7,0.54,44.93,43.45,42.45,1008.92
8,0.63,44.91,43.45,42.45,1008.92
9,0.72,44.90,43.43,42.51,1008.92
10,0.81,44.88,43.42,42.53,1008.92
11,0.90,44.87,43.41,42.51,1008.92
12,0.99,44.85,43.40,42.56,1008.93
13,1.08,44.84,43.40,42.60,1008.93
14,1.17,44.83,43.38,42.60,1008.92
15,1.26,44.81,43.37,42.59,1008.92
16,1.35,44.80,43.35,42.62,1008.93
17,1.44,44.79,43.33,42.62,1008.94
18,1.53,44.77,43.31,42.65,1008.94
19,1.62,44.76,43.29,42.63,1008.94
20,1.71,44.74,43.28,42.62,1008.94
21,1.80,44.73,43.26,42.62,1008.94
22,1.89,44.72,43.26,42.61,1008.94
23,1.98,44.71,43.26,42.62,1008.95
24,2.07,44.70,43.24,42.60,1008.95
25,2.16,44.68,43.24,42.59,1008.95
26,2.25,44.67,43.24,42.59,1008.95
27,2.34,44.66,43.23,42.60,1008.95
28,2.43,44.66,43.21,42.59,1008.95
29,2.52,44.64,43.19,42.58,1008.95
30,2.61,44.62,43.19,42.59,1008.95
31,2.70,44.62,43.17,42.58,1008.95
32,2.79,44.60,43.17,42.57,1008.96
33,2.88,44.60,43.16,42.56,1008.96
34,2.97,44.58,43.15,42.55,1008.96
35,3.06,44.56,43.14,42.56,1008.96
36,3.15,44.54,43.14,42.57,1008.96
37,3.24,44.53,43.12,42.54,1008.96
38,3.33,44.52,43.12,42.56,1008.96
39,3.42,44.51,43.11,42.61,1008.96
40,3.51,44.50,43.09,42.63,1008.96
41,3.60,44.49,43.09,42.66,1008.96
42,3.69,44.48,43.08,42.67,1008.96
43,3.78,44.47,43.06,42.65,1008.96
