Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.22,42.66,1008.78
2,0.09,44.96,43.03,42.67,1008.79
3,0.18,44.93,43.01,42.70,1008.78
4,0.27,44.91,43.00,42.69,1008.78
5,0.36,44.90,42.97,42.68,1008.77
6,0.45,44.88,42.96,42.72,1008.78
7,0.54,44.87,42.92,42.72,1008.77
8,0.63,44.86,42.90,42.72,1008.77
9,0.72,44.85,42.88,42.76,1008.77
10,0.81,44.83,42.87,42.78,1008.77
11,0.90,44.81,42.87,42.77,1008.76
12,0.99,44.79,42.85,42.76,1008.76
13,1.08,44.77,42.83,42.77,1008.76
14,1.17,44.74,42.81,42.75,1008.77
15,1.26,44.73,42.80,42.77,1008.76
16,1.35,44.71,42.78,42.75,1008.77
17,1.44,44.70,42.77,42.77,1008.76
18,1.53,44.67,42.73,42.79,1008.76
19,1.62,44.65,42.71,42.84,1008.75
20,1.71,44.64,42.71,42.86,1008.75
21,1.80,44.62,42.68,42.90,1008.75
22,1.89,44.60,42.69,42.92,1008.76
23,1.98,44.59,42.66,42.94,1008.77
24,2.07,44.56,42.63,42.96,1008.77
25,2.16,44.55,42.62,42.98,1008.76
26,2.25,44.52,42.60,42.97,1008.76
27,2.34,44.49,42.58,42.99,1008.76
28,2.43,44.46,42.55,43.01,1008.77
29,2.52,44.44,42.54,43.04,1008.77
30,2.61,44.44,42.53,43.04,1008.77
31,2.70,44.42,42.51,43.03,1008.77
32,2.79,44.42,42.49,43.01,1008.77
33,2.88,44.40,42.47,43.00,1008.78
34,2.97,44.39,42.45,43.01,1008.78
35,3.06,44.38,42.44,43.04,1008.79
36,3.15,44.36,42.43,43.10,1008.79
37,3.24,44.35,42.42,43.11,1008.79
38,3.33,44.34,42.38,43.13,1008.78
39,3.42,44.32,42.38,43.14,1008.79
40,3.51,44.31,42.35,43.15,1008.79
41,3.60,44.28,42.33,43.15,1008.79
42,3.69,44.27,42.31,43.17,1008.80
43,3.78,44.26,42.30,43.17,1008.80
44,3.87,44.26,42.27,43.18,1008.80
45,3.96,44.24,42.26,43.20,1008.80
46,4.05,44.21,42.24,43.22,1008.80
47,4.14,44.20,42.23,43.24,1008.80
48,4.23,44.18,42.22,43.21,1008.80
49,4.32,44.16,42.20,43.24,1008.80
50,4.41,44.15,42.18,43.27,1008.79
51,4.50,44.14,42.18,43.28,1008.78
52,4.59,44.13,42.17,43.29,1008.78
53,4.68,44.12,42.14,43.32,1008.78
54,4.77,44.09,42.12,43.29,1008.77
55,4.86,44.08,42.10,43.27,1008.78
56,4.95,44.07,42.08,43.27,1008.77
57,5.04,44.05,42.06,43.28,1008.77
58,5.13,44.03,42.04,43.28,1008.77
59,5.22,44.02,42.01,43.30,1008.77
60,5.31,43.99,42.00,43.30,1008.77
61,5.40,43.97,41.99,43.29,1008.77
62,5.49,43.96,41.95,43.29,1008.77
63,5.58,43.94,41.94,43.28,1008.77
64,5.67,43.93,41.93,43.32,1008.77
65,5.76,43.90,41.91,43.33,1008.76
66,5.85,43.88,41.90,43.34,1008.76
67,5.94,43.85,41.89,43.35,1008.75
68,6.03,43.83,41.88,43.33,1008.75
69,6.12,43.83,41.87,43.33,1008.75
70,6.21,43.80,41.85,43.35,1008.75
71,6.30,43.79,41.83,43.34,1008.74
72,6.39,43.76,41.81,43.35,1008.75
73,6.48,43.75,41.81,43.36,1008.74
74,6.57,43.74,41.79,43.40,1008.74
75,6.66,43.72,41.79,43.37,1008.74
76,6.75,43.69,41.77,43.39,1008.73
77,6.84,43.67,41.74,43.38,1008.73
78,6.93,43.66,41.73,43.39,1008.73
79,7.02,43.64,41.71,43.36,1008.73
80,7.11,43.61,41.70,43.39,1008.72
81,7.20,43.60,41.70,43.44,1008.72
82,7.29,43.58,41.67,43.45,1008.72
83,7.38,43.56,41.67,43.45,1008.72
84,7.47,43.54,41.65,43.49,1008.72
85,7.56,43.53,41.64,43.51,1008.73
86,7.65,43.51,41.64,43.54,1008.73
87,7.74,43.49,41.64,43.55,1008.74
88,7.83,43.47,41.63,43.56,1008.74
89,7.92,43.45,41.63,43.55,1008.74
90,8.01,43.45,41.63,43.57,1008.74
91,8.10,43.43,41.61,43.65,1008.75
92,8.19,43.41,41.60,43.67,1008.76
93,8.28,43.39,41.58,43.67,1008.75
94,8.37,43.37,41.57,43.69,1008.75
95,8.46,43.36,41.56,43.70,1008.76
96,8.55,43.34,41.54,43.70,1008.77
97,8.64,43.33,41.52,43.71,1008.77
98,8.73,43.31,41.51,43.71,1008.77
99,8.82,43.30,41.47,43.68,1008.77
100,8.91,43.27,41.47,43.73,1008.78
101,9.00,43.26,41.44,43.75,1008.78
102,9.09,43.26,41.41,43.74,1008.78
103,9.18,43.23,41.38,43.74,1008.78
104,9.27,43.22,41.38,43.75,1008.78
105,9.36,43.19,41.37,43.78,1008.78
106,9.45,43.15,41.35,43.79,1008.78
107,9.54,43.14,41.33,43.79,1008.78
108,9.63,43.13,41.31,43.82,1008.77
109,9.72,43.12,41.30,43.83,1008.77
110,9.81,43.11,41.28,43.87,1008.76
111,9.90,43.09,41.27,43.89,1008.77
112,9.99,43.07,41.25,43.91,1008.77
113,10.08,43.04,41.23,43.93,1008.78
114,10.17,43.01,41.20,43.92,1008.77
115,10.26,42.99,41.20,43.93,1008.77
116,10.35,42.99,41.18,43.95,1008.77
117,10.44,42.98,41.17,43.97,1008.77
118,10.53,42.96,41.14,43.97,1008.77
119,10.62,42.95,41.12,43.98,1008.76
120,10.71,42.92,41.11,43.97,1008.76
121,10.80,42.92,41.09,43.99,1008.76
122,10.89,42.90,41.06,43.98,1008.75
123,10.98,42.89,41.02,43.97,1008.76
124,11.07,42.88,41.01,43.96,1008.75
125,11.16,42.86,40.99,43.96,1008.75
126,11.25,42.82,40.97,43.98,1008.75
127,11.34,42.81,40.94,44.03,1008.75
128,11.43,42.79,40.93,44.01,1008.74
129,11.52,42.77,40.92,44.01,1008.73
130,11.61,42.76,40.91,44.04,1008.73
131,11.70,42.74,40.91,44.04,1008.74
132,11.79,42.73,40.90,44.06,1008.74
133,11.88,42.71,40.88,44.09,1008.74
134,11.97,42.69,40.87,44.13,1008.74
135,12.06,42.68,40.86,44.13,1008.73
136,12.15,42.66,40.83,44.14,1008.74
137,12.24,42.64,40.81,44.12,1008.74
138,12.33,42.63,40.80,44.14,1008.73
139,12.42,42.60,40.79,44.15,1008.73
140,12.51,42.58,40.76,44.15,1008.72
141,12.60,42.56,40.74,44.15,1008.72
142,12.69,42.54,40.72,44.17,1008.72
143,12.78,42.52,40.72,44.14,1008.72
144,12.87,42.52,40.70,44.16,1008.72
145,12.96,42.51,40.70,44.16,1008.73
146,13.05,42.50,40.67,44.14,1008.73
147,13.14,42.49,40.67,44.16,1008.74
148,13.23,42.47,40.66,44.16,1008.74
149,13.32,42.46,40.65,44.16,1008.74
150,13.41,42.44,40.65,44.18,1008.74
151,13.50,42.41,40.62,44.17,1008.74
152,13.59,42.41,40.60,44.21,1008.75
153,13.68,42.40,40.57,44.20,1008.75
154,13.77,42.37,40.55,44.21,1008.75
155,13.86,42.36,40.56,44.22,1008.75
156,13.95,42.36,40.56,44.21,1008.75
157,14.04,42.35,40.55,44.19,1008.76
158,14.13,42.34,40.54,44.19,1008.76
159,14.22,42.33,40.53,44.23,1008.76
160,14.31,42.32,40.51,44.26,1008.76
161,14.40,42.31,40.51,44.30,1008.77
162,14.49,42.30,40.52,44.29,1008.76
163,14.58,42.28,40.50,44.31,1008.77
164,14.67,42.26,40.46,44.33,1008.77
165,14.76,42.24,40.46,44.33,1008.76
166,14.85,42.21,40.44,44.35,1008.77
167,14.94,42.20,40.43,44.36,1008.76
168,15.03,42.18,40.44,44.38,1008.76
169,15.12,42.17,40.42,44.41,1008.76
170,15.21,42.16,40.41,44.45,1008.77
171,15.30,42.14,40.39,44.45,1008.76
172,15.39,42.13,40.38,44.46,1008.75
173,15.48,42.11,40.35,44.48,1008.75
174,15.57,42.08,40.34,44.47,1008.75
175,15.66,42.07,40.32,44.47,1008.75
176,15.75,42.05,40.31,44.46,1008.75
177,15.84,42.03,40.30,44.47,1008.75
178,15.93,42.01,40.29,44.45,1008.76
179,16.02,42.00,40.26,44.47,1008.76
180,16.11,42.00,40.22,44.46,1008.77
181,16.20,41.99,40.21,44.46,1008.77
182,16.29,41.97,40.18,44.47,1008.76
183,16.38,41.95,40.15,44.47,1008.75
184,16.47,41.95,40.14,44.48,1008.75
185,16.56,41.93,40.12,44.49,1008.75
186,16.65,41.90,40.09,44.49,1008.75
187,16.74,41.89,40.08,44.50,1008.75
188,16.83,41.88,40.07,44.47,1008.75
189,16.92,41.87,40.06,44.48,1008.75
190,17.01,41.85,40.04,44.51,1008.75
191,17.10,41.83,40.04,44.53,1008.75
192,17.19,41.83,40.05,44.52,1008.74
193,17.28,41.81,40.05,44.53,1008.74
194,17.37,41.80,40.05,44.51,1008.74
195,17.46,41.78,40.03,44.51,1008.75
196,17.55,41.76,40.01,44.50,1008.75
197,17.64,41.76,39.99,44.51,1008.74
198,17.73,41.74,39.98,44.50,1008.75
199,17.82,41.72,39.98,44.53,1008.75
200,17.91,41.70,39.98,44.53,1008.75
201,18.00,41.68,39.96,44.50,1008.75
202,18.09,41.68,39.95,44.50,1008.75
203,18.18,41.66,39.93,44.52,1008.74
204,18.27,41.66,39.91,44.53,1008.74
205,18.36,41.66,39.90,44.53,1008.74
206,18.45,41.64,39.89,44.54,1008.75
207,18.54,41.62,39.88,44.56,1008.75
208,18.63,41.60,39.86,44.55,1008.75
209,18.72,41.57,39.84,44.55,1008.75
210,18.81,41.55,39.82,44.60,1008.76
211,18.90,41.55,39.80,44.59,1008.75
212,18.99,41.54,39.78,44.62,1008.76
213,19.08,41.52,39.76,44.65,1008.76
214,19.17,41.49,39.72,44.67,1008.77
215,19.26,41.47,39.71,44.70,1008.77
216,19.35,41.46,39.70,44.72,1008.77
217,19.44,41.44,39.70,44.71,1008.78
218,19.53,41.43,39.68,44.77,1008.78
219,19.62,41.40,39.67,44.78,1008.78
220,19.71,41.40,39.66,44.79,1008.79
221,19.80,41.39,39.64,44.80,1008.79
222,19.89,41.37,39.63,44.80,1008.78
223,19.98,41.35,39.62,44.81,1008.78
224,20.07,41.34,39.61,44.80,1008.79
225,20.16,41.32,39.58,44.84,1008.79
226,20.25,41.31,39.57,44.81,1008.79
227,20.34,41.30,39.55,44.85,1008.80
228,20.43,41.29,39.54,44.83,1008.80
229,20.52,41.28,39.54,44.83,1008.80
230,20.61,41.26,39.52,44.82,1008.80
231,20.70,41.25,39.52,44.87,1008.80
232,20.79,41.24,39.49,44.85,1008.80
233,20.88,41.23,39.49,44.85,1008.79
234,20.97,41.20,39.48,44.86,1008.80
235,21.06,41.18,39.46,44.86,1008.80
236,21.15,41.16,39.45,44.88,1008.80
237,21.24,41.14,39.43,44.90,1008.80
238,21.33,41.13,39.40,44.90,1008.80
239,21.42,41.11,39.38,44.89,1008.80
240,21.51,41.09,39.38,44.91,1008.80
241,21.60,41.07,39.36,44.95,1008.79
242,21.69,41.05,39.34,44.94,1008.78
243,21.78,41.04,39.34,44.92,1008.78
244,21.87,41.02,39.33,44.94,1008.78
245,21.96,41.01,39.33,44.93,1008.78
246,22.05,41.00,39.34,44.93,1008.77
247,22.14,40.97,39.34,44.92,1008.77
248,22.23,40.94,39.34,44.90,1008.77
249,22.32,40.93,39.32,44.90,1008.76
250,22.41,40.92,39.30,44.90,1008.76
251,22.50,40.91,39.30,44.94,1008.76
252,22.59,40.89,39.29,44.91,1008.75
253,22.68,40.88,39.28,44.94,1008.75
254,22.77,40.86,39.27,44.95,1008.75
255,22.86,40.83,39.24,44.96,1008.75
256,22.95,40.83,39.24,44.96,1008.75
257,23.04,40.81,39.24,44.95,1008.75
258,23.13,40.79,39.23,44.97,1008.75
259,23.22,40.78,39.20,44.96,1008.75
260,23.31,40.77,39.17,44.98,1008.75
261,23.40,40.75,39.15,45.00,1008.75
262,23.49,40.73,39.14,45.01,1008.74
263,23.58,40.72,39.14,44.98,1008.74
264,23.67,40.70,39.12,45.01,1008.74
265,23.76,40.70,39.12,45.03,1008.73
266,23.85,40.68,39.11,45.03,1008.74
267,23.94,40.67,39.09,45.04,1008.74
268,24.03,40.65,39.07,45.06,1008.74
269,24.12,40.64,39.04,45.08,1008.74
270,24.21,40.64,39.03,45.09,1008.74
271,24.30,40.63,39.00,45.10,1008.74
272,24.39,40.62,38.99,45.11,1008.75
273,24.48,40.60,38.98,45.11,1008.74
274,24.57,40.60,38.96,45.12,1008.75
275,24.66,40.60,38.95,45.13,1008.76
276,24.75,40.58,38.94,45.13,1008.76
277,24.84,40.56,38.93,45.14,1008.76
278,24.93,40.53,38.91,45.16,1008.77
279,25.02,40.52,38.90,45.18,1008.77
280,25.11,40.51,38.89,45.17,1008.78
281,25.20,40.48,38.89,45.16,1008.77
282,25.29,40.45,38.87,45.16,1008.77
283,25.38,40.45,38.84,45.16,1008.78
284,25.47,40.46,38.84,45.13,1008.78
285,25.56,40.46,38.81,45.14,1008.78
286,25.65,40.44,38.80,45.17,1008.78
287,25.74,40.42,38.78,45.21,1008.78
288,25.83,40.41,38.78,45.22,1008.78
