Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.16,43.12,1008.35
2,0.09,44.99,42.94,43.12,1008.35
3,0.18,44.95,42.90,43.13,1008.36
4,0.27,44.92,42.86,43.14,1008.36
5,0.36,44.87,42.83,43.15,1008.36
6,0.45,44.85,42.80,43.17,1008.36
7,0.54,44.81,42.76,43.18,1008.36
8,0.63,44.77,42.73,43.18,1008.36
9,0.72,44.74,42.70,43.18,1008.37
10,0.81,44.70,42.67,43.19,1008.37
11,0.90,44.66,42.64,43.21,1008.38
12,0.99,44.63,42.62,43.21,1008.38
13,1.08,44.60,42.60,43.23,1008.38
14,1.17,44.56,42.56,43.26,1008.39
15,1.26,44.52,42.52,43.25,1008.40
16,1.35,44.49,42.49,43.28,1008.39
17,1.44,44.45,42.45,43.30,1008.40
18,1.53,44.42,42.43,43.32,1008.40
19,1.62,44.38,42.40,43.35,1008.40
20,1.71,44.33,42.37,43.36,1008.41
21,1.80,44.30,42.33,43.36,1008.41
22,1.89,44.26,42.30,43.38,1008.41
23,1.98,44.23,42.26,43.39,1008.41
24,2.07,44.19,42.22,43.43,1008.41
25,2.16,44.14,42.19,43.46,1008.40
26,2.25,44.11,42.15,43.47,1008.40
27,2.34,44.07,42.11,43.48,1008.41
28,2.43,44.04,42.07,43.49,1008.40
29,2.52,43.99,42.04,43.50,1008.40
30,2.61,43.95,42.00,43.52,1008.39
31,2.70,43.92,41.96,43.52,1008.39
32,2.79,43.88,41.94,43.54,1008.39
33,2.88,43.83,41.91,43.54,1008.37
34,2.97,43.80,41.88,43.56,1008.37
35,3.06,43.76,41.86,43.56,1008.37
36,3.15,43.73,41.82,43.58,1008.37
37,3.24,43.70,41.78,43.58,1008.36
38,3.33,43.67,41.74,43.61,1008.37
39,3.42,43.64,41.70,43.63,1008.37
40,3.51,43.60,41.66,43.64,1008.37
41,3.60,43.56,41.61,43.65,1008.36
42,3.69,43.52,41.58,43.66,1008.36
