Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,44.19,42.35,1008.89
2,0.09,45.01,44.18,42.34,1008.89
3,0.18,45.00,44.17,42.35,1008.89
4,0.27,44.98,44.16,42.36,1008.89
5,0.36,44.96,44.14,42.37,1008.89
6,0.45,44.96,44.13,42.38,1008.89
7,0.54,44.94,44.13,42.39,1008.89
8,0.63,44.93,44.12,42.37,1008.89
9,0.72,44.92,44.11,42.37,1008.88
10,0.81,44.92,44.10,42.36,1008.89
11,0.90,44.90,44.10,42.36,1008.89
12,0.99,44.89,44.09,42.37,1008.89
13,1.08,44.88,44.07,42.36,1008.90
14,1.17,44.87,44.05,42.35,1008.90
15,1.26,44.85,44.04,42.36,1008.90
16,1.35,44.83,44.05,42.35,1008.90
17,1.44,44.83,44.03,42.33,1008.89
18,1.53,44.82,44.02,42.33,1008.90
19,1.62,44.80,44.00,42.32,1008.90
20,1.71,44.79,43.98,42.31,1008.89
21,1.80,44.77,43.97,42.28,1008.89
22,1.89,44.76,43.97,42.31,1008.89
23,1.98,44.75,43.95,42.30,1008.89
24,2.07,44.74,43.95,42.29,1008.89
25,2.16,44.73,43.94,42.28,1008.89
26,2.25,44.71,43.91,42.27,1008.89
27,2.34,44.70,43.91,42.27,1008.90
28,2.43,44.69,43.89,42.28,1008.90
29,2.52,44.68,43.88,42.30,1008.90
30,2.61,44.66,43.87,42.33,1008.89
31,2.70,44.65,43.87,42.31,1008.90
32,2.79,44.64,43.86,42.30,1008.90
33,2.88,44.62,43.86,42.29,1008.90
34,2.97,44.60,43.83,42.31,1008.90
35,3.06,44.58,43.82,42.34,1008.90
36,3.15,44.58,43.81,42.34,1008.90
37,3.24,44.56,43.79,42.33,1008.91
38,3.33,44.55,43.78,42.31,1008.91
39,3.42,44.54,43.77,42.30,1008.91
40,3.51,44.52,43.76,42.28,1008.91
41,3.60,44.51,43.74,42.31,1008.91
42,3.69,44.50,43.73,42.30,1008.91
43,3.78,44.49,43.70,42.31,1008.91
44,3.87,44.46,43.69,42.31,1008.91
45,3.96,44.45,43.67,42.30,1008.90
