Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.17,42.53,1008.37
2,0.09,44.99,42.92,42.55,1008.38
3,0.18,44.96,42.87,42.55,1008.39
4,0.27,44.92,42.83,42.53,1008.40
5,0.36,44.87,42.81,42.56,1008.41
6,0.45,44.82,42.79,42.59,1008.41
7,0.54,44.80,42.75,42.62,1008.43
8,0.63,44.76,42.72,42.61,1008.42
9,0.72,44.71,42.70,42.61,1008.43
10,0.81,44.68,42.67,42.63,1008.45
11,0.90,44.64,42.64,42.65,1008.45
12,0.99,44.61,42.61,42.65,1008.45
13,1.08,44.57,42.59,42.67,1008.45
14,1.17,44.53,42.55,42.72,1008.45
15,1.26,44.48,42.51,42.69,1008.46
16,1.35,44.46,42.48,42.72,1008.47
17,1.44,44.43,42.45,42.75,1008.47
18,1.53,44.41,42.42,42.78,1008.47
19,1.62,44.37,42.39,42.80,1008.48
20,1.71,44.33,42.36,42.79,1008.48
21,1.80,44.29,42.32,42.80,1008.48
22,1.89,44.26,42.30,42.80,1008.49
23,1.98,44.23,42.24,42.81,1008.49
24,2.07,44.17,42.20,42.87,1008.47
25,2.16,44.13,42.18,42.93,1008.46
26,2.25,44.10,42.14,42.91,1008.46
27,2.34,44.07,42.10,42.93,1008.48
28,2.43,44.03,42.04,42.94,1008.48
29,2.52,43.98,42.00,42.94,1008.46
30,2.61,43.93,41.97,42.97,1008.45
31,2.70,43.89,41.94,42.98,1008.44
32,2.79,43.87,41.93,42.99,1008.42
33,2.88,43.82,41.90,43.00,1008.42
34,2.97,43.78,41.88,43.01,1008.41
35,3.06,43.75,41.85,43.02,1008.42
36,3.15,43.72,41.80,43.05,1008.41
37,3.24,43.69,41.77,43.08,1008.40
38,3.33,43.66,41.72,43.13,1008.40
39,3.42,43.64,41.68,43.14,1008.40
40,3.51,43.60,41.65,43.19,1008.39
41,3.60,43.58,41.61,43.20,1008.38
42,3.69,43.54,41.56,43.22,1008.39
43,3.78,43.52,41.53,43.24,1008.37
44,3.87,43.48,41.50,43.22,1008.38
45,3.96,43.44,41.47,43.25,1008.36
46,4.05,43.40,41.45,43.27,1008.35
47,4.14,43.38,41.40,43.28,1008.35
48,4.23,43.35,41.34,43.31,1008.36
49,4.32,43.32,41.31,43.36,1008.36
50,4.41,43.28,41.30,43.39,1008.37
51,4.50,43.25,41.26,43.43,1008.38
52,4.59,43.22,41.23,43.44,1008.39
53,4.68,43.19,41.20,43.46,1008.38
54,4.77,43.13,41.16,43.50,1008.38
55,4.86,43.12,41.15,43.53,1008.39
56,4.95,43.09,41.11,43.50,1008.39
57,5.04,43.07,41.05,43.53,1008.40
58,5.13,43.02,41.02,43.57,1008.39
59,5.22,42.98,41.00,43.57,1008.40
60,5.31,42.94,40.98,43.60,1008.41
61,5.40,42.90,40.96,43.64,1008.42
62,5.49,42.87,40.92,43.68,1008.42
63,5.58,42.84,40.89,43.66,1008.43
64,5.67,42.80,40.83,43.67,1008.44
65,5.76,42.77,40.80,43.67,1008.46
66,5.85,42.74,40.77,43.69,1008.46
67,5.94,42.70,40.74,43.72,1008.46
68,6.03,42.67,40.71,43.74,1008.48
69,6.12,42.63,40.68,43.75,1008.49
70,6.21,42.59,40.65,43.74,1008.48
71,6.30,42.55,40.64,43.75,1008.48
72,6.39,42.53,40.61,43.73,1008.48
73,6.48,42.49,40.59,43.74,1008.49
74,6.57,42.46,40.54,43.77,1008.51
75,6.66,42.40,40.50,43.78,1008.51
76,6.75,42.37,40.46,43.80,1008.50
77,6.84,42.34,40.43,43.82,1008.49
78,6.93,42.32,40.40,43.84,1008.49
79,7.02,42.29,40.36,43.83,1008.49
80,7.11,42.26,40.32,43.82,1008.47
81,7.20,42.22,40.29,43.83,1008.46
82,7.29,42.19,40.25,43.81,1008.45
83,7.38,42.17,40.22,43.80,1008.45
84,7.47,42.13,40.18,43.80,1008.45
85,7.56,42.13,40.15,43.84,1008.44
86,7.65,42.07,40.13,43.86,1008.45
87,7.74,42.04,40.11,43.87,1008.43
88,7.83,42.04,40.07,43.90,1008.41
89,7.92,42.00,40.05,43.92,1008.40
90,8.01,41.96,40.04,43.94,1008.40
91,8.10,41.93,40.02,43.95,1008.37
92,8.19,41.89,40.00,43.97,1008.37
93,8.28,41.84,39.98,44.02,1008.37
94,8.37,41.80,39.93,44.04,1008.37
95,8.46,41.77,39.91,44.04,1008.36
96,8.55,41.74,39.89,44.07,1008.36
97,8.64,41.71,39.86,44.04,1008.36
