Index,Relative Time (s),PT100 (degC),BME280 T (degC),Humidity (%),Pressure (hPa)
1,0.00,45.00,43.80,41.55,1008.79
2,0.09,44.96,43.78,41.54,1008.79
3,0.18,44.94,43.76,41.55,1008.78
4,0.27,44.93,43.74,41.54,1008.79
5,0.36,44.92,43.72,41.54,1008.79
6,0.45,44.90,43.71,41.54,1008.78
7,0.54,44.88,43.68,41.54,1008.78
8,0.63,44.86,43.67,41.55,1008.78
9,0.72,44.84,43.64,41.56,1008.78
10,0.81,44.83,43.62,41.56,1008.78
11,0.90,44.81,43.60,41.55,1008.78
12,0.99,44.79,43.58,41.57,1008.78
13,1.08,44.78,43.57,41.57,1008.78
14,1.17,44.76,43.55,41.57,1008.78
15,1.26,44.73,43.54,41.57,1008.78
16,1.35,44.71,43.52,41.58,1008.79
17,1.44,44.69,43.50,41.58,1008.79
18,1.53,44.67,43.49,41.59,1008.79
19,1.62,44.65,43.48,41.59,1008.79
20,1.71,44.63,43.46,41.57,1008.79
21,1.80,44.60,43.44,41.58,1008.79
22,1.89,44.58,43.43,41.59,1008.79
23,1.98,44.57,43.41,41.60,1008.79
24,2.07,44.56,43.39,41.61,1008.79
25,2.16,44.54,43.38,41.60,1008.79
26,2.25,44.53,43.36,41.61,1008.80
27,2.34,44.51,43.34,41.61,1008.80
28,2.43,44.49,43.32,41.61,1008.80
29,2.52,44.48,43.29,41.60,1008.79
30,2.61,44.46,43.28,41.60,1008.79
31,2.70,44.44,43.25,41.59,1008.79
32,2.79,44.42,43.24,41.59,1008.80
33,2.88,44.40,43.23,41.60,1008.80
34,2.97,44.38,43.22,41.60,1008.80
35,3.06,44.36,43.21,41.61,1008.80
36,3.15,44.34,43.18,41.62,1008.80
37,3.24,44.32,43.16,41.62,1008.80
38,3.33,44.30,43.15,41.62,1008.80
39,3.42,44.29,43.13,41.62,1008.80
40,3.51,44.27,43.11,41.62,1008.79
41,3.60,44.26,43.09,41.62,1008.79
42,3.69,44.24,43.08,41.62,1008.79
43,3.78,44.23,43.07,41.62,1008.79
44,3.87,44.21,43.05,41.62,1008.79
45,3.96,44.19,43.04,41.62,1008.79
46,4.05,44.18,43.01,41.61,1008.80
47,4.14,44.15,42.99,41.62,1008.80
48,4.23,44.13,42.98,41.62,1008.79
49,4.32,44.11,42.97,41.64,1008.79
50,4.41,44.09,42.95,41.65,1008.79
51,4.50,44.07,42.93,41.65,1008.79
52,4.59,44.06,42.92,41.65,1008.79
53,4.68,44.04,42.90,41.64,1008.79
54,4.77,44.03,42.88,41.63,1008.79
55,4.86,44.01,42.86,41.61,1008.79
56,4.95,44.00,42.83,41.63,1008.78
57,5.04,43.98,42.82,41.61,1008.78
58,5.13,43.96,42.80,41.60,1008.78
59,5.22,43.94,42.79,41.60,1008.78
60,5.31,43.93,42.77,41.60,1008.77
61,5.40,43.91,42.75,41.61,1008.78
62,5.49,43.90,42.75,41.60,1008.77
63,5.58,43.88,42.74,41.62,1008.77
64,5.67,43.86,42.72,41.62,1008.77
65,5.76,43.85,42.71,41.63,1008.77
66,5.85,43.83,42.69,41.62,1008.77
67,5.94,43.81,42.67,41.62,1008.77
68,6.03,43.80,42.65,41.61,1008.77
69,6.12,43.77,42.63,41.61,1008.77
70,6.21,43.76,42.61,41.60,1008.77
71,6.30,43.74,42.59,41.59,1008.77
72,6.39,43.72,42.57,41.60,1008.78
73,6.48,43.70,42.56,41.59,1008.78
74,6.57,43.68,42.54,41.60,1008.78
75,6.66,43.66,42.51,41.59,1008.78
76,6.75,43.64,42.48,41.59,1008.78
77,6.84,43.62,42.46,41.59,1008.78
78,6.93,43.60,42.45,41.59,1008.78
79,7.02,43.58,42.42,41.60,1008.78
80,7.11,43.57,42.40,41.60,1008.78
81,7.20,43.55,42.38,41.61,1008.78
82,7.29,43.53,42.37,41.60,1008.78
83,7.38,43.51,42.35,41.59,1008.78
84,7.47,43.49,42.34,41.59,1008.79
85,7.56,43.47,42.32,41.60,1008.78
86,7.65,43.45,42.30,41.60,1008.79
87,7.74,43.44,42.29,41.58,1008.79
88,7.83,43.42,42.27,41.58,1008.79
89,7.92,43.40,42.25,41.58,1008.79
90,8.01,43.39,42.24,41.57,1008.79
91,8.10,43.37,42.23,41.57,1008.78
92,8.19,43.35,42.22,41.57,1008.79
93,8.28,43.33,42.20,41.57,1008.79
94,8.37,43.31,42.18,41.57,1008.79
95,8.46,43.30,42.17,41.56,1008.79
96,8.55,43.29,42.15,41.57,1008.80
97,8.64,43.27,42.13,41.57,1008.79
98,8.73,43.25,42.12,41.57,1008.79
99,8.82,43.23,42.11,41.56,1008.79
100,8.91,43.21,42.09,41.56,1008.79
101,9.00,43.19,42.07,41.56,1008.79
102,9.09,43.17,42.06,41.55,1008.79
103,9.18,43.15,42.05,41.56,1008.79
104,9.27,43.13,42.03,41.55,1008.79
105,9.36,43.12,42.02,41.56,1008.79
106,9.45,43.10,41.99,41.55,1008.78
107,9.54,43.09,41.97,41.56,1008.78
108,9.63,43.07,41.97,41.56,1008.77
109,9.72,43.05,41.95,41.56,1008.78
110,9.81,43.04,41.94,41.57,1008.77
111,9.90,43.02,41.93,41.58,1008.77
112,9.99,43.01,41.92,41.58,1008.78
113,10.08,42.99,41.90,41.59,1008.78
114,10.17,42.98,41.89,41.59,1008.78
115,10.26,42.97,41.88,41.60,1008.78
116,10.35,42.95,41.86,41.60,1008.78
117,10.44,42.94,41.85,41.60,1008.78
118,10.53,42.93,41.84,41.62,1008.78
119,10.62,42.90,41.81,41.62,1008.78
120,10.71,42.89,41.80,41.63,1008.78
121,10.80,42.87,41.78,41.63,1008.78
122,10.89,42.86,41.77,41.60,1008.78
123,10.98,42.84,41.75,41.60,1008.78
124,11.07,42.82,41.75,41.60,1008.79
125,11.16,42.81,41.73,41.61,1008.78
126,11.25,42.79,41.73,41.61,1008.79
127,11.34,42.77,41.71,41.61,1008.79
128,11.43,42.75,41.70,41.60,1008.79
129,11.52,42.74,41.68,41.59,1008.79
130,11.61,42.73,41.65,41.59,1008.79
131,11.70,42.72,41.64,41.61,1008.79
132,11.79,42.70,41.61,41.61,1008.79
133,11.88,42.69,41.60,41.61,1008.80
134,11.97,42.67,41.59,41.60,1008.80
135,12.06,42.65,41.56,41.60,1008.80
136,12.15,42.63,41.55,41.59,1008.80
137,12.24,42.61,41.54,41.59,1008.81
138,12.33,42.60,41.52,41.59,1008.81
139,12.42,42.58,41.50,41.58,1008.81
140,12.51,42.56,41.49,41.58,1008.81
141,12.60,42.55,41.47,41.58,1008.81
142,12.69,42.53,41.46,41.58,1008.81
143,12.78,42.52,41.44,41.57,1008.81
144,12.87,42.50,41.41,41.57,1008.82
145,12.96,42.48,41.40,41.56,1008.82
146,13.05,42.47,41.38,41.55,1008.82
147,13.14,42.45,41.38,41.56,1008.82
148,13.23,42.43,41.37,41.56,1008.82
149,13.32,42.41,41.35,41.57,1008.82
150,13.41,42.39,41.33,41.56,1008.82
151,13.50,42.38,41.32,41.55,1008.82
152,13.59,42.36,41.30,41.55,1008.82
153,13.68,42.34,41.28,41.56,1008.82
154,13.77,42.33,41.27,41.56,1008.82
155,13.86,42.31,41.26,41.57,1008.81
156,13.95,42.29,41.25,41.57,1008.81
157,14.04,42.28,41.24,41.58,1008.81
158,14.13,42.27,41.21,41.58,1008.81
159,14.22,42.25,41.21,41.58,1008.81
160,14.31,42.23,41.19,41.58,1008.81
161,14.40,42.22,41.17,41.58,1008.81
162,14.49,42.20,41.15,41.58,1008.81
163,14.58,42.18,41.13,41.59,1008.81
164,14.67,42.16,41.12,41.59,1008.81
165,14.76,42.15,41.10,41.59,1008.80
166,14.85,42.14,41.08,41.58,1008.80
167,14.94,42.11,41.07,41.57,1008.80
168,15.03,42.09,41.07,41.57,1008.80
169,15.12,42.08,41.06,41.57,1008.79
170,15.21,42.06,41.04,41.57,1008.79
171,15.30,42.06,41.02,41.57,1008.79
172,15.39,42.04,41.00,41.56,1008.79
173,15.48,42.02,40.99,41.57,1008.79
174,15.57,42.01,40.98,41.58,1008.79
175,15.66,41.99,40.96,41.58,1008.79
176,15.75,41.98,40.95,41.58,1008.80
177,15.84,41.97,40.94,41.58,1008.79
178,15.93,41.95,40.93,41.58,1008.79
179,16.02,41.94,40.92,41.57,1008.80
180,16.11,41.92,40.90,41.57,1008.80
181,16.20,41.91,40.88,41.59,1008.80
182,16.29,41.90,40.88,41.58,1008.80
183,16.38,41.88,40.86,41.58,1008.80
184,16.47,41.87,40.85,41.57,1008.80
185,16.56,41.85,40.83,41.58,1008.80
186,16.65,41.84,40.82,41.58,1008.81
187,16.74,41.83,40.81,41.59,1008.81
188,16.83,41.82,40.80,41.59,1008.81
189,16.92,41.80,40.78,41.60,1008.81
190,17.01,41.80,40.77,41.60,1008.80
191,17.10,41.78,40.75,41.59,1008.81
192,17.19,41.78,40.74,41.60,1008.81
193,17.28,41.76,40.72,41.61,1008.81
194,17.37,41.75,40.70,41.60,1008.81
195,17.46,41.74,40.67,41.60,1008.81
196,17.55,41.73,40.66,41.62,1008.81
